Demand for California (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389936&sdid=EBA.CAL-ALL.D.H
04:20:22 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.D.H megawatthours
11/18/2015 02H,33087
11/18/2015 01H,31604
11/18/2015 00H,31423
11/17/2015 23H,31274
11/17/2015 22H,31085
11/17/2015 21H,31243
11/17/2015 20H,31416
11/17/2015 19H,31523
11/17/2015 18H,31896
11/17/2015 17H,32114
11/17/2015 16H,31048
11/17/2015 15H,28402
11/17/2015 14H,26381
11/17/2015 13H,25289
11/17/2015 12H,25154
11/17/2015 11H,25567
11/17/2015 10H,26188
11/17/2015 09H,27646
11/17/2015 08H,29782
11/17/2015 07H,32176
11/17/2015 06H,34318
11/17/2015 05H,35580
11/17/2015 04H,36178
11/17/2015 03H,35955
11/17/2015 02H,32965
11/17/2015 01H,31338
11/17/2015 00H,30662
11/16/2015 23H,30408
11/16/2015 22H,30344
11/16/2015 21H,30620
11/16/2015 20H,30948
11/16/2015 19H,31168
11/16/2015 18H,31362
11/16/2015 17H,31331
11/16/2015 16H,29554
11/16/2015 15H,27497
11/16/2015 14H,25176
11/16/2015 13H,23989
11/16/2015 12H,23836
11/16/2015 11H,24057
11/16/2015 10H,24555
11/16/2015 09H,25479
11/16/2015 08H,27293
11/16/2015 07H,29449
11/16/2015 06H,31147
11/16/2015 05H,32183
11/16/2015 04H,32763
11/16/2015 03H,32394
11/16/2015 02H,29579
11/16/2015 01H,27944
11/16/2015 00H,27213
11/15/2015 23H,27284
11/15/2015 22H,27269
11/15/2015 21H,27068
11/15/2015 20H,27548
11/15/2015 19H,27262
11/15/2015 18H,26693
11/15/2015 17H,25571
11/15/2015 16H,24724
11/15/2015 15H,24059
11/15/2015 14H,23522
11/15/2015 13H,23525
11/15/2015 12H,23716
11/15/2015 11H,24256
11/15/2015 10H,24825
11/15/2015 09H,25777
11/15/2015 08H,27294
11/15/2015 07H,28977
11/15/2015 06H,30336
11/15/2015 05H,31273
11/15/2015 04H,32031
11/15/2015 03H,32036
11/15/2015 02H,29673
11/15/2015 01H,28049
11/15/2015 00H,27604
11/14/2015 23H,27456
11/14/2015 22H,27408
11/14/2015 21H,27515
11/14/2015 20H,27690
11/14/2015 19H,27634
11/14/2015 18H,27746
11/14/2015 17H,27142
11/14/2015 16H,26433
11/14/2015 15H,25559
11/14/2015 14H,24652
11/14/2015 13H,24414
11/14/2015 12H,24430
11/14/2015 11H,24959
11/14/2015 10H,25723
11/14/2015 09H,26786
11/14/2015 08H,28665
11/14/2015 07H,30603
11/14/2015 06H,32316
11/14/2015 05H,33468
11/14/2015 04H,34358
11/14/2015 03H,34645
11/14/2015 02H,32678
11/14/2015 01H,31779
11/14/2015 00H,31581
11/13/2015 23H,31308
11/13/2015 22H,31030
11/13/2015 21H,30981
11/13/2015 20H,31019
11/13/2015 19H,31091
11/13/2015 18H,31125
11/13/2015 17H,31112
11/13/2015 16H,29985
11/13/2015 15H,27598
11/13/2015 14H,25701
11/13/2015 13H,25004
11/13/2015 12H,24925
11/13/2015 11H,25340
11/13/2015 10H,25984
11/13/2015 09H,27042
11/13/2015 08H,29143
11/13/2015 07H,31469
11/13/2015 06H,33430
11/13/2015 05H,34635
11/13/2015 04H,35413
11/13/2015 03H,35394
11/13/2015 02H,33117
11/13/2015 01H,31698
11/13/2015 00H,31326
11/12/2015 23H,31177
11/12/2015 22H,30966
11/12/2015 21H,30987
11/12/2015 20H,31127
11/12/2015 19H,31312
11/12/2015 18H,31780
11/12/2015 17H,32030
11/12/2015 16H,30907
11/12/2015 15H,28353
11/12/2015 14H,26296
11/12/2015 13H,25454
11/12/2015 12H,25307
11/12/2015 11H,25565
11/12/2015 10H,26009
11/12/2015 09H,27082
11/12/2015 08H,29105
11/12/2015 07H,31342
11/12/2015 06H,33371
11/12/2015 05H,34558
11/12/2015 04H,35299
11/12/2015 03H,35210
11/12/2015 02H,32703
11/12/2015 01H,31151
11/12/2015 00H,30579
11/11/2015 23H,30352
11/11/2015 22H,30263
11/11/2015 21H,30392
11/11/2015 20H,30520
11/11/2015 19H,30642
11/11/2015 18H,30595
11/11/2015 17H,30545
11/11/2015 16H,29374
11/11/2015 15H,27550
11/11/2015 14H,26014
11/11/2015 13H,25334
11/11/2015 12H,25238
11/11/2015 11H,25439
11/11/2015 10H,25901
11/11/2015 09H,27162
11/11/2015 08H,29189
11/11/2015 07H,31424
11/11/2015 06H,33392
11/11/2015 05H,34606
11/11/2015 04H,35351
11/11/2015 03H,35292
11/11/2015 02H,32801
11/11/2015 01H,31176
11/11/2015 00H,30595
11/10/2015 23H,30410
11/10/2015 22H,30378
11/10/2015 21H,30484
11/10/2015 20H,30699
11/10/2015 19H,30830
11/10/2015 18H,30942
11/10/2015 17H,30847
11/10/2015 16H,29880
11/10/2015 15H,27677
11/10/2015 14H,25433
11/10/2015 13H,24593
11/10/2015 12H,24408
11/10/2015 11H,24864
11/10/2015 10H,25412
11/10/2015 09H,26453
11/10/2015 08H,28535
11/10/2015 07H,31163
11/10/2015 06H,33344
11/10/2015 05H,34793
11/10/2015 04H,35685
11/10/2015 03H,35709
11/10/2015 02H,33227
11/10/2015 01H,31817
11/10/2015 00H,31859
11/9/2015 23H,32052
11/9/2015 22H,32136
11/9/2015 21H,32262
11/9/2015 20H,32126
11/9/2015 19H,31750
11/9/2015 18H,31246
11/9/2015 17H,30683
11/9/2015 16H,29746
11/9/2015 15H,27094
11/9/2015 14H,24867
11/9/2015 13H,23822
11/9/2015 12H,23750
11/9/2015 11H,24017
11/9/2015 10H,24564
11/9/2015 09H,25227
11/9/2015 08H,26863
11/9/2015 07H,29039
11/9/2015 06H,30927
11/9/2015 05H,32093
11/9/2015 04H,32735
11/9/2015 03H,32507
11/9/2015 02H,29894
11/9/2015 01H,28192
11/9/2015 00H,27704
11/8/2015 23H,27558
11/8/2015 22H,27347
11/8/2015 21H,27168
11/8/2015 20H,26880
11/8/2015 19H,26738
11/8/2015 18H,26062
11/8/2015 17H,25289
11/8/2015 16H,24779
11/8/2015 15H,24273
11/8/2015 14H,23743
11/8/2015 13H,23476
11/8/2015 12H,23679
11/8/2015 11H,24207
11/8/2015 10H,24855
11/8/2015 09H,25737
11/8/2015 08H,27215
11/8/2015 07H,28956
11/8/2015 06H,30378
11/8/2015 05H,31402
11/8/2015 04H,32134
11/8/2015 03H,32036
11/8/2015 02H,29772
11/8/2015 01H,28401
11/8/2015 00H,27730
11/7/2015 23H,27402
11/7/2015 22H,27447
11/7/2015 21H,27714
11/7/2015 20H,27758
11/7/2015 19H,27635
11/7/2015 18H,27544
11/7/2015 17H,27084
11/7/2015 16H,26457
11/7/2015 15H,25685
11/7/2015 14H,25081
11/7/2015 13H,24747
11/7/2015 12H,24937
11/7/2015 11H,25220
11/7/2015 10H,25875
11/7/2015 09H,26945
11/7/2015 08H,28807
11/7/2015 07H,30622
11/7/2015 06H,32276
11/7/2015 05H,33487
11/7/2015 04H,34422
11/7/2015 03H,34618
11/7/2015 02H,32730
11/7/2015 01H,31626
11/7/2015 00H,31211
11/6/2015 23H,31260
11/6/2015 22H,31082
11/6/2015 21H,31201
11/6/2015 20H,31325
11/6/2015 19H,31278
11/6/2015 18H,31376
11/6/2015 17H,31218
11/6/2015 16H,30095
11/6/2015 15H,27882
11/6/2015 14H,26170
11/6/2015 13H,25221
11/6/2015 12H,25140
11/6/2015 11H,25301
11/6/2015 10H,25836
11/6/2015 09H,26751
11/6/2015 08H,28724
11/6/2015 07H,30972
11/6/2015 06H,33060
11/6/2015 05H,34426
11/6/2015 04H,35228
11/6/2015 03H,35104
11/6/2015 02H,32882
11/6/2015 01H,31685
11/6/2015 00H,31226
11/5/2015 23H,31026
11/5/2015 22H,30935
11/5/2015 21H,31029
11/5/2015 20H,31222
11/5/2015 19H,31242
11/5/2015 18H,31148
11/5/2015 17H,30989
11/5/2015 16H,29907
11/5/2015 15H,27716
11/5/2015 14H,25718
11/5/2015 13H,24779
11/5/2015 12H,24660
11/5/2015 11H,24987
11/5/2015 10H,25238
11/5/2015 09H,26346
11/5/2015 08H,28372
11/5/2015 07H,30961
11/5/2015 06H,33122
11/5/2015 05H,34275
11/5/2015 04H,35138
11/5/2015 03H,34943
11/5/2015 02H,32574
11/5/2015 01H,31198
11/5/2015 00H,30636
11/4/2015 23H,30419
11/4/2015 22H,30500
11/4/2015 21H,30559
11/4/2015 20H,30602
11/4/2015 19H,30534
11/4/2015 18H,30341
11/4/2015 17H,30348
11/4/2015 16H,29130
11/4/2015 15H,26924
11/4/2015 14H,24959
11/4/2015 13H,24307
11/4/2015 12H,24169
11/4/2015 11H,24523
11/4/2015 10H,24739
11/4/2015 09H,25897
11/4/2015 08H,27854
11/4/2015 07H,30280
11/4/2015 06H,32482
11/4/2015 05H,33873
11/4/2015 04H,34804
11/4/2015 03H,34761
11/4/2015 02H,32677
11/4/2015 01H,31478
11/4/2015 00H,31129
11/3/2015 23H,31000
11/3/2015 22H,30742
11/3/2015 21H,30623
11/3/2015 20H,30544
11/3/2015 19H,30959
11/3/2015 18H,30389
11/3/2015 17H,29693
11/3/2015 16H,28659
11/3/2015 15H,26683
11/3/2015 14H,24746
11/3/2015 13H,23992
11/3/2015 12H,23759
11/3/2015 11H,24063
11/3/2015 10H,24843
11/3/2015 09H,25820
11/3/2015 08H,27823
11/3/2015 07H,30206
11/3/2015 06H,32541
11/3/2015 05H,34103
11/3/2015 04H,35280
11/3/2015 03H,35723
11/3/2015 02H,33679
11/3/2015 01H,33013
11/3/2015 00H,33088
11/2/2015 23H,33397
11/2/2015 22H,33233
11/2/2015 21H,33193
11/2/2015 20H,33206
11/2/2015 19H,32786
11/2/2015 18H,31791
11/2/2015 17H,30919
11/2/2015 16H,29340
11/2/2015 15H,27208
11/2/2015 14H,25072
11/2/2015 13H,24121
11/2/2015 12H,23955
11/2/2015 11H,24257
11/2/2015 10H,24891
11/2/2015 09H,25603
11/2/2015 08H,27220
11/2/2015 07H,29410
11/2/2015 06H,31460
11/2/2015 05H,32958
11/2/2015 04H,34033
11/2/2015 03H,34050
11/2/2015 02H,32206
11/2/2015 01H,31398
11/2/2015 00H,30708
11/1/2015 23H,29882
11/1/2015 22H,29139
11/1/2015 21H,28372
11/1/2015 20H,27911
11/1/2015 19H,27506
11/1/2015 18H,26345
11/1/2015 17H,24992
11/1/2015 16H,24201
11/1/2015 15H,23862
11/1/2015 14H,23612
11/1/2015 13H,23349
11/1/2015 12H,23418
11/1/2015 11H,24016
11/1/2015 10H,24795
11/1/2015 09H,25830
11/1/2015 08H,26931
11/1/2015 07H,28886
11/1/2015 06H,30581
11/1/2015 05H,32057
11/1/2015 04H,33324
11/1/2015 03H,34394
11/1/2015 02H,34104
11/1/2015 01H,33831
11/1/2015 00H,33111
10/31/2015 23H,32110
10/31/2015 22H,31133
10/31/2015 21H,30469
10/31/2015 20H,29799
10/31/2015 19H,29145
10/31/2015 18H,28382
10/31/2015 17H,27429
10/31/2015 16H,26376
10/31/2015 15H,25987
10/31/2015 14H,25272
10/31/2015 13H,24680
10/31/2015 12H,24504
10/31/2015 11H,24553
10/31/2015 10H,25343
10/31/2015 09H,26482
10/31/2015 08H,27968
10/31/2015 07H,30053
10/31/2015 06H,32191
10/31/2015 05H,34145
10/31/2015 04H,35621
10/31/2015 03H,36014
10/31/2015 02H,35370
10/31/2015 01H,35278
10/31/2015 00H,35226
10/30/2015 23H,34753
10/30/2015 22H,34109
10/30/2015 21H,33510
10/30/2015 20H,33207
10/30/2015 19H,32825
10/30/2015 18H,32288
10/30/2015 17H,31663
10/30/2015 16H,31164
10/30/2015 15H,29775
10/30/2015 14H,27273
10/30/2015 13H,25413
10/30/2015 12H,24809
10/30/2015 11H,24887
10/30/2015 10H,25558
10/30/2015 09H,26462
10/30/2015 08H,27873
10/30/2015 07H,30149
10/30/2015 06H,32794
10/30/2015 05H,35017
10/30/2015 04H,36394
10/30/2015 03H,36531
10/30/2015 02H,35439
10/30/2015 01H,35251
10/30/2015 00H,35109
10/29/2015 23H,34776
10/29/2015 22H,34401
10/29/2015 21H,34039
10/29/2015 20H,33806
10/29/2015 19H,33539
10/29/2015 18H,33135
10/29/2015 17H,32529
10/29/2015 16H,31839
10/29/2015 15H,30212
10/29/2015 14H,27602
10/29/2015 13H,25698
10/29/2015 12H,25060
10/29/2015 11H,25149
10/29/2015 10H,25785
10/29/2015 09H,26784
10/29/2015 08H,28253
10/29/2015 07H,30575
10/29/2015 06H,33312
10/29/2015 05H,35457
10/29/2015 04H,36906
10/29/2015 03H,37073
10/29/2015 02H,35753
10/29/2015 01H,35461
10/29/2015 00H,35432
10/28/2015 23H,35288
10/28/2015 22H,35088
10/28/2015 21H,34762
10/28/2015 20H,34613
10/28/2015 19H,34235
10/28/2015 18H,33556
10/28/2015 17H,32951
10/28/2015 16H,32375
10/28/2015 15H,30697
10/28/2015 14H,27883
10/28/2015 13H,25857
10/28/2015 12H,25218
10/28/2015 11H,25313
10/28/2015 10H,25935
10/28/2015 09H,26735
10/28/2015 08H,28073
10/28/2015 07H,30536
10/28/2015 06H,33434
10/28/2015 05H,35686
10/28/2015 04H,37055
10/28/2015 03H,37344
10/28/2015 02H,35996
10/28/2015 01H,35525
10/28/2015 00H,35569
10/27/2015 23H,35682
10/27/2015 22H,35439
10/27/2015 21H,34869
10/27/2015 20H,34619
10/27/2015 19H,34178
10/27/2015 18H,33254
10/27/2015 17H,32304
10/27/2015 16H,31610
10/27/2015 15H,29985
10/27/2015 14H,27331
10/27/2015 13H,25439
10/27/2015 12H,24761
10/27/2015 11H,24906
10/27/2015 10H,25532
10/27/2015 09H,26451
10/27/2015 08H,28265
10/27/2015 07H,30832
10/27/2015 06H,33655
10/27/2015 05H,36138
10/27/2015 04H,38038
10/27/2015 03H,38489
10/27/2015 02H,37858
10/27/2015 01H,37981
10/27/2015 00H,37811
10/26/2015 23H,37111
10/26/2015 22H,36291
10/26/2015 21H,35337
10/26/2015 20H,34558
10/26/2015 19H,33789
10/26/2015 18H,32866
10/26/2015 17H,31972
10/26/2015 16H,31280
10/26/2015 15H,29852
10/26/2015 14H,27211
10/26/2015 13H,25241
10/26/2015 12H,24465
10/26/2015 11H,24431
10/26/2015 10H,24872
10/26/2015 09H,25413
10/26/2015 08H,26760
10/26/2015 07H,28879
10/26/2015 06H,31287
10/26/2015 05H,33319
10/26/2015 04H,34579
10/26/2015 03H,34339
10/26/2015 02H,32358
10/26/2015 01H,31428
10/26/2015 00H,30991
10/25/2015 23H,30324
10/25/2015 22H,29754
10/25/2015 21H,29580
10/25/2015 20H,29312
10/25/2015 19H,28921
10/25/2015 18H,28215
10/25/2015 17H,27143
10/25/2015 16H,26117
10/25/2015 15H,25494
10/25/2015 14H,24872
10/25/2015 13H,24480
10/25/2015 12H,24211
10/25/2015 11H,24656
10/25/2015 10H,25410
10/25/2015 09H,26512
10/25/2015 08H,27631
10/25/2015 07H,29583
10/25/2015 06H,31870
10/25/2015 05H,33624
10/25/2015 04H,34856
10/25/2015 03H,35184
10/25/2015 02H,34127
10/25/2015 01H,33887
10/25/2015 00H,33525
10/24/2015 23H,33138
10/24/2015 22H,32276
10/24/2015 21H,31479
10/24/2015 20H,31164
10/24/2015 19H,30788
10/24/2015 18H,29892
10/24/2015 17H,28801
10/24/2015 16H,27661
10/24/2015 15H,26934
10/24/2015 14H,25915
10/24/2015 13H,25328
10/24/2015 12H,25212
10/24/2015 11H,25109
10/24/2015 10H,25777
10/24/2015 09H,26984
10/24/2015 08H,28508
10/24/2015 07H,30993
10/24/2015 06H,33563
10/24/2015 05H,35479
10/24/2015 04H,36887
10/24/2015 03H,37198
10/24/2015 02H,36719
10/24/2015 01H,37125
10/24/2015 00H,37088
10/23/2015 23H,36702
10/23/2015 22H,36103
10/23/2015 21H,35025
10/23/2015 20H,34328
10/23/2015 19H,33709
10/23/2015 18H,33165
10/23/2015 17H,32396
10/23/2015 16H,31699
10/23/2015 15H,30358
10/23/2015 14H,27603
10/23/2015 13H,25734
10/23/2015 12H,25060
10/23/2015 11H,25200
10/23/2015 10H,25899
10/23/2015 09H,26981
10/23/2015 08H,28505
10/23/2015 07H,31013
10/23/2015 06H,33824
10/23/2015 05H,36103
10/23/2015 04H,37596
10/23/2015 03H,37741
10/23/2015 02H,37004
10/23/2015 01H,37193
10/23/2015 00H,37109
10/22/2015 23H,36641
10/22/2015 22H,35969
10/22/2015 21H,35080
10/22/2015 20H,34536
10/22/2015 19H,33926
10/22/2015 18H,33076
10/22/2015 17H,32332
10/22/2015 16H,31927
10/22/2015 15H,30497
10/22/2015 14H,27644
10/22/2015 13H,25673
10/22/2015 12H,25092
10/22/2015 11H,25237
10/22/2015 10H,25865
10/22/2015 09H,26945
10/22/2015 08H,28539
10/22/2015 07H,31001
10/22/2015 06H,33840
10/22/2015 05H,36274
10/22/2015 04H,37891
10/22/2015 03H,38003
10/22/2015 02H,37375
10/22/2015 01H,37704
10/22/2015 00H,37620
10/21/2015 23H,37030
10/21/2015 22H,36100
10/21/2015 21H,35035
10/21/2015 20H,34501
10/21/2015 19H,33845
10/21/2015 18H,32934
10/21/2015 17H,32003
10/21/2015 16H,31275
10/21/2015 15H,29676
10/21/2015 14H,26859
10/21/2015 13H,24961
10/21/2015 12H,24242
10/21/2015 11H,24810
10/21/2015 10H,25474
10/21/2015 09H,26590
10/21/2015 08H,28318
10/21/2015 07H,31103
10/21/2015 06H,33815
10/21/2015 05H,35956
10/21/2015 04H,37368
10/21/2015 03H,37305
10/21/2015 02H,36351
10/21/2015 01H,36338
10/21/2015 00H,36224
10/20/2015 23H,35674
10/20/2015 22H,35153
10/20/2015 21H,34373
10/20/2015 20H,33882
10/20/2015 19H,33328
10/20/2015 18H,32579
10/20/2015 17H,32063
10/20/2015 16H,31396
10/20/2015 15H,30177
10/20/2015 14H,27590
10/20/2015 13H,25843
10/20/2015 12H,25168
10/20/2015 11H,24880
10/20/2015 10H,25513
10/20/2015 09H,26472
10/20/2015 08H,27671
10/20/2015 07H,30331
10/20/2015 06H,32986
10/20/2015 05H,35259
10/20/2015 04H,36650
10/20/2015 03H,36431
10/20/2015 02H,35412
10/20/2015 01H,35314
10/20/2015 00H,35294
10/19/2015 23H,35155
10/19/2015 22H,35098
10/19/2015 21H,34683
10/19/2015 20H,34569
10/19/2015 19H,34261
10/19/2015 18H,33528
10/19/2015 17H,32551
10/19/2015 16H,31708
10/19/2015 15H,30326
10/19/2015 14H,27488
10/19/2015 13H,25345
10/19/2015 12H,24772
10/19/2015 11H,24892
10/19/2015 10H,25209
10/19/2015 09H,25896
10/19/2015 08H,27437
10/19/2015 07H,29524
10/19/2015 06H,31864
10/19/2015 05H,33802
10/19/2015 04H,34723
10/19/2015 03H,34298
10/19/2015 02H,32866
10/19/2015 01H,32289
10/19/2015 00H,31769
10/18/2015 23H,31361
10/18/2015 22H,30913
10/18/2015 21H,30400
10/18/2015 20H,29784
10/18/2015 19H,29281
10/18/2015 18H,28775
10/18/2015 17H,27789
10/18/2015 16H,26893
10/18/2015 15H,26393
10/18/2015 14H,25615
10/18/2015 13H,25263
10/18/2015 12H,25348
10/18/2015 11H,25739
10/18/2015 10H,26563
10/18/2015 09H,27793
10/18/2015 08H,29285
10/18/2015 07H,31270
10/18/2015 06H,33456
10/18/2015 05H,35105
10/18/2015 04H,36276
10/18/2015 03H,36279
10/18/2015 02H,35622
10/18/2015 01H,35919
10/18/2015 00H,35980
10/17/2015 23H,35236
10/17/2015 22H,34410
10/17/2015 21H,33835
10/17/2015 20H,33331
10/17/2015 19H,32606
10/17/2015 18H,31530
10/17/2015 17H,30100
10/17/2015 16H,28580
10/17/2015 15H,27769
10/17/2015 14H,26654
10/17/2015 13H,26124
10/17/2015 12H,26089
10/17/2015 11H,26562
10/17/2015 10H,27752
10/17/2015 09H,29101
10/17/2015 08H,30711
10/17/2015 07H,33341
10/17/2015 06H,35828
10/17/2015 05H,37817
10/17/2015 04H,39361
10/17/2015 03H,39797
10/17/2015 02H,39755
10/17/2015 01H,40366
10/17/2015 00H,40434
10/16/2015 23H,40041
10/16/2015 22H,39326
10/16/2015 21H,38273
10/16/2015 20H,37665
10/16/2015 19H,37025
10/16/2015 18H,36192
10/16/2015 17H,35221
10/16/2015 16H,34191
10/16/2015 15H,32460
10/16/2015 14H,29414
10/16/2015 13H,27535
10/16/2015 12H,26824
10/16/2015 11H,27013
10/16/2015 10H,27821
10/16/2015 09H,29100
10/16/2015 08H,31199
10/16/2015 07H,34277
10/16/2015 06H,37191
10/16/2015 05H,39803
10/16/2015 04H,41503
10/16/2015 03H,41832
10/16/2015 02H,41801
10/16/2015 01H,42880
10/16/2015 00H,43240
10/15/2015 23H,42978
10/15/2015 22H,42111
10/15/2015 21H,40771
10/15/2015 20H,39994
10/15/2015 19H,38925
10/15/2015 18H,37866
10/15/2015 17H,36650
10/15/2015 16H,35469
10/15/2015 15H,33777
10/15/2015 14H,30805
10/15/2015 13H,28859
10/15/2015 12H,28195
10/15/2015 11H,28352
10/15/2015 10H,29035
10/15/2015 09H,30621
10/15/2015 08H,32892
10/15/2015 07H,36391
10/15/2015 06H,40363
10/15/2015 05H,43499
10/15/2015 04H,45685
10/15/2015 03H,46183
10/15/2015 02H,46684
10/15/2015 01H,47710
10/15/2015 00H,47743
10/14/2015 23H,46859
10/14/2015 22H,45767
10/14/2015 21H,44066
10/14/2015 20H,42515
10/14/2015 19H,40943
10/14/2015 18H,39053
10/14/2015 17H,37408
10/14/2015 16H,35835
10/14/2015 15H,34147
10/14/2015 14H,31320
10/14/2015 13H,29322
10/14/2015 12H,28770
10/14/2015 11H,29166
10/14/2015 10H,30198
10/14/2015 09H,31890
10/14/2015 08H,34399
10/14/2015 07H,38022
10/14/2015 06H,42191
10/14/2015 05H,45678
10/14/2015 04H,48128
10/14/2015 03H,48987
10/14/2015 02H,50059
10/14/2015 01H,51440
10/14/2015 00H,51390
10/13/2015 23H,50230
10/13/2015 22H,48530
10/13/2015 21H,46270
10/13/2015 20H,44192
10/13/2015 19H,42085
10/13/2015 18H,40132
10/13/2015 17H,37990
10/13/2015 16H,36105
10/13/2015 15H,34252
10/13/2015 14H,31317
10/13/2015 13H,29478
10/13/2015 12H,28908
10/13/2015 11H,29322
10/13/2015 10H,30325
10/13/2015 09H,31967
10/13/2015 08H,34298
10/13/2015 07H,37751
10/13/2015 06H,41800
10/13/2015 05H,45122
10/13/2015 04H,47402
10/13/2015 03H,47954
10/13/2015 02H,48263
10/13/2015 01H,48710
10/13/2015 00H,48427
10/12/2015 23H,47337
10/12/2015 22H,46624
10/12/2015 21H,43390
10/12/2015 20H,41428
10/12/2015 19H,39489
10/12/2015 18H,37574
10/12/2015 17H,35617
10/12/2015 16H,33800
10/12/2015 15H,32025
10/12/2015 14H,29360
10/12/2015 13H,27438
10/12/2015 12H,26762
10/12/2015 11H,27117
10/12/2015 10H,28006
10/12/2015 09H,29421
10/12/2015 08H,31626
10/12/2015 07H,34880
10/12/2015 06H,38283
10/12/2015 05H,41225
10/12/2015 04H,43284
10/12/2015 03H,43695
10/12/2015 02H,44141
10/12/2015 01H,44447
10/12/2015 00H,43812
10/11/2015 23H,42362
10/11/2015 22H,40496
10/11/2015 21H,38297
10/11/2015 20H,35865
10/11/2015 19H,33396
10/11/2015 18H,30986
10/11/2015 17H,28912
10/11/2015 16H,27141
10/11/2015 15H,26837
10/11/2015 14H,26417
10/11/2015 13H,26251
10/11/2015 12H,26503
10/11/2015 11H,27313
10/11/2015 10H,28631
10/11/2015 09H,30331
10/11/2015 08H,32604
10/11/2015 07H,35370
10/11/2015 06H,38469
10/11/2015 05H,40992
10/11/2015 04H,43113
10/11/2015 03H,43878
10/11/2015 02H,44772
10/11/2015 01H,45520
10/11/2015 00H,45259
10/10/2015 23H,44102
10/10/2015 22H,42400
10/10/2015 21H,40424
10/10/2015 20H,38296
10/10/2015 19H,36040
10/10/2015 18H,33724
10/10/2015 17H,31358
10/10/2015 16H,29385
10/10/2015 15H,28454
10/10/2015 14H,27665
10/10/2015 13H,27138
10/10/2015 12H,27232
10/10/2015 11H,28016
10/10/2015 10H,29316
10/10/2015 09H,31197
10/10/2015 08H,33708
10/10/2015 07H,37012
10/10/2015 06H,40591
10/10/2015 05H,43594
10/10/2015 04H,46011
10/10/2015 03H,47113
10/10/2015 02H,48688
10/10/2015 01H,49851
10/10/2015 00H,49533
10/9/2015 23H,48163
10/9/2015 22H,46117
10/9/2015 21H,43785
10/9/2015 20H,41384
10/9/2015 19H,39094
10/9/2015 18H,36801
10/9/2015 17H,34748
10/9/2015 16H,32961
10/9/2015 15H,31510
10/9/2015 14H,29107
10/9/2015 13H,27284
10/9/2015 12H,26726
10/9/2015 11H,27073
10/9/2015 10H,28064
10/9/2015 09H,29589
10/9/2015 08H,31716
10/9/2015 07H,34847
10/9/2015 06H,38477
10/9/2015 05H,41536
10/9/2015 04H,43470
10/9/2015 03H,43573
10/9/2015 02H,44244
10/9/2015 01H,45201
10/9/2015 00H,44851
10/8/2015 23H,43616
10/8/2015 22H,41925
10/8/2015 21H,40035
10/8/2015 20H,38421
10/8/2015 19H,36717
10/8/2015 18H,35085
10/8/2015 17H,33640
10/8/2015 16H,32391
10/8/2015 15H,31048
10/8/2015 14H,28434
10/8/2015 13H,26381
10/8/2015 12H,25638
10/8/2015 11H,25858
10/8/2015 10H,26696
10/8/2015 09H,27900
10/8/2015 08H,29808
10/8/2015 07H,32498
10/8/2015 06H,35847
10/8/2015 05H,38459
10/8/2015 04H,40065
10/8/2015 03H,39740
10/8/2015 02H,39728
10/8/2015 01H,40317
10/8/2015 00H,40151
10/7/2015 23H,39327
10/7/2015 22H,38153
10/7/2015 21H,36837
10/7/2015 20H,35835
10/7/2015 19H,34809
10/7/2015 18H,33750
10/7/2015 17H,32718
10/7/2015 16H,31616
10/7/2015 15H,30074
10/7/2015 14H,27788
10/7/2015 13H,26121
10/7/2015 12H,25380
10/7/2015 11H,25546
10/7/2015 10H,26222
10/7/2015 09H,27272
10/7/2015 08H,28553
10/7/2015 07H,31187
10/7/2015 06H,34279
10/7/2015 05H,36667
10/7/2015 04H,38083
10/7/2015 03H,37492
10/7/2015 02H,37105
10/7/2015 01H,37279
10/7/2015 00H,37079
10/6/2015 23H,36573
10/6/2015 22H,35854
10/6/2015 21H,34930
10/6/2015 20H,34392
10/6/2015 19H,33717
10/6/2015 18H,32883
10/6/2015 17H,31920
10/6/2015 16H,31002
10/6/2015 15H,29763
10/6/2015 14H,27188
10/6/2015 13H,25335
10/6/2015 12H,24653
10/6/2015 11H,24771
10/6/2015 10H,25370
10/6/2015 09H,26408
10/6/2015 08H,28059
10/6/2015 07H,30601
10/6/2015 06H,33486
10/6/2015 05H,35709
10/6/2015 04H,37010
10/6/2015 03H,36264
10/6/2015 02H,35541
10/6/2015 01H,35523
10/6/2015 00H,35423
10/5/2015 23H,35185
10/5/2015 22H,34783
10/5/2015 21H,34321
10/5/2015 20H,33899
10/5/2015 19H,33454
10/5/2015 18H,32672
10/5/2015 17H,31767
10/5/2015 16H,30690
10/5/2015 15H,29121
10/5/2015 14H,26563
10/5/2015 13H,24837
10/5/2015 12H,24092
10/5/2015 11H,24055
10/5/2015 10H,24497
10/5/2015 09H,25255
10/5/2015 08H,26607
10/5/2015 07H,28749
10/5/2015 06H,31086
10/5/2015 05H,32760
10/5/2015 04H,33600
10/5/2015 03H,32385
10/5/2015 02H,30960
10/5/2015 01H,30001
10/5/2015 00H,29398
10/4/2015 23H,29120
10/4/2015 22H,29029
10/4/2015 21H,28731
10/4/2015 20H,28507
10/4/2015 19H,28066
10/4/2015 18H,27601
10/4/2015 17H,26739
