Demand for California (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389936&sdid=EBA.CAL-ALL.D.H
04:20:22 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.D.H megawatthours
01/30/2022 03H,31569
01/30/2022 02H,30443
01/30/2022 01H,28134
01/30/2022 00H,26783
01/29/2022 23H,25759
01/29/2022 22H,25663
01/29/2022 21H,26067
01/29/2022 20H,26958
01/29/2022 19H,27935
01/29/2022 18H,28638
01/29/2022 17H,28807
01/29/2022 16H,28356
01/29/2022 15H,27564
01/29/2022 14H,26235
01/29/2022 13H,25383
01/29/2022 12H,25224
01/29/2022 11H,25315
01/29/2022 10H,25968
01/29/2022 09H,26773
01/29/2022 08H,27911
01/29/2022 07H,29393
01/29/2022 06H,30924
01/29/2022 05H,31817
01/29/2022 04H,32448
01/29/2022 03H,33141
01/29/2022 02H,32504
01/29/2022 01H,30084
01/29/2022 00H,28285
01/28/2022 23H,28036
01/28/2022 22H,27686
01/28/2022 21H,27821
01/28/2022 20H,28471
01/28/2022 19H,29425
01/28/2022 18H,30717
01/28/2022 17H,31695
01/28/2022 16H,32229
01/28/2022 15H,31067
01/28/2022 14H,28282
01/28/2022 13H,26474
01/28/2022 12H,25880
01/28/2022 11H,25855
01/28/2022 10H,26232
01/28/2022 09H,26936
01/28/2022 08H,27785
01/28/2022 07H,29445
01/28/2022 06H,31280
01/28/2022 05H,32443
01/28/2022 04H,33209
01/28/2022 03H,33876
01/28/2022 02H,32961
01/28/2022 01H,30372
01/28/2022 00H,28674
01/27/2022 23H,27804
01/27/2022 22H,27206
01/27/2022 21H,26845
01/27/2022 20H,27075
01/27/2022 19H,28268
01/27/2022 18H,29780
01/27/2022 17H,31598
01/27/2022 16H,32478
01/27/2022 15H,31082
01/27/2022 14H,28325
01/27/2022 13H,26529
01/27/2022 12H,25838
01/27/2022 11H,25723
01/27/2022 10H,26258
01/27/2022 09H,26781
01/27/2022 08H,27679
01/27/2022 07H,29458
01/27/2022 06H,31359
01/27/2022 05H,32526
01/27/2022 04H,33251
01/27/2022 03H,33906
01/27/2022 02H,32976
01/27/2022 01H,30490
01/27/2022 00H,28540
01/26/2022 23H,27696
01/26/2022 22H,27100
01/26/2022 21H,26945
01/26/2022 20H,27292
01/26/2022 19H,28308
01/26/2022 18H,29664
01/26/2022 17H,31444
01/26/2022 16H,32263
01/26/2022 15H,30836
01/26/2022 14H,28066
01/26/2022 13H,26273
01/26/2022 12H,25558
01/26/2022 11H,25562
01/26/2022 10H,25976
01/26/2022 09H,26647
01/26/2022 08H,27583
01/26/2022 07H,29408
01/26/2022 06H,31251
01/26/2022 05H,32412
01/26/2022 04H,33297
01/26/2022 03H,33889
01/26/2022 02H,32947
01/26/2022 01H,30074
01/26/2022 00H,27967
01/25/2022 23H,26975
01/25/2022 22H,26355
01/25/2022 21H,26639
01/25/2022 20H,27218
01/25/2022 19H,28248
01/25/2022 18H,29999
01/25/2022 17H,31664
01/25/2022 16H,32343
01/25/2022 15H,30664
01/25/2022 14H,27700
01/25/2022 13H,25880
01/25/2022 12H,25081
01/25/2022 11H,24928
01/25/2022 10H,25294
01/25/2022 09H,26019
01/25/2022 08H,27090
01/25/2022 07H,28774
01/25/2022 06H,30627
01/25/2022 05H,31921
01/25/2022 04H,32824
01/25/2022 03H,33561
01/25/2022 02H,32752
01/25/2022 01H,30233
01/25/2022 00H,28181
01/24/2022 23H,27373
01/24/2022 22H,26887
01/24/2022 21H,26762
01/24/2022 20H,27034
01/24/2022 19H,28005
01/24/2022 18H,30083
01/24/2022 17H,31247
01/24/2022 16H,31808
01/24/2022 15H,30149
01/24/2022 14H,27191
01/24/2022 13H,25204
01/24/2022 12H,24381
01/24/2022 11H,24157
01/24/2022 10H,24474
01/24/2022 09H,24983
01/24/2022 08H,25679
01/24/2022 07H,27345
01/24/2022 06H,29034
01/24/2022 05H,29966
01/24/2022 04H,30673
01/24/2022 03H,31205
01/24/2022 02H,30266
01/24/2022 01H,27236
01/24/2022 00H,24754
01/23/2022 23H,23792
01/23/2022 22H,22665
01/23/2022 21H,22656
01/23/2022 20H,23107
01/23/2022 19H,23741
01/23/2022 18H,24661
01/23/2022 17H,25535
01/23/2022 16H,25662
01/23/2022 15H,25325
01/23/2022 14H,24413
01/23/2022 13H,23870
01/23/2022 12H,23756
01/23/2022 11H,23896
01/23/2022 10H,24453
01/23/2022 09H,25303
01/23/2022 08H,26174
01/23/2022 07H,27610
01/23/2022 06H,28952
01/23/2022 05H,29776
01/23/2022 04H,30375
01/23/2022 03H,30940
01/23/2022 02H,30212
01/23/2022 01H,27332
01/23/2022 00H,25007
01/22/2022 23H,24159
01/22/2022 22H,23372
01/22/2022 21H,23354
01/22/2022 20H,23873
01/22/2022 19H,25051
01/22/2022 18H,25973
01/22/2022 17H,26915
01/22/2022 16H,26765
01/22/2022 15H,26289
01/22/2022 14H,25204
01/22/2022 13H,24520
01/22/2022 12H,24306
01/22/2022 11H,24589
01/22/2022 10H,25153
01/22/2022 09H,26018
01/22/2022 08H,27124
01/22/2022 07H,28703
01/22/2022 06H,30355
01/22/2022 05H,31419
01/22/2022 04H,32208
01/22/2022 03H,33027
01/22/2022 02H,32566
01/22/2022 01H,30050
01/22/2022 00H,28149
01/21/2022 23H,27642
01/21/2022 22H,27306
01/21/2022 21H,27528
01/21/2022 20H,28029
01/21/2022 19H,28611
01/21/2022 18H,29694
01/21/2022 17H,30927
01/21/2022 16H,31650
01/21/2022 15H,29981
01/21/2022 14H,27102
01/21/2022 13H,25566
01/21/2022 12H,24946
01/21/2022 11H,24981
01/21/2022 10H,25315
01/21/2022 09H,26120
01/21/2022 08H,26925
01/21/2022 07H,28924
01/21/2022 06H,30741
01/21/2022 05H,31940
01/21/2022 04H,32763
01/21/2022 03H,33452
01/21/2022 02H,32916
01/21/2022 01H,30547
01/21/2022 00H,28447
01/20/2022 23H,27736
01/20/2022 22H,27186
01/20/2022 21H,27219
01/20/2022 20H,27603
01/20/2022 19H,28734
01/20/2022 18H,30163
01/20/2022 17H,31200
01/20/2022 16H,31660
01/20/2022 15H,30136
01/20/2022 14H,27271
01/20/2022 13H,25610
01/20/2022 12H,25061
01/20/2022 11H,25012
01/20/2022 10H,25182
01/20/2022 09H,26003
01/20/2022 08H,27190
01/20/2022 07H,28915
01/20/2022 06H,30874
01/20/2022 05H,32145
01/20/2022 04H,33085
01/20/2022 03H,33702
01/20/2022 02H,33063
01/20/2022 01H,30266
01/20/2022 00H,28325
01/19/2022 23H,27483
01/19/2022 22H,27048
01/19/2022 21H,27355
01/19/2022 20H,28364
01/19/2022 19H,29650
01/19/2022 18H,30626
01/19/2022 17H,31316
01/19/2022 16H,31374
01/19/2022 15H,29590
01/19/2022 14H,26857
01/19/2022 13H,25175
01/19/2022 12H,24590
01/19/2022 11H,24649
01/19/2022 10H,25038
01/19/2022 09H,25734
01/19/2022 08H,26940
01/19/2022 07H,28813
01/19/2022 06H,30742
01/19/2022 05H,31832
01/19/2022 04H,32791
01/19/2022 03H,33571
01/19/2022 02H,33149
01/19/2022 01H,30401
01/19/2022 00H,28506
01/18/2022 23H,27986
01/18/2022 22H,27975
01/18/2022 21H,27976
01/18/2022 20H,28629
01/18/2022 19H,29367
01/18/2022 18H,30351
01/18/2022 17H,31036
01/18/2022 16H,30796
01/18/2022 15H,29126
01/18/2022 14H,26647
01/18/2022 13H,24982
01/18/2022 12H,24640
01/18/2022 11H,24530
01/18/2022 10H,24885
01/18/2022 09H,25684
01/18/2022 08H,26804
01/18/2022 07H,28639
01/18/2022 06H,30593
01/18/2022 05H,31943
01/18/2022 04H,32862
01/18/2022 03H,33542
01/18/2022 02H,33329
01/18/2022 01H,31042
01/18/2022 00H,29710
01/17/2022 23H,29024
01/17/2022 22H,29012
01/17/2022 21H,28841
01/17/2022 20H,29013
01/17/2022 19H,29118
01/17/2022 18H,29561
01/17/2022 17H,29751
01/17/2022 16H,29124
01/17/2022 15H,27806
01/17/2022 14H,25844
01/17/2022 13H,24324
01/17/2022 12H,23798
01/17/2022 11H,23742
01/17/2022 10H,24281
01/17/2022 09H,24911
01/17/2022 08H,25832
01/17/2022 07H,27250
01/17/2022 06H,28624
01/17/2022 05H,29698
01/17/2022 04H,30466
01/17/2022 03H,31045
01/17/2022 02H,30476
01/17/2022 01H,27906
01/17/2022 00H,26174
01/16/2022 23H,24889
01/16/2022 22H,24381
01/16/2022 21H,24160
01/16/2022 20H,24310
01/16/2022 19H,24831
01/16/2022 18H,25278
01/16/2022 17H,25617
01/16/2022 16H,25455
01/16/2022 15H,24953
01/16/2022 14H,24090
01/16/2022 13H,23648
01/16/2022 12H,23561
01/16/2022 11H,23929
01/16/2022 10H,24489
01/16/2022 09H,25442
01/16/2022 08H,26541
01/16/2022 07H,28042
01/16/2022 06H,29379
01/16/2022 05H,30333
01/16/2022 04H,31003
01/16/2022 03H,31783
01/16/2022 02H,31397
01/16/2022 01H,29008
01/16/2022 00H,28113
01/15/2022 23H,27343
01/15/2022 22H,27555
01/15/2022 21H,27819
01/15/2022 20H,28094
01/15/2022 19H,28657
01/15/2022 18H,28554
01/15/2022 17H,28105
01/15/2022 16H,27332
01/15/2022 15H,26418
01/15/2022 14H,25162
01/15/2022 13H,24422
01/15/2022 12H,24323
01/15/2022 11H,24663
01/15/2022 10H,25215
01/15/2022 09H,26097
01/15/2022 08H,27394
01/15/2022 07H,28995
01/15/2022 06H,30440
01/15/2022 05H,31481
01/15/2022 04H,32362
01/15/2022 03H,33079
01/15/2022 02H,33068
01/15/2022 01H,30588
01/15/2022 00H,28960
01/14/2022 23H,28190
01/14/2022 22H,27746
01/14/2022 21H,27619
01/14/2022 20H,28051
01/14/2022 19H,28922
01/14/2022 18H,30173
01/14/2022 17H,31337
01/14/2022 16H,31599
01/14/2022 15H,29987
01/14/2022 14H,27164
01/14/2022 13H,25623
01/14/2022 12H,25053
01/14/2022 11H,25061
01/14/2022 10H,25633
01/14/2022 09H,26254
01/14/2022 08H,27290
01/14/2022 07H,29061
01/14/2022 06H,30960
01/14/2022 05H,32409
01/14/2022 04H,33381
01/14/2022 03H,34135
01/14/2022 02H,34085
01/14/2022 01H,32179
01/14/2022 00H,31062
01/13/2022 23H,30028
01/13/2022 22H,29928
01/13/2022 21H,30354
01/13/2022 20H,30316
01/13/2022 19H,30610
01/13/2022 18H,31211
01/13/2022 17H,31660
01/13/2022 16H,31519
01/13/2022 15H,29973
01/13/2022 14H,27250
01/13/2022 13H,25638
01/13/2022 12H,25262
01/13/2022 11H,25257
01/13/2022 10H,25724
01/13/2022 09H,26442
01/13/2022 08H,27448
01/13/2022 07H,29127
01/13/2022 06H,31151
01/13/2022 05H,32381
01/13/2022 04H,33343
01/13/2022 03H,34009
01/13/2022 02H,34233
01/13/2022 01H,32466
01/13/2022 00H,30122
01/12/2022 23H,28691
01/12/2022 22H,28347
01/12/2022 21H,28284
01/12/2022 20H,28391
01/12/2022 19H,29262
01/12/2022 18H,30650
01/12/2022 17H,31891
01/12/2022 16H,32392
01/12/2022 15H,30673
01/12/2022 14H,27681
01/12/2022 13H,26010
01/12/2022 12H,25438
01/12/2022 11H,25429
01/12/2022 10H,25804
01/12/2022 09H,26542
01/12/2022 08H,27468
01/12/2022 07H,29227
01/12/2022 06H,31166
01/12/2022 05H,32456
01/12/2022 04H,33352
01/12/2022 03H,34181
01/12/2022 02H,33928
01/12/2022 01H,31286
01/12/2022 00H,29252
01/11/2022 23H,28287
01/11/2022 22H,27635
01/11/2022 21H,27259
01/11/2022 20H,27516
01/11/2022 19H,28593
01/11/2022 18H,30212
01/11/2022 17H,31575
01/11/2022 16H,32318
01/11/2022 15H,30693
01/11/2022 14H,27816
01/11/2022 13H,26047
01/11/2022 12H,25370
01/11/2022 11H,25564
01/11/2022 10H,25979
01/11/2022 09H,26878
01/11/2022 08H,27616
01/11/2022 07H,29423
01/11/2022 06H,31406
01/11/2022 05H,32746
01/11/2022 04H,33691
01/11/2022 03H,34307
01/11/2022 02H,34078
01/11/2022 01H,31579
01/11/2022 00H,29547
01/10/2022 23H,28507
01/10/2022 22H,28309
01/10/2022 21H,28502
01/10/2022 20H,29230
01/10/2022 19H,30398
01/10/2022 18H,31489
01/10/2022 17H,31974
01/10/2022 16H,31953
01/10/2022 15H,30021
01/10/2022 14H,27267
01/10/2022 13H,25577
01/10/2022 12H,24816
01/10/2022 11H,24822
01/10/2022 10H,25184
01/10/2022 09H,25826
01/10/2022 08H,26500
01/10/2022 07H,28187
01/10/2022 06H,29921
01/10/2022 05H,30915
01/10/2022 04H,31664
01/10/2022 03H,32086
01/10/2022 02H,31567
01/10/2022 01H,28332
01/10/2022 00H,25392
01/9/2022 23H,24418
01/9/2022 22H,23807
01/9/2022 21H,23758
01/9/2022 20H,24102
01/9/2022 19H,25225
01/9/2022 18H,26206
01/9/2022 17H,26771
01/9/2022 16H,27046
01/9/2022 15H,26600
01/9/2022 14H,25640
01/9/2022 13H,25027
01/9/2022 12H,24943
01/9/2022 11H,25208
01/9/2022 10H,25687
01/9/2022 09H,26488
01/9/2022 08H,27534
01/9/2022 07H,28960
01/9/2022 06H,30374
01/9/2022 05H,31228
01/9/2022 04H,31846
01/9/2022 03H,32188
01/9/2022 02H,31668
01/9/2022 01H,28750
01/9/2022 00H,26618
01/8/2022 23H,25837
01/8/2022 22H,25375
01/8/2022 21H,25613
01/8/2022 20H,26240
01/8/2022 19H,26800
01/8/2022 18H,27337
01/8/2022 17H,27865
01/8/2022 16H,27438
01/8/2022 15H,26649
01/8/2022 14H,25515
01/8/2022 13H,24921
01/8/2022 12H,24675
01/8/2022 11H,25050
01/8/2022 10H,25628
01/8/2022 09H,26705
01/8/2022 08H,27926
01/8/2022 07H,29743
01/8/2022 06H,31412
01/8/2022 05H,32582
01/8/2022 04H,33467
01/8/2022 03H,34190
01/8/2022 02H,34227
01/8/2022 01H,32030
01/8/2022 00H,30789
01/7/2022 23H,30641
01/7/2022 22H,30583
01/7/2022 21H,30525
01/7/2022 20H,30568
01/7/2022 19H,31337
01/7/2022 18H,31769
01/7/2022 17H,31722
01/7/2022 16H,31306
01/7/2022 15H,29767
01/7/2022 14H,27413
01/7/2022 13H,25981
01/7/2022 12H,25286
01/7/2022 11H,25396
01/7/2022 10H,25817
01/7/2022 09H,26586
01/7/2022 08H,27759
01/7/2022 07H,29542
01/7/2022 06H,31380
01/7/2022 05H,32578
01/7/2022 04H,33499
01/7/2022 03H,34211
01/7/2022 02H,34084
01/7/2022 01H,31723
01/7/2022 00H,29888
01/6/2022 23H,29391
01/6/2022 22H,29066
01/6/2022 21H,29055
01/6/2022 20H,29377
01/6/2022 19H,29786
01/6/2022 18H,30597
01/6/2022 17H,31073
01/6/2022 16H,31403
01/6/2022 15H,29949
01/6/2022 14H,27441
01/6/2022 13H,25984
01/6/2022 12H,25432
01/6/2022 11H,25459
01/6/2022 10H,25947
01/6/2022 09H,26804
01/6/2022 08H,27833
01/6/2022 07H,29696
01/6/2022 06H,31569
01/6/2022 05H,32834
01/6/2022 04H,33686
01/6/2022 03H,34259
01/6/2022 02H,34085
01/6/2022 01H,31561
01/6/2022 00H,29346
01/5/2022 23H,28520
01/5/2022 22H,28123
01/5/2022 21H,28155
01/5/2022 20H,28774
01/5/2022 19H,30045
01/5/2022 18H,31025
01/5/2022 17H,31801
01/5/2022 16H,31893
01/5/2022 15H,30392
01/5/2022 14H,27870
01/5/2022 13H,26442
01/5/2022 12H,25949
01/5/2022 11H,25914
01/5/2022 10H,25831
01/5/2022 09H,27248
01/5/2022 08H,28373
01/5/2022 07H,30299
01/5/2022 06H,32184
01/5/2022 05H,33447
01/5/2022 04H,34287
01/5/2022 03H,34782
01/5/2022 02H,34529
01/5/2022 01H,31592
01/5/2022 00H,29294
01/4/2022 23H,28525
01/4/2022 22H,28133
01/4/2022 21H,28282
01/4/2022 20H,28726
01/4/2022 19H,30050
01/4/2022 18H,31336
01/4/2022 17H,31874
01/4/2022 16H,31858
01/4/2022 15H,30836
01/4/2022 14H,28307
01/4/2022 13H,26745
01/4/2022 12H,26278
01/4/2022 11H,26452
01/4/2022 10H,26586
01/4/2022 09H,27495
01/4/2022 08H,28830
01/4/2022 07H,30827
01/4/2022 06H,32897
01/4/2022 05H,34263
01/4/2022 04H,35102
01/4/2022 03H,35647
01/4/2022 02H,35381
01/4/2022 01H,32507
01/4/2022 00H,30463
01/3/2022 23H,29806
01/3/2022 22H,29414
01/3/2022 21H,29407
01/3/2022 20H,29356
01/3/2022 19H,30263
01/3/2022 18H,31056
01/3/2022 17H,31983
01/3/2022 16H,32393
01/3/2022 15H,30947
01/3/2022 14H,28573
01/3/2022 13H,26739
01/3/2022 12H,26180
01/3/2022 11H,26047
01/3/2022 10H,26320
01/3/2022 09H,27089
01/3/2022 08H,28107
01/3/2022 07H,29901
01/3/2022 06H,31540
01/3/2022 05H,32488
01/3/2022 04H,33002
01/3/2022 03H,33226
01/3/2022 02H,32582
01/3/2022 01H,29091
01/3/2022 00H,26144
01/2/2022 23H,25109
01/2/2022 22H,24390
01/2/2022 21H,24247
01/2/2022 20H,24655
01/2/2022 19H,25704
01/2/2022 18H,26880
01/2/2022 17H,27796
01/2/2022 16H,28268
01/2/2022 15H,27756
01/2/2022 14H,26743
01/2/2022 13H,26097
01/2/2022 12H,25865
01/2/2022 11H,26001
01/2/2022 10H,26349
01/2/2022 09H,27094
01/2/2022 08H,28195
01/2/2022 07H,29684
01/2/2022 06H,31002
01/2/2022 05H,31632
01/2/2022 04H,31986
01/2/2022 03H,32093
01/2/2022 02H,31261
01/2/2022 01H,27867
01/2/2022 00H,25435
01/1/2022 23H,24484
01/1/2022 22H,23518
01/1/2022 21H,23515
01/1/2022 20H,23778
01/1/2022 19H,24996
01/1/2022 18H,25800
01/1/2022 17H,26658
01/1/2022 16H,26947
01/1/2022 15H,26782
01/1/2022 14H,25987
01/1/2022 13H,25516
01/1/2022 12H,25480
01/1/2022 11H,25711
01/1/2022 10H,26281
01/1/2022 09H,27258
01/1/2022 08H,28453
01/1/2022 07H,29463
01/1/2022 06H,30535
01/1/2022 05H,31464
01/1/2022 04H,32336
01/1/2022 03H,33101
01/1/2022 02H,33002
01/1/2022 01H,29970
01/1/2022 00H,27730
12/31/2021 23H,27294
12/31/2021 22H,27100
12/31/2021 21H,26852
12/31/2021 20H,26946
12/31/2021 19H,27551
12/31/2021 18H,28294
12/31/2021 17H,28458
12/31/2021 16H,28312
12/31/2021 15H,27611
12/31/2021 14H,26431
12/31/2021 13H,25444
12/31/2021 12H,25258
12/31/2021 11H,25624
12/31/2021 10H,26257
12/31/2021 09H,27220
12/31/2021 08H,28629
12/31/2021 07H,30517
12/31/2021 06H,32246
12/31/2021 05H,33387
12/31/2021 04H,34166
12/31/2021 03H,34788
12/31/2021 02H,34825
12/31/2021 01H,32418
12/31/2021 00H,30501
12/30/2021 23H,29658
12/30/2021 22H,29577
12/30/2021 21H,29785
12/30/2021 20H,30142
12/30/2021 19H,30553
12/30/2021 18H,31098
12/30/2021 17H,31288
12/30/2021 16H,30667
12/30/2021 15H,29246
12/30/2021 14H,27312
12/30/2021 13H,26170
12/30/2021 12H,25981
12/30/2021 11H,26182
12/30/2021 10H,26724
12/30/2021 09H,27715
12/30/2021 08H,29074
12/30/2021 07H,31259
12/30/2021 06H,33150
12/30/2021 05H,34469
12/30/2021 04H,35396
12/30/2021 03H,36174
12/30/2021 02H,36367
12/30/2021 01H,34399
12/30/2021 00H,33147
12/29/2021 23H,32772
12/29/2021 22H,32573
12/29/2021 21H,32464
12/29/2021 20H,31974
12/29/2021 19H,31814
12/29/2021 18H,31712
12/29/2021 17H,31459
12/29/2021 16H,30795
12/29/2021 15H,29498
12/29/2021 14H,27603
12/29/2021 13H,26495
12/29/2021 12H,26364
12/29/2021 11H,26533
12/29/2021 10H,26992
12/29/2021 09H,27877
12/29/2021 08H,29468
12/29/2021 07H,31399
12/29/2021 06H,33220
12/29/2021 05H,34470
12/29/2021 04H,35252
12/29/2021 03H,35942
12/29/2021 02H,35855
12/29/2021 01H,33401
12/29/2021 00H,31810
12/28/2021 23H,31058
12/28/2021 22H,30472
12/28/2021 21H,30438
12/28/2021 20H,30668
12/28/2021 19H,30964
12/28/2021 18H,31119
12/28/2021 17H,31415
12/28/2021 16H,31039
12/28/2021 15H,29709
12/28/2021 14H,27915
12/28/2021 13H,26999
12/28/2021 12H,26396
12/28/2021 11H,26382
12/28/2021 10H,26818
12/28/2021 09H,27693
12/28/2021 08H,28866
12/28/2021 07H,30917
12/28/2021 06H,32842
12/28/2021 05H,34121
12/28/2021 04H,34982
12/28/2021 03H,35579
12/28/2021 02H,35658
12/28/2021 01H,33399
12/28/2021 00H,31779
12/27/2021 23H,31402
12/27/2021 22H,30814
12/27/2021 21H,30636
12/27/2021 20H,30301
12/27/2021 19H,30149
12/27/2021 18H,30527
12/27/2021 17H,30725
12/27/2021 16H,30207
12/27/2021 15H,28721
12/27/2021 14H,27135
12/27/2021 13H,26178
12/27/2021 12H,25745
12/27/2021 11H,25914
12/27/2021 10H,26077
12/27/2021 09H,26734
12/27/2021 08H,27619
12/27/2021 07H,29430
12/27/2021 06H,31106
12/27/2021 05H,31989
12/27/2021 04H,32618
12/27/2021 03H,32888
12/27/2021 02H,32497
12/27/2021 01H,29528
12/27/2021 00H,27567
12/26/2021 23H,26561
12/26/2021 22H,26265
12/26/2021 21H,26288
12/26/2021 20H,26149
12/26/2021 19H,26328
12/26/2021 18H,26807
12/26/2021 17H,26483
12/26/2021 16H,26627
12/26/2021 15H,26268
12/26/2021 14H,25179
12/26/2021 13H,24754
12/26/2021 12H,24650
12/26/2021 11H,24823
12/26/2021 10H,25410
12/26/2021 09H,26488
12/26/2021 08H,27514
12/26/2021 07H,28556
12/26/2021 06H,29496
12/26/2021 05H,29967
12/26/2021 04H,30193
12/26/2021 03H,30546
12/26/2021 02H,30744
12/26/2021 01H,29081
12/26/2021 00H,28043
12/25/2021 23H,27706
12/25/2021 22H,27285
12/25/2021 21H,27280
12/25/2021 20H,27291
12/25/2021 19H,27474
12/25/2021 18H,27505
12/25/2021 17H,26936
12/25/2021 16H,25884
12/25/2021 15H,25292
12/25/2021 14H,24675
12/25/2021 13H,24784
12/25/2021 12H,24997
12/25/2021 11H,25235
12/25/2021 10H,25979
12/25/2021 09H,26924
12/25/2021 08H,27894
12/25/2021 07H,29080
12/25/2021 06H,30132
12/25/2021 05H,30709
12/25/2021 04H,30818
12/25/2021 03H,31427
12/25/2021 02H,31997
12/25/2021 01H,29939
12/25/2021 00H,28336
12/24/2021 23H,27001
12/24/2021 22H,26334
12/24/2021 21H,25982
12/24/2021 20H,26519
12/24/2021 19H,27468
12/24/2021 18H,28284
12/24/2021 17H,27892
12/24/2021 16H,27662
12/24/2021 15H,26694
12/24/2021 14H,25659
12/24/2021 13H,25461
12/24/2021 12H,25680
12/24/2021 11H,26063
12/24/2021 10H,26685
12/24/2021 09H,27473
12/24/2021 08H,28845
12/24/2021 07H,30641
12/24/2021 06H,32330
12/24/2021 05H,33336
12/24/2021 04H,34102
12/24/2021 03H,34796
12/24/2021 02H,35027
12/24/2021 01H,33304
12/24/2021 00H,32475
12/23/2021 23H,32160
12/23/2021 22H,32470
12/23/2021 21H,32999
12/23/2021 20H,33109
12/23/2021 19H,32546
12/23/2021 18H,31887
12/23/2021 17H,30834
12/23/2021 16H,29983
12/23/2021 15H,28497
12/23/2021 14H,26605
12/23/2021 13H,25455
12/23/2021 12H,25173
12/23/2021 11H,25328
12/23/2021 10H,25982
12/23/2021 09H,27117
12/23/2021 08H,28623
12/23/2021 07H,30638
12/23/2021 06H,32665
12/23/2021 05H,33926
12/23/2021 04H,34729
12/23/2021 03H,35465
12/23/2021 02H,35659
12/23/2021 01H,33821
12/23/2021 00H,32828
12/22/2021 23H,32175
12/22/2021 22H,31982
12/22/2021 21H,31871
12/22/2021 20H,31659
12/22/2021 19H,31567
12/22/2021 18H,32150
12/22/2021 17H,32369
12/22/2021 16H,32016
12/22/2021 15H,30545
12/22/2021 14H,28287
12/22/2021 13H,26847
12/22/2021 12H,26503
12/22/2021 11H,26894
12/22/2021 10H,27264
12/22/2021 09H,28208
12/22/2021 08H,29753
12/22/2021 07H,31718
12/22/2021 06H,33690
12/22/2021 05H,34854
12/22/2021 04H,35543
12/22/2021 03H,36012
12/22/2021 02H,35910
12/22/2021 01H,33617
12/22/2021 00H,32061
12/21/2021 23H,31315
12/21/2021 22H,31393
12/21/2021 21H,31481
12/21/2021 20H,31921
12/21/2021 19H,32378
12/21/2021 18H,32907
12/21/2021 17H,33162
12/21/2021 16H,32639
12/21/2021 15H,30699
12/21/2021 14H,28142
12/21/2021 13H,26842
12/21/2021 12H,26484
12/21/2021 11H,26798
12/21/2021 10H,27103
12/21/2021 09H,28037
12/21/2021 08H,29650
12/21/2021 07H,31789
12/21/2021 06H,34023
12/21/2021 05H,35317
12/21/2021 04H,36130
12/21/2021 03H,36561
12/21/2021 02H,36484
12/21/2021 01H,34369
12/21/2021 00H,32887
12/20/2021 23H,32616
12/20/2021 22H,31825
12/20/2021 21H,31754
12/20/2021 20H,31434
12/20/2021 19H,31932
12/20/2021 18H,32974
12/20/2021 17H,33819
12/20/2021 16H,33624
12/20/2021 15H,31909
12/20/2021 14H,29478
12/20/2021 13H,27752
12/20/2021 12H,27500
12/20/2021 11H,27545
12/20/2021 10H,27910
12/20/2021 09H,28345
12/20/2021 08H,29658
12/20/2021 07H,31684
12/20/2021 06H,33558
12/20/2021 05H,34402
12/20/2021 04H,34757
12/20/2021 03H,34849
12/20/2021 02H,34548
12/20/2021 01H,31503
12/20/2021 00H,28996
12/19/2021 23H,28263
12/19/2021 22H,27838
12/19/2021 21H,27827
12/19/2021 20H,28380
12/19/2021 19H,28777
12/19/2021 18H,29433
12/19/2021 17H,29467
12/19/2021 16H,29233
12/19/2021 15H,28752
12/19/2021 14H,27771
12/19/2021 13H,27301
12/19/2021 12H,27242
12/19/2021 11H,27484
12/19/2021 10H,27930
12/19/2021 09H,28888
12/19/2021 08H,30346
12/19/2021 07H,32027
12/19/2021 06H,33555
12/19/2021 05H,34161
12/19/2021 04H,34561
12/19/2021 03H,34886
12/19/2021 02H,34650
12/19/2021 01H,31591
12/19/2021 00H,29088
12/18/2021 23H,28639
12/18/2021 22H,28394
12/18/2021 21H,28151
12/18/2021 20H,28645
12/18/2021 19H,29299
12/18/2021 18H,30187
12/18/2021 17H,30703
12/18/2021 16H,30681
12/18/2021 15H,29849
12/18/2021 14H,28521
12/18/2021 13H,27731
12/18/2021 12H,27579
12/18/2021 11H,27868
12/18/2021 10H,28570
12/18/2021 09H,29449
12/18/2021 08H,30393
12/18/2021 07H,32269
12/18/2021 06H,33950
12/18/2021 05H,34888
12/18/2021 04H,35455
12/18/2021 03H,35979
12/18/2021 02H,35732
12/18/2021 01H,33062
12/18/2021 00H,31125
12/17/2021 23H,30323
12/17/2021 22H,30489
12/17/2021 21H,30841
12/17/2021 20H,31519
12/17/2021 19H,32068
12/17/2021 18H,32459
12/17/2021 17H,33240
12/17/2021 16H,33662
12/17/2021 15H,32243
12/17/2021 14H,29416
12/17/2021 13H,27845
12/17/2021 12H,27398
12/17/2021 11H,27488
12/17/2021 10H,27943
12/17/2021 09H,29007
12/17/2021 08H,30357
12/17/2021 07H,32476
12/17/2021 06H,34608
12/17/2021 05H,35764
12/17/2021 04H,36560
12/17/2021 03H,37218
12/17/2021 02H,37190
12/17/2021 01H,34953
12/17/2021 00H,32717
12/16/2021 23H,32185
12/16/2021 22H,32198
12/16/2021 21H,31292
12/16/2021 20H,31230
12/16/2021 19H,31985
12/16/2021 18H,32922
