Demand for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389946&sdid=EBA.SW-ALL.D.H
04:14:53 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.D.H megawatthours
08/1/2020 08H,16031
08/1/2020 07H,17206
08/1/2020 06H,18457
08/1/2020 05H,20049
08/1/2020 04H,21559
08/1/2020 03H,22721
08/1/2020 02H,23874
08/1/2020 01H,25071
08/1/2020 00H,25254
07/31/2020 23H,24745
07/31/2020 22H,24191
07/31/2020 21H,23213
07/31/2020 20H,21942
07/31/2020 19H,20452
07/31/2020 18H,18980
07/31/2020 17H,17437
07/31/2020 16H,16104
07/31/2020 15H,14961
07/31/2020 14H,13867
07/31/2020 13H,13537
07/31/2020 12H,13465
07/31/2020 11H,13641
07/31/2020 10H,14146
07/31/2020 09H,14911
07/31/2020 08H,15961
07/31/2020 07H,17199
07/31/2020 06H,18711
07/31/2020 05H,20594
07/31/2020 04H,22214
07/31/2020 03H,23432
07/31/2020 02H,24488
07/31/2020 01H,25330
07/31/2020 00H,25144
07/30/2020 23H,24757
07/30/2020 22H,24356
07/30/2020 21H,23101
07/30/2020 20H,21947
07/30/2020 19H,20238
07/30/2020 18H,18533
07/30/2020 17H,16956
07/30/2020 16H,15482
07/30/2020 15H,14305
07/30/2020 14H,13354
07/30/2020 13H,13069
07/30/2020 12H,13021
07/30/2020 11H,13135
07/30/2020 10H,13433
07/30/2020 09H,14198
07/30/2020 08H,15038
07/30/2020 07H,16192
07/30/2020 06H,17728
07/30/2020 05H,19442
07/30/2020 04H,21237
07/30/2020 03H,22418
07/30/2020 02H,23679
07/30/2020 01H,24168
07/30/2020 00H,24085
07/29/2020 23H,23717
07/29/2020 22H,23270
07/29/2020 21H,22258
07/29/2020 20H,21000
07/29/2020 19H,19477
07/29/2020 18H,17936
07/29/2020 17H,16464
07/29/2020 16H,15066
07/29/2020 15H,14139
07/29/2020 14H,13261
07/29/2020 13H,13007
07/29/2020 12H,12930
07/29/2020 11H,13060
07/29/2020 10H,13433
07/29/2020 09H,14141
07/29/2020 08H,14972
07/29/2020 07H,16085
07/29/2020 06H,17360
07/29/2020 05H,19027
07/29/2020 04H,20795
07/29/2020 03H,22029
07/29/2020 02H,23445
07/29/2020 01H,24096
07/29/2020 00H,24199
07/28/2020 23H,24079
07/28/2020 22H,24009
07/28/2020 21H,23364
07/28/2020 20H,22386
07/28/2020 19H,20908
07/28/2020 18H,19418
07/28/2020 17H,17835
07/28/2020 16H,16380
07/28/2020 15H,15222
07/28/2020 14H,14389
07/28/2020 13H,13901
07/28/2020 12H,13681
07/28/2020 11H,13606
07/28/2020 10H,13982
07/28/2020 09H,14629
07/28/2020 08H,15484
07/28/2020 07H,16551
07/28/2020 06H,17786
07/28/2020 05H,19183
07/28/2020 04H,20643
07/28/2020 03H,21464
07/28/2020 02H,22400
07/28/2020 01H,22932
07/28/2020 00H,23069
07/27/2020 23H,22801
07/27/2020 22H,22390
07/27/2020 21H,21768
07/27/2020 20H,21042
07/27/2020 19H,19901
07/27/2020 18H,18365
07/27/2020 17H,16910
07/27/2020 16H,15500
07/27/2020 15H,14398
07/27/2020 14H,13376
07/27/2020 13H,12961
07/27/2020 12H,12822
07/27/2020 11H,12776
07/27/2020 10H,13135
07/27/2020 09H,13707
07/27/2020 08H,14429
07/27/2020 07H,15354
07/27/2020 06H,16518
07/27/2020 05H,17940
07/27/2020 04H,19267
07/27/2020 03H,20350
07/27/2020 02H,21329
07/27/2020 01H,21892
07/27/2020 00H,21849
07/26/2020 23H,21301
07/26/2020 22H,20785
07/26/2020 21H,20009
07/26/2020 20H,18872
07/26/2020 19H,17575
07/26/2020 18H,16126
07/26/2020 17H,14737
07/26/2020 16H,13357
07/26/2020 15H,12251
07/26/2020 14H,11535
07/26/2020 13H,11546
07/26/2020 12H,11742
07/26/2020 11H,12006
07/26/2020 10H,12424
07/26/2020 09H,13024
07/26/2020 08H,13693
07/26/2020 07H,14494
07/26/2020 06H,15356
07/26/2020 05H,16545
07/26/2020 04H,17507
07/26/2020 03H,18220
07/26/2020 02H,19219
07/26/2020 01H,19613
07/26/2020 00H,19379
07/25/2020 23H,18967
07/25/2020 22H,18489
07/25/2020 21H,17754
07/25/2020 20H,16909
07/25/2020 19H,16070
07/25/2020 18H,15018
07/25/2020 17H,13965
07/25/2020 16H,12824
07/25/2020 15H,11803
07/25/2020 14H,11245
07/25/2020 13H,11209
07/25/2020 12H,11139
07/25/2020 11H,11223
07/25/2020 10H,11537
07/25/2020 09H,12014
07/25/2020 08H,12606
07/25/2020 07H,13464
07/25/2020 06H,14299
07/25/2020 05H,15322
07/25/2020 04H,16268
07/25/2020 03H,16971
07/25/2020 02H,18143
07/25/2020 01H,18922
07/25/2020 00H,19186
07/24/2020 23H,19276
07/24/2020 22H,19054
07/24/2020 21H,18292
07/24/2020 20H,17473
07/24/2020 19H,16591
07/24/2020 18H,15582
07/24/2020 17H,14563
07/24/2020 16H,13745
07/24/2020 15H,13057
07/24/2020 14H,12997
07/24/2020 13H,11870
07/24/2020 12H,11665
07/24/2020 11H,11545
07/24/2020 10H,11763
07/24/2020 09H,12169
07/24/2020 08H,12671
07/24/2020 07H,13409
07/24/2020 06H,14282
07/24/2020 05H,15384
07/24/2020 04H,16268
07/24/2020 03H,16681
07/24/2020 02H,16996
07/24/2020 01H,17422
07/24/2020 00H,17260
07/23/2020 23H,17271
07/23/2020 22H,17877
07/23/2020 21H,18011
07/23/2020 20H,17903
07/23/2020 19H,17362
07/23/2020 18H,16790
07/23/2020 17H,16061
07/23/2020 16H,15363
07/23/2020 15H,14451
07/23/2020 14H,13849
07/23/2020 13H,13578
07/23/2020 12H,13431
07/23/2020 11H,13437
07/23/2020 10H,13824
07/23/2020 09H,14349
07/23/2020 08H,15060
07/23/2020 07H,16058
07/23/2020 06H,17247
07/23/2020 05H,18654
07/23/2020 04H,20043
07/23/2020 03H,20813
07/23/2020 02H,21558
07/23/2020 01H,21846
07/23/2020 00H,21941
07/22/2020 23H,21589
07/22/2020 22H,21365
07/22/2020 21H,20923
07/22/2020 20H,20117
07/22/2020 19H,19108
07/22/2020 18H,17937
07/22/2020 17H,16743
07/22/2020 16H,15606
07/22/2020 15H,14561
07/22/2020 14H,13803
07/22/2020 13H,13542
07/22/2020 12H,13421
07/22/2020 11H,13505
07/22/2020 10H,13847
07/22/2020 09H,14392
07/22/2020 08H,15200
07/22/2020 07H,16151
07/22/2020 06H,17230
07/22/2020 05H,18693
07/22/2020 04H,19955
07/22/2020 03H,20878
07/22/2020 02H,21688
07/22/2020 01H,22097
07/22/2020 00H,22177
07/21/2020 23H,21715
07/21/2020 22H,21463
07/21/2020 21H,20607
07/21/2020 20H,19565
07/21/2020 19H,18687
07/21/2020 18H,17267
07/21/2020 17H,15814
07/21/2020 16H,14520
07/21/2020 15H,13952
07/21/2020 14H,13430
07/21/2020 13H,13111
07/21/2020 12H,12948
07/21/2020 11H,12915
07/21/2020 10H,13125
07/21/2020 09H,13575
07/21/2020 08H,14186
07/21/2020 07H,14932
07/21/2020 06H,15836
07/21/2020 05H,16954
07/21/2020 04H,18072
07/21/2020 03H,18567
07/21/2020 02H,19015
07/21/2020 01H,19964
07/21/2020 00H,19723
07/20/2020 23H,19631
07/20/2020 22H,19715
07/20/2020 21H,19628
07/20/2020 20H,18900
07/20/2020 19H,17720
07/20/2020 18H,16682
07/20/2020 17H,15753
07/20/2020 16H,14885
07/20/2020 15H,14259
07/20/2020 14H,13630
07/20/2020 13H,13320
07/20/2020 12H,13165
07/20/2020 11H,13117
07/20/2020 10H,13438
07/20/2020 09H,14056
07/20/2020 08H,14844
07/20/2020 07H,15800
07/20/2020 06H,16837
07/20/2020 05H,18166
07/20/2020 04H,19434
07/20/2020 03H,20249
07/20/2020 02H,20961
07/20/2020 01H,21611
07/20/2020 00H,21803
07/19/2020 23H,21514
07/19/2020 22H,20952
07/19/2020 21H,20360
07/19/2020 20H,19665
07/19/2020 19H,18453
07/19/2020 18H,17018
07/19/2020 17H,15749
07/19/2020 16H,14458
07/19/2020 15H,13465
07/19/2020 14H,12748
07/19/2020 13H,12586
07/19/2020 12H,12818
07/19/2020 11H,13083
07/19/2020 10H,13518
07/19/2020 09H,14160
07/19/2020 08H,14905
07/19/2020 07H,15989
07/19/2020 06H,17043
07/19/2020 05H,18330
07/19/2020 04H,19809
07/19/2020 03H,21023
07/19/2020 02H,22134
07/19/2020 01H,22753
07/19/2020 00H,22647
07/18/2020 23H,22315
07/18/2020 22H,21822
07/18/2020 21H,21075
07/18/2020 20H,20125
07/18/2020 19H,18858
07/18/2020 18H,17514
07/18/2020 17H,16158
07/18/2020 16H,14868
07/18/2020 15H,13693
07/18/2020 14H,12820
07/18/2020 13H,12892
07/18/2020 12H,13154
07/18/2020 11H,13482
07/18/2020 10H,14013
07/18/2020 09H,14625
07/18/2020 08H,15520
07/18/2020 07H,16461
07/18/2020 06H,17401
07/18/2020 05H,18611
07/18/2020 04H,20030
07/18/2020 03H,21027
07/18/2020 02H,21912
07/18/2020 01H,22422
07/18/2020 00H,22617
07/17/2020 23H,22140
07/17/2020 22H,21662
07/17/2020 21H,20969
07/17/2020 20H,20177
07/17/2020 19H,19123
07/17/2020 18H,17855
07/17/2020 17H,16618
07/17/2020 16H,15532
07/17/2020 15H,14481
07/17/2020 14H,13762
07/17/2020 13H,13514
07/17/2020 12H,13542
07/17/2020 11H,13626
07/17/2020 10H,13979
07/17/2020 09H,14535
07/17/2020 08H,15315
07/17/2020 07H,16314
07/17/2020 06H,17513
07/17/2020 05H,19040
07/17/2020 04H,20404
07/17/2020 03H,21476
07/17/2020 02H,22554
07/17/2020 01H,23199
07/17/2020 00H,23383
07/16/2020 23H,23217
07/16/2020 22H,22900
07/16/2020 21H,22030
07/16/2020 20H,20928
07/16/2020 19H,19517
07/16/2020 18H,18006
07/16/2020 17H,16909
07/16/2020 16H,15572
07/16/2020 15H,14343
07/16/2020 14H,13302
07/16/2020 13H,12975
07/16/2020 12H,12948
07/16/2020 11H,12962
07/16/2020 10H,13274
07/16/2020 09H,13931
07/16/2020 08H,14806
07/16/2020 07H,15809
07/16/2020 06H,16963
07/16/2020 05H,18387
07/16/2020 04H,19893
07/16/2020 03H,20852
07/16/2020 02H,21736
07/16/2020 01H,22310
07/16/2020 00H,22590
07/15/2020 23H,22471
07/15/2020 22H,22315
07/15/2020 21H,21820
07/15/2020 20H,20738
07/15/2020 19H,19413
07/15/2020 18H,18150
07/15/2020 17H,16897
07/15/2020 16H,15695
07/15/2020 15H,14611
07/15/2020 14H,13775
07/15/2020 13H,13408
07/15/2020 12H,13506
07/15/2020 11H,13609
07/15/2020 10H,14016
07/15/2020 09H,14751
07/15/2020 08H,15454
07/15/2020 07H,16519
07/15/2020 06H,17965
07/15/2020 05H,19672
07/15/2020 04H,21347
07/15/2020 03H,22428
07/15/2020 02H,23578
07/15/2020 01H,24133
07/15/2020 00H,24037
07/14/2020 23H,23577
07/14/2020 22H,23087
07/14/2020 21H,22297
07/14/2020 20H,21250
07/14/2020 19H,19914
07/14/2020 18H,18485
07/14/2020 17H,17211
07/14/2020 16H,15917
07/14/2020 15H,14789
07/14/2020 14H,13862
07/14/2020 13H,13413
07/14/2020 12H,13415
07/14/2020 11H,13562
07/14/2020 10H,14064
07/14/2020 09H,14797
07/14/2020 08H,15602
07/14/2020 07H,16860
07/14/2020 06H,18351
07/14/2020 05H,19868
07/14/2020 04H,21262
07/14/2020 03H,22255
07/14/2020 02H,23216
07/14/2020 01H,23598
07/14/2020 00H,23692
07/13/2020 23H,23865
07/13/2020 22H,23863
07/13/2020 21H,23347
07/13/2020 20H,22464
07/13/2020 19H,21151
07/13/2020 18H,19796
07/13/2020 17H,18414
07/13/2020 16H,17149
07/13/2020 15H,16140
07/13/2020 14H,15047
07/13/2020 13H,14910
07/13/2020 12H,14992
07/13/2020 11H,15189
07/13/2020 10H,15606
07/13/2020 09H,16177
07/13/2020 08H,16893
07/13/2020 07H,17786
07/13/2020 06H,19126
07/13/2020 05H,20524
07/13/2020 04H,22008
07/13/2020 03H,23355
07/13/2020 02H,24453
07/13/2020 01H,25079
07/13/2020 00H,25182
07/12/2020 23H,24980
07/12/2020 22H,24205
07/12/2020 21H,23189
07/12/2020 20H,22054
07/12/2020 19H,20550
07/12/2020 18H,18802
07/12/2020 17H,17228
07/12/2020 16H,15725
07/12/2020 15H,14390
07/12/2020 14H,13450
07/12/2020 13H,13387
07/12/2020 12H,13836
07/12/2020 11H,14187
07/12/2020 10H,14773
07/12/2020 09H,15531
07/12/2020 08H,16499
07/12/2020 07H,17367
07/12/2020 06H,18510
07/12/2020 05H,19954
07/12/2020 04H,21281
07/12/2020 03H,22541
07/12/2020 02H,24387
07/12/2020 01H,25170
07/12/2020 00H,25312
07/11/2020 23H,24749
07/11/2020 22H,23924
07/11/2020 21H,22931
07/11/2020 20H,21830
07/11/2020 19H,20588
07/11/2020 18H,18908
07/11/2020 17H,17421
07/11/2020 16H,15899
07/11/2020 15H,14518
07/11/2020 14H,13696
07/11/2020 13H,13678
07/11/2020 12H,14010
07/11/2020 11H,14184
07/11/2020 10H,14685
07/11/2020 09H,15319
07/11/2020 08H,16252
07/11/2020 07H,17666
07/11/2020 06H,18886
07/11/2020 05H,20373
07/11/2020 04H,21853
07/11/2020 03H,22810
07/11/2020 02H,23854
07/11/2020 01H,24426
07/11/2020 00H,24364
07/10/2020 23H,23890
07/10/2020 22H,23423
07/10/2020 21H,22467
07/10/2020 20H,21166
07/10/2020 19H,19850
07/10/2020 18H,18398
07/10/2020 17H,17100
07/10/2020 16H,15759
07/10/2020 15H,14575
07/10/2020 14H,13831
07/10/2020 13H,13606
07/10/2020 12H,13599
07/10/2020 11H,13672
07/10/2020 10H,14103
07/10/2020 09H,14850
07/10/2020 08H,15736
07/10/2020 07H,16750
07/10/2020 06H,18074
07/10/2020 05H,19476
07/10/2020 04H,21037
07/10/2020 03H,22036
07/10/2020 02H,23152
07/10/2020 01H,23727
07/10/2020 00H,23470
07/9/2020 23H,23091
07/9/2020 22H,22603
07/9/2020 21H,21684
07/9/2020 20H,20626
07/9/2020 19H,19302
07/9/2020 18H,17817
07/9/2020 17H,16548
07/9/2020 16H,15335
07/9/2020 15H,14290
07/9/2020 14H,13335
07/9/2020 13H,12918
07/9/2020 12H,12930
07/9/2020 11H,13108
07/9/2020 10H,13588
07/9/2020 09H,14348
07/9/2020 08H,15319
07/9/2020 07H,16495
07/9/2020 06H,17866
07/9/2020 05H,19410
07/9/2020 04H,20972
07/9/2020 03H,21952
07/9/2020 02H,23131
07/9/2020 01H,23719
07/9/2020 00H,23604
07/8/2020 23H,23119
07/8/2020 22H,22679
07/8/2020 21H,21993
07/8/2020 20H,20952
07/8/2020 19H,19810
07/8/2020 18H,18555
07/8/2020 17H,17070
07/8/2020 16H,15721
07/8/2020 15H,14543
07/8/2020 14H,13536
07/8/2020 13H,13090
07/8/2020 12H,13160
07/8/2020 11H,13321
07/8/2020 10H,13837
07/8/2020 09H,14565
07/8/2020 08H,15417
07/8/2020 07H,16364
07/8/2020 06H,17601
07/8/2020 05H,19079
07/8/2020 04H,20483
07/8/2020 03H,21751
07/8/2020 02H,22741
07/8/2020 01H,23286
07/8/2020 00H,23200
07/7/2020 23H,22726
07/7/2020 22H,22274
07/7/2020 21H,21383
07/7/2020 20H,20258
07/7/2020 19H,18883
07/7/2020 18H,17470
07/7/2020 17H,16019
07/7/2020 16H,14661
07/7/2020 15H,13440
07/7/2020 14H,12468
07/7/2020 13H,11978
07/7/2020 12H,12000
07/7/2020 11H,12093
07/7/2020 10H,12529
07/7/2020 09H,13203
07/7/2020 08H,14169
07/7/2020 07H,15356
07/7/2020 06H,16701
07/7/2020 05H,18278
07/7/2020 04H,19878
07/7/2020 03H,20988
07/7/2020 02H,22332
07/7/2020 01H,22940
07/7/2020 00H,22930
07/6/2020 23H,22465
07/6/2020 22H,22204
07/6/2020 21H,21323
07/6/2020 20H,20127
07/6/2020 19H,18719
07/6/2020 18H,17094
07/6/2020 17H,15742
07/6/2020 16H,14467
07/6/2020 15H,13290
07/6/2020 14H,12242
07/6/2020 13H,11778
07/6/2020 12H,11841
07/6/2020 11H,11925
07/6/2020 10H,12369
07/6/2020 09H,13058
07/6/2020 08H,14084
07/6/2020 07H,15292
07/6/2020 06H,16834
07/6/2020 05H,18387
07/6/2020 04H,19996
07/6/2020 03H,21184
07/6/2020 02H,22464
07/6/2020 01H,23100
07/6/2020 00H,23001
07/5/2020 23H,22410
07/5/2020 22H,21568
07/5/2020 21H,20713
07/5/2020 20H,19661
07/5/2020 19H,18212
07/5/2020 18H,16732
07/5/2020 17H,15046
07/5/2020 16H,13697
07/5/2020 15H,12479
07/5/2020 14H,11572
07/5/2020 13H,11433
07/5/2020 12H,11823
07/5/2020 11H,12130
07/5/2020 10H,12679
07/5/2020 09H,13419
07/5/2020 08H,14455
07/5/2020 07H,15472
07/5/2020 06H,16742
07/5/2020 05H,17898
07/5/2020 04H,19184
07/5/2020 03H,20280
07/5/2020 02H,21423
07/5/2020 01H,22293
07/5/2020 00H,22332
07/4/2020 23H,21981
07/4/2020 22H,21443
07/4/2020 21H,20741
07/4/2020 20H,19752
07/4/2020 19H,18379
07/4/2020 18H,16879
07/4/2020 17H,15363
07/4/2020 16H,13870
07/4/2020 15H,12586
07/4/2020 14H,11707
07/4/2020 13H,11549
07/4/2020 12H,11869
07/4/2020 11H,12148
07/4/2020 10H,12595
07/4/2020 09H,13160
07/4/2020 08H,13974
07/4/2020 07H,15021
07/4/2020 06H,16271
07/4/2020 05H,17624
07/4/2020 04H,18801
07/4/2020 03H,19589
07/4/2020 02H,20687
07/4/2020 01H,21252
07/4/2020 00H,21210
07/3/2020 23H,20681
07/3/2020 22H,20357
07/3/2020 21H,19562
07/3/2020 20H,18582
07/3/2020 19H,17282
07/3/2020 18H,16067
07/3/2020 17H,14823
07/3/2020 16H,13551
07/3/2020 15H,12569
07/3/2020 14H,11854
07/3/2020 13H,11694
07/3/2020 12H,11821
07/3/2020 11H,11924
07/3/2020 10H,12289
07/3/2020 09H,12827
07/3/2020 08H,13545
07/3/2020 07H,14458
07/3/2020 06H,15606
07/3/2020 05H,16759
07/3/2020 04H,17893
07/3/2020 03H,18430
07/3/2020 02H,19256
07/3/2020 01H,19835
07/3/2020 00H,19897
07/2/2020 23H,19578
07/2/2020 22H,19000
07/2/2020 21H,18335
07/2/2020 20H,17319
07/2/2020 19H,16464
07/2/2020 18H,15382
07/2/2020 17H,14300
07/2/2020 16H,13260
07/2/2020 15H,12410
07/2/2020 14H,11630
07/2/2020 13H,11190
07/2/2020 12H,11143
07/2/2020 11H,11156
07/2/2020 10H,11461
07/2/2020 09H,11985
07/2/2020 08H,12714
07/2/2020 07H,13525
07/2/2020 06H,14859
07/2/2020 05H,16175
07/2/2020 04H,17361
07/2/2020 03H,17908
07/2/2020 02H,18744
07/2/2020 01H,19480
07/2/2020 00H,19554
07/1/2020 23H,19233
07/1/2020 22H,18577
07/1/2020 21H,17916
07/1/2020 20H,16848
07/1/2020 19H,15591
07/1/2020 18H,14488
07/1/2020 17H,13464
07/1/2020 16H,12454
07/1/2020 15H,11524
07/1/2020 14H,10844
07/1/2020 13H,10468
07/1/2020 12H,10453
07/1/2020 11H,10442
07/1/2020 10H,10738
07/1/2020 09H,11252
07/1/2020 08H,12046
07/1/2020 07H,13091
07/1/2020 06H,14253
07/1/2020 05H,15666
07/1/2020 04H,16880
07/1/2020 03H,17499
07/1/2020 02H,18434
07/1/2020 01H,19017
07/1/2020 00H,18770
06/30/2020 23H,18370
06/30/2020 22H,17788
06/30/2020 21H,17034
06/30/2020 20H,16188
06/30/2020 19H,15171
06/30/2020 18H,14206
06/30/2020 17H,13443
06/30/2020 16H,12610
06/30/2020 15H,11950
06/30/2020 14H,11203
06/30/2020 13H,10723
06/30/2020 12H,10734
06/30/2020 11H,10711
06/30/2020 10H,10987
06/30/2020 09H,11498
06/30/2020 08H,12220
06/30/2020 07H,13221
06/30/2020 06H,14521
06/30/2020 05H,15885
06/30/2020 04H,17099
06/30/2020 03H,17831
06/30/2020 02H,18689
06/30/2020 01H,19199
06/30/2020 00H,19012
06/29/2020 23H,18573
06/29/2020 22H,18310
06/29/2020 21H,17670
06/29/2020 20H,16790
06/29/2020 19H,15798
06/29/2020 18H,14889
06/29/2020 17H,14002
06/29/2020 16H,13255
06/29/2020 15H,12556
06/29/2020 14H,11778
06/29/2020 13H,11400
06/29/2020 12H,11366
06/29/2020 11H,11302
06/29/2020 10H,11622
06/29/2020 09H,12204
06/29/2020 08H,12931
06/29/2020 07H,13901
06/29/2020 06H,15091
06/29/2020 05H,16386
06/29/2020 04H,17754
06/29/2020 03H,18498
06/29/2020 02H,19401
06/29/2020 01H,20023
06/29/2020 00H,19835
06/28/2020 23H,19124
06/28/2020 22H,18317
06/28/2020 21H,17408
06/28/2020 20H,16545
06/28/2020 19H,15543
06/28/2020 18H,14556
06/28/2020 17H,13495
06/28/2020 16H,12484
06/28/2020 15H,11561
06/28/2020 14H,10996
06/28/2020 13H,10960
06/28/2020 12H,11357
06/28/2020 11H,11629
06/28/2020 10H,12082
06/28/2020 09H,12849
06/28/2020 08H,13625
06/28/2020 07H,14743
06/28/2020 06H,15945
06/28/2020 05H,17201
06/28/2020 04H,18624
06/28/2020 03H,19671
06/28/2020 02H,20687
06/28/2020 01H,21369
06/28/2020 00H,21532
06/27/2020 23H,21176
06/27/2020 22H,20469
06/27/2020 21H,19636
06/27/2020 20H,18671
06/27/2020 19H,17459
06/27/2020 18H,16198
06/27/2020 17H,14868
06/27/2020 16H,13609
06/27/2020 15H,12417
06/27/2020 14H,11553
06/27/2020 13H,11439
06/27/2020 12H,11717
06/27/2020 11H,11980
06/27/2020 10H,12398
06/27/2020 09H,13028
06/27/2020 08H,13847
06/27/2020 07H,14919
06/27/2020 06H,16134
06/27/2020 05H,17582
06/27/2020 04H,18925
06/27/2020 03H,19985
06/27/2020 02H,21160
06/27/2020 01H,21856
06/27/2020 00H,21851
06/26/2020 23H,21094
06/26/2020 22H,20736
06/26/2020 21H,20005
06/26/2020 20H,19008
06/26/2020 19H,17522
06/26/2020 18H,16034
06/26/2020 17H,14779
06/26/2020 16H,13642
06/26/2020 15H,12613
06/26/2020 14H,11786
06/26/2020 13H,11532
06/26/2020 12H,11540
06/26/2020 11H,11635
06/26/2020 10H,11994
06/26/2020 09H,12542
06/26/2020 08H,13305
06/26/2020 07H,14371
06/26/2020 06H,15915
06/26/2020 05H,17396
06/26/2020 04H,18904
06/26/2020 03H,19764
06/26/2020 02H,20779
06/26/2020 01H,21612
06/26/2020 00H,21842
06/25/2020 23H,21704
06/25/2020 22H,21744
06/25/2020 21H,20907
06/25/2020 20H,19617
06/25/2020 19H,18200
06/25/2020 18H,16578
06/25/2020 17H,15111
06/25/2020 16H,14045
06/25/2020 15H,13056
06/25/2020 14H,12104
06/25/2020 13H,11584
06/25/2020 12H,11544
06/25/2020 11H,11649
06/25/2020 10H,12082
06/25/2020 09H,12764
06/25/2020 08H,13665
06/25/2020 07H,14704
06/25/2020 06H,16151
06/25/2020 05H,17684
06/25/2020 04H,19120
06/25/2020 03H,19952
06/25/2020 02H,20802
06/25/2020 01H,21838
06/25/2020 00H,22123
06/24/2020 23H,21766
06/24/2020 22H,21293
06/24/2020 21H,20242
06/24/2020 20H,18840
06/24/2020 19H,17365
06/24/2020 18H,15801
06/24/2020 17H,14454
06/24/2020 16H,13196
06/24/2020 15H,12170
06/24/2020 14H,11236
06/24/2020 13H,10838
06/24/2020 12H,10763
06/24/2020 11H,10882
06/24/2020 10H,11268
06/24/2020 09H,11904
06/24/2020 08H,12698
06/24/2020 07H,13698
06/24/2020 06H,15155
06/24/2020 05H,16702
06/24/2020 04H,18354
06/24/2020 03H,19533
06/24/2020 02H,20931
06/24/2020 01H,21634
06/24/2020 00H,21466
06/23/2020 23H,20990
06/23/2020 22H,20636
06/23/2020 21H,19674
06/23/2020 20H,18468
06/23/2020 19H,17094
06/23/2020 18H,15694
06/23/2020 17H,14494
06/23/2020 16H,13280
06/23/2020 15H,12266
06/23/2020 14H,11449
06/23/2020 13H,11085
06/23/2020 12H,11103
06/23/2020 11H,11208
06/23/2020 10H,11587
06/23/2020 09H,12262
06/23/2020 08H,13135
06/23/2020 07H,14285
06/23/2020 06H,15744
06/23/2020 05H,17162
06/23/2020 04H,18774
06/23/2020 03H,19952
06/23/2020 02H,21280
06/23/2020 01H,21847
06/23/2020 00H,21767
06/22/2020 23H,21366
06/22/2020 22H,21038
06/22/2020 21H,20154
06/22/2020 20H,18797
06/22/2020 19H,17445
06/22/2020 18H,15951
06/22/2020 17H,14706
06/22/2020 16H,13453
06/22/2020 15H,12429
06/22/2020 14H,11609
06/22/2020 13H,11171
06/22/2020 12H,11197
06/22/2020 11H,11224
06/22/2020 10H,11597
06/22/2020 09H,12256
06/22/2020 08H,12978
06/22/2020 07H,14061
06/22/2020 06H,15335
06/22/2020 05H,16751
06/22/2020 04H,18253
06/22/2020 03H,19399
06/22/2020 02H,20592
06/22/2020 01H,21194
06/22/2020 00H,21076
06/21/2020 23H,20430
06/21/2020 22H,19599
06/21/2020 21H,18659
06/21/2020 20H,17518
06/21/2020 19H,16068
06/21/2020 18H,14599
06/21/2020 17H,13172
06/21/2020 16H,11843
06/21/2020 15H,10839
06/21/2020 14H,10233
06/21/2020 13H,10201
06/21/2020 12H,10474
06/21/2020 11H,10736
06/21/2020 10H,11112
06/21/2020 09H,11768
06/21/2020 08H,12638
06/21/2020 07H,13704
06/21/2020 06H,15000
06/21/2020 05H,16174
06/21/2020 04H,17730
06/21/2020 03H,18903
06/21/2020 02H,20141
06/21/2020 01H,20714
06/21/2020 00H,20470
06/20/2020 23H,19819
06/20/2020 22H,18923
06/20/2020 21H,17916
06/20/2020 20H,16737
06/20/2020 19H,15567
06/20/2020 18H,14327
06/20/2020 17H,12983
06/20/2020 16H,11660
06/20/2020 15H,10781
06/20/2020 14H,10067
06/20/2020 13H,9910
06/20/2020 12H,10130
06/20/2020 11H,10338
06/20/2020 10H,10731
06/20/2020 09H,11306
06/20/2020 08H,12082
06/20/2020 07H,13032
06/20/2020 06H,14092
06/20/2020 05H,15414
06/20/2020 04H,16769
06/20/2020 03H,17618
06/20/2020 02H,18710
06/20/2020 01H,19363
06/20/2020 00H,19121
06/19/2020 23H,18606
06/19/2020 22H,18078
06/19/2020 21H,17160
06/19/2020 20H,16146
06/19/2020 19H,15037
06/19/2020 18H,14069
06/19/2020 17H,13104
06/19/2020 16H,12102
06/19/2020 15H,11301
06/19/2020 14H,10677
06/19/2020 13H,10378
06/19/2020 12H,10396
06/19/2020 11H,10448
06/19/2020 10H,10856
06/19/2020 09H,11305
06/19/2020 08H,12033
06/19/2020 07H,12962
06/19/2020 06H,14309
06/19/2020 05H,15713
06/19/2020 04H,17028
06/19/2020 03H,17906
06/19/2020 02H,18937
06/19/2020 01H,19496
06/19/2020 00H,19303
06/18/2020 23H,18768
06/18/2020 22H,18316
06/18/2020 21H,17439
06/18/2020 20H,16421
06/18/2020 19H,15173
06/18/2020 18H,14050
06/18/2020 17H,13099
06/18/2020 16H,12169
06/18/2020 15H,11364
06/18/2020 14H,10738
06/18/2020 13H,10419
06/18/2020 12H,10390
06/18/2020 11H,10431
06/18/2020 10H,10798
06/18/2020 09H,11409
06/18/2020 08H,12189
06/18/2020 07H,13205
06/18/2020 06H,14624
06/18/2020 05H,15989
06/18/2020 04H,17362
06/18/2020 03H,18150
06/18/2020 02H,19145
06/18/2020 01H,19786
06/18/2020 00H,19554
06/17/2020 23H,18945
