Demand for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389946&sdid=EBA.SW-ALL.D.H
04:14:53 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.D.H megawatthours
11/27/2016 05H,10366
11/27/2016 04H,10688
11/27/2016 03H,10894
11/27/2016 02H,11047
11/27/2016 01H,10940
11/27/2016 00H,10265
11/26/2016 23H,9975
11/26/2016 22H,9855
11/26/2016 21H,9860
11/26/2016 20H,9866
11/26/2016 19H,9910
11/26/2016 18H,9935
11/26/2016 17H,9818
11/26/2016 16H,9657
11/26/2016 15H,9373
11/26/2016 14H,9280
11/26/2016 13H,8901
11/26/2016 12H,8670
11/26/2016 11H,8586
11/26/2016 10H,8635
11/26/2016 09H,8792
11/26/2016 08H,9045
11/26/2016 07H,9464
11/26/2016 06H,9918
11/26/2016 05H,10364
11/26/2016 04H,10636
11/26/2016 03H,10735
11/26/2016 02H,10904
11/26/2016 01H,10624
11/26/2016 00H,9844
11/25/2016 23H,9473
11/25/2016 22H,9261
11/25/2016 21H,9144
11/25/2016 20H,9152
11/25/2016 19H,9255
11/25/2016 18H,9350
11/25/2016 17H,9434
11/25/2016 16H,9519
11/25/2016 15H,9500
11/25/2016 14H,9469
11/25/2016 13H,9053
11/25/2016 12H,8727
11/25/2016 11H,8563
11/25/2016 10H,8596
11/25/2016 09H,8669
11/25/2016 08H,8892
11/25/2016 07H,9187
11/25/2016 06H,9457
11/25/2016 05H,9805
11/25/2016 04H,9947
11/25/2016 03H,9994
11/25/2016 02H,10064
11/25/2016 01H,9816
11/25/2016 00H,9416
11/24/2016 23H,9331
11/24/2016 22H,9383
11/24/2016 21H,9594
11/24/2016 20H,9857
11/24/2016 19H,10025
11/24/2016 18H,10015
11/24/2016 17H,10007
11/24/2016 16H,9839
11/24/2016 15H,9623
11/24/2016 14H,9437
11/24/2016 13H,9010
11/24/2016 12H,8754
11/24/2016 11H,8703
11/24/2016 10H,8756
11/24/2016 09H,8929
11/24/2016 08H,9245
11/24/2016 07H,9697
11/24/2016 06H,10192
11/24/2016 05H,10704
11/24/2016 04H,11052
11/24/2016 03H,11251
11/24/2016 02H,11393
11/24/2016 01H,10998
11/24/2016 00H,10345
11/23/2016 23H,9961
11/23/2016 22H,9865
11/23/2016 21H,9792
11/23/2016 20H,9789
11/23/2016 19H,9879
11/23/2016 18H,10025
11/23/2016 17H,10174
11/23/2016 16H,10392
11/23/2016 15H,10543
11/23/2016 14H,10524
11/23/2016 13H,9689
11/23/2016 12H,9095
11/23/2016 11H,8834
11/23/2016 10H,8790
11/23/2016 09H,8923
11/23/2016 08H,9162
11/23/2016 07H,9626
11/23/2016 06H,10198
11/23/2016 05H,10851
11/23/2016 04H,11222
11/23/2016 03H,11424
11/23/2016 02H,11542
11/23/2016 01H,11136
11/23/2016 00H,10344
11/22/2016 23H,10016
11/22/2016 22H,9833
11/22/2016 21H,9730
11/22/2016 20H,9789
11/22/2016 19H,9876
11/22/2016 18H,9980
11/22/2016 17H,10096
11/22/2016 16H,10319
11/22/2016 15H,10554
11/22/2016 14H,10535
11/22/2016 13H,9603
11/22/2016 12H,8921
11/22/2016 11H,8684
11/22/2016 10H,8690
11/22/2016 09H,8783
11/22/2016 08H,9050
11/22/2016 07H,9460
11/22/2016 06H,10090
11/22/2016 05H,10836
11/22/2016 04H,11318
11/22/2016 03H,11587
11/22/2016 02H,11737
11/22/2016 01H,11305
11/22/2016 00H,10603
11/21/2016 23H,10364
11/21/2016 22H,10299
11/21/2016 21H,10283
11/21/2016 20H,10378
11/21/2016 19H,10506
11/21/2016 18H,10682
11/21/2016 17H,10564
11/21/2016 16H,10461
11/21/2016 15H,10442
11/21/2016 14H,10262
11/21/2016 13H,9346
11/21/2016 12H,8738
11/21/2016 11H,8507
11/21/2016 10H,8512
11/21/2016 09H,8611
11/21/2016 08H,8846
11/21/2016 07H,9209
11/21/2016 06H,9861
11/21/2016 05H,10531
11/21/2016 04H,10977
11/21/2016 03H,11255
11/21/2016 02H,11420
11/21/2016 01H,11107
11/21/2016 00H,10318
11/20/2016 23H,10062
11/20/2016 22H,9950
11/20/2016 21H,9887
11/20/2016 20H,9894
11/20/2016 19H,9818
11/20/2016 18H,9826
11/20/2016 17H,9647
11/20/2016 16H,9467
11/20/2016 15H,9128
11/20/2016 14H,8935
11/20/2016 13H,8672
11/20/2016 12H,8510
11/20/2016 11H,8492
11/20/2016 10H,8577
11/20/2016 09H,8721
11/20/2016 08H,8987
11/20/2016 07H,9414
11/20/2016 06H,9842
11/20/2016 05H,10384
11/20/2016 04H,10747
11/20/2016 03H,10981
11/20/2016 02H,11190
11/20/2016 01H,10984
11/20/2016 00H,10307
11/19/2016 23H,10028
11/19/2016 22H,9753
11/19/2016 21H,9591
11/19/2016 20H,9492
11/19/2016 19H,9520
11/19/2016 18H,9629
11/19/2016 17H,9665
11/19/2016 16H,9713
11/19/2016 15H,9599
11/19/2016 14H,9538
11/19/2016 13H,9112
11/19/2016 12H,8798
11/19/2016 11H,8698
11/19/2016 10H,8698
11/19/2016 09H,8836
11/19/2016 08H,9072
11/19/2016 07H,9504
11/19/2016 06H,9982
11/19/2016 05H,10499
11/19/2016 04H,10836
11/19/2016 03H,11015
11/19/2016 02H,11156
11/19/2016 01H,10858
11/19/2016 00H,10186
11/18/2016 23H,9887
11/18/2016 22H,9707
11/18/2016 21H,9675
11/18/2016 20H,9620
11/18/2016 19H,9766
11/18/2016 18H,9860
11/18/2016 17H,10055
11/18/2016 16H,10339
11/18/2016 15H,10682
11/18/2016 14H,10666
11/18/2016 13H,9602
11/18/2016 12H,8967
11/18/2016 11H,8740
11/18/2016 10H,8703
11/18/2016 09H,8825
11/18/2016 08H,9055
11/18/2016 07H,9489
11/18/2016 06H,10021
11/18/2016 05H,10737
11/18/2016 04H,11223
11/18/2016 03H,11437
11/18/2016 02H,11585
11/18/2016 01H,11156
11/18/2016 00H,10489
11/17/2016 23H,10153
11/17/2016 22H,9975
11/17/2016 21H,10289
11/17/2016 20H,9651
11/17/2016 19H,9799
11/17/2016 18H,9838
11/17/2016 17H,9822
11/17/2016 16H,9758
11/17/2016 15H,10282
11/17/2016 14H,10305
11/17/2016 13H,9387
11/17/2016 12H,8765
11/17/2016 11H,8496
11/17/2016 10H,8553
11/17/2016 09H,8711
11/17/2016 08H,8956
11/17/2016 07H,9433
11/17/2016 06H,10047
11/17/2016 05H,10831
11/17/2016 04H,11352
11/17/2016 03H,11680
11/17/2016 02H,11881
11/17/2016 01H,11565
11/17/2016 00H,10863
11/16/2016 23H,10698
11/16/2016 22H,10611
11/16/2016 21H,10470
11/16/2016 20H,10374
11/16/2016 19H,10295
11/16/2016 18H,10102
11/16/2016 17H,10088
11/16/2016 16H,10091
11/16/2016 15H,10204
11/16/2016 14H,10125
11/16/2016 13H,9257
11/16/2016 12H,8619
11/16/2016 11H,8406
11/16/2016 10H,8418
11/16/2016 09H,8546
11/16/2016 08H,8857
11/16/2016 07H,9304
11/16/2016 06H,10114
11/16/2016 05H,10911
11/16/2016 04H,11492
11/16/2016 03H,11837
11/16/2016 02H,12185
11/16/2016 01H,11949
11/16/2016 00H,11427
11/15/2016 23H,11193
11/15/2016 22H,10973
11/15/2016 21H,10612
11/15/2016 20H,10304
11/15/2016 19H,10094
11/15/2016 18H,9985
11/15/2016 17H,9900
11/15/2016 16H,9939
11/15/2016 15H,10045
11/15/2016 14H,10072
11/15/2016 13H,9375
11/15/2016 12H,8753
11/15/2016 11H,8511
11/15/2016 10H,8560
11/15/2016 09H,8713
11/15/2016 08H,8984
11/15/2016 07H,9426
11/15/2016 06H,10151
11/15/2016 05H,11025
11/15/2016 04H,11611
11/15/2016 03H,11997
11/15/2016 02H,12323
11/15/2016 01H,12115
11/15/2016 00H,11671
11/14/2016 23H,11336
11/14/2016 22H,11013
11/14/2016 21H,10702
11/14/2016 20H,10359
11/14/2016 19H,10197
11/14/2016 18H,10078
11/14/2016 17H,10001
11/14/2016 16H,10058
11/14/2016 15H,10262
11/14/2016 14H,10242
11/14/2016 13H,9348
11/14/2016 12H,8695
11/14/2016 11H,8438
11/14/2016 10H,8454
11/14/2016 09H,8545
11/14/2016 08H,8794
11/14/2016 07H,12355
11/14/2016 06H,10003
11/14/2016 05H,10764
11/14/2016 04H,11323
11/14/2016 03H,11701
11/14/2016 02H,12023
11/14/2016 01H,11761
11/14/2016 00H,11259
11/13/2016 23H,10894
11/13/2016 22H,10506
11/13/2016 21H,10126
11/13/2016 20H,9827
11/13/2016 19H,9587
11/13/2016 18H,9393
11/13/2016 17H,9217
11/13/2016 16H,9063
11/13/2016 15H,8868
11/13/2016 14H,8789
11/13/2016 13H,8561
11/13/2016 12H,8368
11/13/2016 11H,8377
11/13/2016 10H,8495
11/13/2016 09H,8676
11/13/2016 08H,8989
11/13/2016 07H,9434
11/13/2016 06H,9838
11/13/2016 05H,10400
11/13/2016 04H,10779
11/13/2016 03H,11183
11/13/2016 02H,11538
11/13/2016 01H,11393
11/13/2016 00H,10971
11/12/2016 23H,10770
11/12/2016 22H,10434
11/12/2016 21H,10155
11/12/2016 20H,9944
11/12/2016 19H,9765
11/12/2016 18H,9623
11/12/2016 17H,9476
11/12/2016 16H,9306
11/12/2016 15H,9140
11/12/2016 14H,9143
11/12/2016 13H,8812
11/12/2016 12H,8622
11/12/2016 11H,8586
11/12/2016 10H,8661
11/12/2016 09H,8825
11/12/2016 08H,9157
11/12/2016 07H,9623
11/12/2016 06H,10163
11/12/2016 05H,10776
11/12/2016 04H,11205
11/12/2016 03H,11516
11/12/2016 02H,11900
11/12/2016 01H,11771
11/12/2016 00H,11405
11/11/2016 23H,11171
11/11/2016 22H,10902
11/11/2016 21H,10622
11/11/2016 20H,10453
11/11/2016 19H,10191
11/11/2016 18H,10050
11/11/2016 17H,9945
11/11/2016 16H,9861
11/11/2016 15H,9801
11/11/2016 14H,9709
11/11/2016 13H,9153
11/11/2016 12H,8772
11/11/2016 11H,8634
11/11/2016 10H,8683
11/11/2016 09H,8863
11/11/2016 08H,9150
11/11/2016 07H,9591
11/11/2016 06H,10210
11/11/2016 05H,10919
11/11/2016 04H,11444
11/11/2016 03H,11756
11/11/2016 02H,12032
11/11/2016 01H,11774
11/11/2016 00H,11300
11/10/2016 23H,11051
11/10/2016 22H,10816
11/10/2016 21H,10590
11/10/2016 20H,10266
11/10/2016 19H,10161
11/10/2016 18H,10072
11/10/2016 17H,9982
11/10/2016 16H,10000
11/10/2016 15H,10186
11/10/2016 14H,10169
11/10/2016 13H,9357
11/10/2016 12H,8815
11/10/2016 11H,8613
11/10/2016 10H,8649
11/10/2016 09H,8824
11/10/2016 08H,9112
11/10/2016 07H,9560
11/10/2016 06H,10188
11/10/2016 05H,11055
11/10/2016 04H,11665
11/10/2016 03H,11999
11/10/2016 02H,12294
11/10/2016 01H,12049
11/10/2016 00H,11700
11/9/2016 23H,11468
11/9/2016 22H,11220
11/9/2016 21H,10857
11/9/2016 20H,10640
11/9/2016 19H,10459
11/9/2016 18H,10307
11/9/2016 17H,10139
11/9/2016 16H,10108
11/9/2016 15H,10188
11/9/2016 14H,10232
11/9/2016 13H,9452
11/9/2016 12H,8846
11/9/2016 11H,8704
11/9/2016 10H,8798
11/9/2016 09H,9055
11/9/2016 08H,9476
11/9/2016 07H,11474
11/9/2016 06H,10717
11/9/2016 05H,11506
11/9/2016 04H,12149
11/9/2016 03H,12576
11/9/2016 02H,12951
11/9/2016 01H,12746
11/9/2016 00H,12436
11/8/2016 23H,12241
11/8/2016 22H,11942
11/8/2016 21H,11592
11/8/2016 20H,11140
11/8/2016 19H,10843
11/8/2016 18H,10656
11/8/2016 17H,10338
11/8/2016 16H,10217
11/8/2016 15H,10148
11/8/2016 14H,10228
11/8/2016 13H,9448
11/8/2016 12H,8832
11/8/2016 11H,8616
11/8/2016 10H,8638
11/8/2016 09H,8811
11/8/2016 08H,9117
11/8/2016 07H,9617
11/8/2016 06H,10376
11/8/2016 05H,11272
11/8/2016 04H,11897
11/8/2016 03H,12366
11/8/2016 02H,12732
11/8/2016 01H,12581
11/8/2016 00H,12235
11/7/2016 23H,11975
11/7/2016 22H,11626
11/7/2016 21H,11228
11/7/2016 20H,11006
11/7/2016 19H,10430
11/7/2016 18H,10288
11/7/2016 17H,10114
11/7/2016 16H,10037
11/7/2016 15H,10132
11/7/2016 14H,10082
11/7/2016 13H,9299
11/7/2016 12H,8684
11/7/2016 11H,8472
11/7/2016 10H,8467
11/7/2016 09H,8623
11/7/2016 08H,8905
11/7/2016 07H,9415
11/7/2016 06H,11407
11/7/2016 05H,12174
11/7/2016 04H,12743
11/7/2016 03H,13116
11/7/2016 02H,13439
11/7/2016 01H,13099
11/7/2016 00H,12700
11/6/2016 23H,11379
11/6/2016 22H,10984
11/6/2016 21H,10571
11/6/2016 20H,10219
11/6/2016 19H,9901
11/6/2016 18H,9608
11/6/2016 17H,9354
11/6/2016 16H,9099
11/6/2016 15H,8823
11/6/2016 14H,8788
11/6/2016 13H,8583
11/6/2016 12H,8451
11/6/2016 11H,8419
11/6/2016 10H,8528
11/6/2016 09H,8730
11/6/2016 08H,9043
11/6/2016 07H,9505
11/6/2016 06H,10085
11/6/2016 05H,10610
11/6/2016 04H,11114
11/6/2016 03H,11509
11/6/2016 02H,11893
11/6/2016 01H,11766
11/6/2016 00H,11511
11/5/2016 23H,11384
11/5/2016 22H,11025
11/5/2016 21H,10692
11/5/2016 20H,10412
11/5/2016 19H,10194
11/5/2016 18H,10009
11/5/2016 17H,9790
11/5/2016 16H,9535
11/5/2016 15H,9293
11/5/2016 14H,9173
11/5/2016 13H,8854
11/5/2016 12H,8645
11/5/2016 11H,8552
11/5/2016 10H,8639
11/5/2016 09H,8824
11/5/2016 08H,9121
11/5/2016 07H,9593
11/5/2016 06H,10264
11/5/2016 05H,10812
11/5/2016 04H,11297
11/5/2016 03H,11672
11/5/2016 02H,12012
11/5/2016 01H,11846
11/5/2016 00H,11607
11/4/2016 23H,11369
11/4/2016 22H,11102
11/4/2016 21H,10805
11/4/2016 20H,10575
11/4/2016 19H,10401
11/4/2016 18H,10245
11/4/2016 17H,10177
11/4/2016 16H,10146
11/4/2016 15H,10199
11/4/2016 14H,10187
11/4/2016 13H,9593
11/4/2016 12H,8851
11/4/2016 11H,8578
11/4/2016 10H,8608
11/4/2016 09H,8747
11/4/2016 08H,9006
11/4/2016 07H,9421
11/4/2016 06H,10127
11/4/2016 05H,10785
11/4/2016 04H,11404
11/4/2016 03H,11762
11/4/2016 02H,11954
11/4/2016 01H,11772
11/4/2016 00H,11471
11/3/2016 23H,11591
11/3/2016 22H,11694
11/3/2016 21H,11681
11/3/2016 20H,11312
11/3/2016 19H,11011
11/3/2016 18H,10780
11/3/2016 17H,10576
11/3/2016 16H,10488
11/3/2016 15H,10534
11/3/2016 14H,10650
11/3/2016 13H,9871
11/3/2016 12H,9071
11/3/2016 11H,8713
11/3/2016 10H,8753
11/3/2016 09H,8910
11/3/2016 08H,9204
11/3/2016 07H,9741
11/3/2016 06H,10579
11/3/2016 05H,11191
11/3/2016 04H,11774
11/3/2016 03H,12243
11/3/2016 02H,12628
11/3/2016 01H,12346
11/3/2016 00H,12093
11/2/2016 23H,11903
11/2/2016 22H,11672
11/2/2016 21H,11211
11/2/2016 20H,10821
11/2/2016 19H,10544
11/2/2016 18H,10346
11/2/2016 17H,10190
11/2/2016 16H,10119
11/2/2016 15H,10179
11/2/2016 14H,10251
11/2/2016 13H,9631
11/2/2016 12H,8927
11/2/2016 11H,8655
11/2/2016 10H,8638
11/2/2016 09H,8810
11/2/2016 08H,9052
11/2/2016 07H,9534
11/2/2016 06H,10295
11/2/2016 05H,11153
11/2/2016 04H,11884
11/2/2016 03H,12748
11/2/2016 02H,12746
11/2/2016 01H,12382
11/2/2016 00H,12180
11/1/2016 23H,12029
11/1/2016 22H,11841
11/1/2016 21H,11548
11/1/2016 20H,11232
11/1/2016 19H,10915
11/1/2016 18H,10642
11/1/2016 17H,10410
11/1/2016 16H,10239
11/1/2016 15H,10233
11/1/2016 14H,10315
11/1/2016 13H,9773
11/1/2016 12H,9105
11/1/2016 11H,8888
11/1/2016 10H,8920
11/1/2016 09H,9125
11/1/2016 08H,9496
11/1/2016 07H,10054
11/1/2016 06H,10809
11/1/2016 05H,11673
11/1/2016 04H,12182
11/1/2016 03H,12418
11/1/2016 02H,12903
11/1/2016 01H,13076
11/1/2016 00H,13066
10/31/2016 23H,13200
10/31/2016 22H,13012
10/31/2016 21H,12729
10/31/2016 20H,12300
10/31/2016 19H,11859
10/31/2016 18H,11460
10/31/2016 17H,11042
10/31/2016 16H,10699
10/31/2016 15H,10573
10/31/2016 14H,10572
10/31/2016 13H,9911
10/31/2016 12H,9235
10/31/2016 11H,8976
10/31/2016 10H,9044
10/31/2016 09H,9233
10/31/2016 08H,9624
10/31/2016 07H,10257
10/31/2016 06H,11089
10/31/2016 05H,12012
10/31/2016 04H,12760
10/31/2016 03H,13424
10/31/2016 02H,13921
10/31/2016 01H,13928
10/31/2016 00H,13799
10/30/2016 23H,13748
10/30/2016 22H,13441
10/30/2016 21H,13018
10/30/2016 20H,12447
10/30/2016 19H,11714
10/30/2016 18H,10970
10/30/2016 17H,10305
10/30/2016 16H,9703
10/30/2016 15H,9205
10/30/2016 14H,9089
10/30/2016 13H,9021
10/30/2016 12H,8928
10/30/2016 11H,8966
10/30/2016 10H,9121
10/30/2016 09H,9440
10/30/2016 08H,9845
10/30/2016 07H,10456
10/30/2016 06H,11221
10/30/2016 05H,11978
10/30/2016 04H,12714
10/30/2016 03H,13350
10/30/2016 02H,14101
10/30/2016 01H,14488
10/30/2016 00H,14694
10/29/2016 23H,14604
10/29/2016 22H,14186
10/29/2016 21H,13500
10/29/2016 20H,12753
10/29/2016 19H,11987
10/29/2016 18H,11291
10/29/2016 17H,10635
10/29/2016 16H,10030
10/29/2016 15H,9554
10/29/2016 14H,9406
10/29/2016 13H,9256
10/29/2016 12H,9069
10/29/2016 11H,9053
10/29/2016 10H,9191
10/29/2016 09H,9493
10/29/2016 08H,9955
10/29/2016 07H,13633
10/29/2016 06H,11316
10/29/2016 05H,12120
10/29/2016 04H,12862
10/29/2016 03H,13399
10/29/2016 02H,13895
10/29/2016 01H,14036
10/29/2016 00H,14101
10/28/2016 23H,14353
10/28/2016 22H,14129
10/28/2016 21H,13743
10/28/2016 20H,13308
10/28/2016 19H,12805
10/28/2016 18H,12331
10/28/2016 17H,11724
10/28/2016 16H,11283
10/28/2016 15H,11072
10/28/2016 14H,11036
10/28/2016 13H,10450
10/28/2016 12H,9809
10/28/2016 11H,9625
10/28/2016 10H,9734
10/28/2016 09H,10030
10/28/2016 08H,10477
10/28/2016 07H,10992
10/28/2016 06H,11833
10/28/2016 05H,12978
10/28/2016 04H,13866
10/28/2016 03H,14545
10/28/2016 02H,15049
10/28/2016 01H,15151
10/28/2016 00H,15252
10/27/2016 23H,15359
10/27/2016 22H,14927
10/27/2016 21H,14236
10/27/2016 20H,13563
10/27/2016 19H,12832
10/27/2016 18H,12125
10/27/2016 17H,11441
10/27/2016 16H,10982
10/27/2016 15H,10763
10/27/2016 14H,10772
10/27/2016 13H,10146
10/27/2016 12H,9443
10/27/2016 11H,9183
10/27/2016 10H,9271
10/27/2016 09H,9528
10/27/2016 08H,9926
10/27/2016 07H,10621
10/27/2016 06H,11553
10/27/2016 05H,12704
10/27/2016 04H,13651
10/27/2016 03H,14359
10/27/2016 02H,14968
10/27/2016 01H,15045
10/27/2016 00H,15216
10/26/2016 23H,15047
10/26/2016 22H,14571
10/26/2016 21H,13902
10/26/2016 20H,13066
10/26/2016 19H,12350
10/26/2016 18H,11677
10/26/2016 17H,11101
10/26/2016 16H,10718
10/26/2016 15H,10636
10/26/2016 14H,10602
10/26/2016 13H,9978
10/26/2016 12H,9289
10/26/2016 11H,9033
10/26/2016 10H,9085
10/26/2016 09H,9351
10/26/2016 08H,9736
10/26/2016 07H,10384
10/26/2016 06H,11321
10/26/2016 05H,12433
10/26/2016 04H,13366
10/26/2016 03H,14123
10/26/2016 02H,14631
10/26/2016 01H,14575
10/26/2016 00H,14683
10/25/2016 23H,14648
10/25/2016 22H,14343
10/25/2016 21H,13899
10/25/2016 20H,13307
10/25/2016 19H,12694
10/25/2016 18H,12126
10/25/2016 17H,11593
10/25/2016 16H,11128
10/25/2016 15H,10902
10/25/2016 14H,10893
10/25/2016 13H,10196
10/25/2016 12H,9566
10/25/2016 11H,9361
10/25/2016 10H,9449
10/25/2016 09H,9731
10/25/2016 08H,10117
10/25/2016 07H,10660
10/25/2016 06H,11497
10/25/2016 05H,12481
10/25/2016 04H,13231
10/25/2016 03H,13807
10/25/2016 02H,14147
10/25/2016 01H,13934
10/25/2016 00H,13786
10/24/2016 23H,13849
10/24/2016 22H,13755
10/24/2016 21H,13424
10/24/2016 20H,12863
10/24/2016 19H,12322
10/24/2016 18H,11886
10/24/2016 17H,11363
10/24/2016 16H,10965
10/24/2016 15H,10760
10/24/2016 14H,10677
10/24/2016 13H,10017
10/24/2016 12H,9310
10/24/2016 11H,9040
10/24/2016 10H,9068
10/24/2016 09H,9295
10/24/2016 08H,9678
10/24/2016 07H,10239
10/24/2016 06H,11240
10/24/2016 05H,12177
10/24/2016 04H,13013
10/24/2016 03H,13789
10/24/2016 02H,14395
10/24/2016 01H,14519
10/24/2016 00H,14634
10/23/2016 23H,14471
10/23/2016 22H,14002
10/23/2016 21H,13307
10/23/2016 20H,12512
10/23/2016 19H,11756
10/23/2016 18H,10980
10/23/2016 17H,10269
10/23/2016 16H,9605
10/23/2016 15H,9116
10/23/2016 14H,8999
10/23/2016 13H,8923
10/23/2016 12H,8795
10/23/2016 11H,8848
10/23/2016 10H,9039
10/23/2016 09H,9569
10/23/2016 08H,9810
10/23/2016 07H,11026
10/23/2016 06H,11755
10/23/2016 05H,12498
10/23/2016 04H,12959
10/23/2016 03H,13471
10/23/2016 02H,14258
10/23/2016 01H,14582
10/23/2016 00H,14905
10/22/2016 23H,14840
10/22/2016 22H,14399
10/22/2016 21H,13737
10/22/2016 20H,12968
10/22/2016 19H,12166
10/22/2016 18H,11373
10/22/2016 17H,10652
10/22/2016 16H,10051
10/22/2016 15H,9561
10/22/2016 14H,9430
10/22/2016 13H,9279
10/22/2016 12H,9025
10/22/2016 11H,9033
10/22/2016 10H,9214
10/22/2016 09H,9497
10/22/2016 08H,9905
10/22/2016 07H,10536
10/22/2016 06H,11392
10/22/2016 05H,12250
10/22/2016 04H,12987
10/22/2016 03H,13703
10/22/2016 02H,14389
10/22/2016 01H,14655
10/22/2016 00H,14961
10/21/2016 23H,14779
10/21/2016 22H,14387
10/21/2016 21H,13724
10/21/2016 20H,13017
10/21/2016 19H,12352
10/21/2016 18H,11794
10/21/2016 17H,11281
10/21/2016 16H,10855
10/21/2016 15H,10670
10/21/2016 14H,10613
10/21/2016 13H,9989
10/21/2016 12H,9348
10/21/2016 11H,9117
10/21/2016 10H,9211
10/21/2016 09H,9468
10/21/2016 08H,9825
10/21/2016 07H,10502
10/21/2016 06H,11384
10/21/2016 05H,12373
10/21/2016 04H,13218
10/21/2016 03H,13816
10/21/2016 02H,14162
10/21/2016 01H,14156
10/21/2016 00H,14257
10/20/2016 23H,14001
10/20/2016 22H,13473
10/20/2016 21H,12847
10/20/2016 20H,12090
10/20/2016 19H,11566
10/20/2016 18H,11065
10/20/2016 17H,10660
10/20/2016 16H,10404
10/20/2016 15H,10350
10/20/2016 14H,10353
10/20/2016 13H,9744
10/20/2016 12H,9106
10/20/2016 11H,8892
10/20/2016 10H,8946
10/20/2016 09H,9159
10/20/2016 08H,9493
10/20/2016 07H,13950
10/20/2016 06H,10979
10/20/2016 05H,12014
10/20/2016 04H,12924
10/20/2016 03H,13554
10/20/2016 02H,14078
10/20/2016 01H,14106
10/20/2016 00H,14195
10/19/2016 23H,13963
10/19/2016 22H,13525
10/19/2016 21H,12914
10/19/2016 20H,12217
10/19/2016 19H,11615
10/19/2016 18H,11105
10/19/2016 17H,10683
10/19/2016 16H,10457
10/19/2016 15H,10362
10/19/2016 14H,10318
10/19/2016 13H,9764
10/19/2016 12H,9085
10/19/2016 11H,8838
10/19/2016 10H,8892
10/19/2016 09H,9150
10/19/2016 08H,9481
10/19/2016 07H,10074
10/19/2016 06H,10882
10/19/2016 05H,12033
10/19/2016 04H,12965
10/19/2016 03H,13701
10/19/2016 02H,14221
10/19/2016 01H,14153
10/19/2016 00H,14286
10/18/2016 23H,14109
10/18/2016 22H,13722
10/18/2016 21H,13047
10/18/2016 20H,12400
10/18/2016 19H,11790
10/18/2016 18H,11285
10/18/2016 17H,10802
10/18/2016 16H,10489
10/18/2016 15H,10396
10/18/2016 14H,10349
10/18/2016 13H,9786
10/18/2016 12H,9109
10/18/2016 11H,8875
10/18/2016 10H,8935
10/18/2016 09H,9161
10/18/2016 08H,9528
10/18/2016 07H,12865
10/18/2016 06H,10914
10/18/2016 05H,12120
10/18/2016 04H,13053
10/18/2016 03H,13790
10/18/2016 02H,14283
10/18/2016 01H,14242
10/18/2016 00H,14362
10/17/2016 23H,14199
10/17/2016 22H,13810
10/17/2016 21H,13232
10/17/2016 20H,12603
10/17/2016 19H,11936
10/17/2016 18H,11413
10/17/2016 17H,10927
10/17/2016 16H,10578
10/17/2016 15H,10380
10/17/2016 14H,10293
10/17/2016 13H,9805
10/17/2016 12H,9129
10/17/2016 11H,8838
10/17/2016 10H,8885
10/17/2016 09H,9106
10/17/2016 08H,9440
10/17/2016 07H,10015
10/17/2016 06H,10857
10/17/2016 05H,11755
10/17/2016 04H,12665
10/17/2016 03H,13399
10/17/2016 02H,13949
10/17/2016 01H,13903
10/17/2016 00H,13951
10/16/2016 23H,13828
10/16/2016 22H,13278
10/16/2016 21H,12724
10/16/2016 20H,12066
10/16/2016 19H,11285
10/16/2016 18H,10553
10/16/2016 17H,9911
10/16/2016 16H,9392
10/16/2016 15H,8946
10/16/2016 14H,8855
10/16/2016 13H,8879
10/16/2016 12H,8736
10/16/2016 11H,8764
10/16/2016 10H,8930
10/16/2016 09H,9201
10/16/2016 08H,9611
10/16/2016 07H,10165
10/16/2016 06H,10919
10/16/2016 05H,11643
10/16/2016 04H,12368
10/16/2016 03H,12990
10/16/2016 02H,13718
10/16/2016 01H,14110
10/16/2016 00H,14388
10/15/2016 23H,14186
10/15/2016 22H,13655
10/15/2016 21H,12998
10/15/2016 20H,12191
10/15/2016 19H,11446
10/15/2016 18H,10872
10/15/2016 17H,10237
10/15/2016 16H,9740
10/15/2016 15H,9359
10/15/2016 14H,9201
10/15/2016 13H,9132
10/15/2016 12H,8918
10/15/2016 11H,8885
10/15/2016 10H,9041
10/15/2016 09H,9321
10/15/2016 08H,9707
10/15/2016 07H,10321
10/15/2016 06H,11126
10/15/2016 05H,11898
10/15/2016 04H,12666
10/15/2016 03H,13386
10/15/2016 02H,14053
10/15/2016 01H,14328
10/15/2016 00H,14625
10/14/2016 23H,14458
10/14/2016 22H,13963
10/14/2016 21H,13206
10/14/2016 20H,12457
10/14/2016 19H,11689
10/14/2016 18H,11086
10/14/2016 17H,10595
10/14/2016 16H,10234
10/14/2016 15H,10050
10/14/2016 14H,9983
10/14/2016 13H,9680
10/14/2016 12H,9120
10/14/2016 11H,8902
10/14/2016 10H,8959
10/14/2016 09H,9178
10/14/2016 08H,9517
10/14/2016 07H,10074
10/14/2016 06H,10966
10/14/2016 05H,11849
10/14/2016 04H,12742
10/14/2016 03H,13482
10/14/2016 02H,14068
10/14/2016 01H,14170
10/14/2016 00H,14376
10/13/2016 23H,14162
10/13/2016 22H,13642
10/13/2016 21H,12969
10/13/2016 20H,12194
