Demand for New England (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389942&sdid=EBA.NE-ALL.D.H
12:32:10 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.D.H megawatthours
09/4/2016 22H,14121
09/4/2016 21H,13773
09/4/2016 20H,13376
09/4/2016 19H,13102
09/4/2016 18H,12925
09/4/2016 17H,12812
09/4/2016 16H,12612
09/4/2016 15H,12354
09/4/2016 14H,11977
09/4/2016 13H,11382
09/4/2016 12H,10836
09/4/2016 11H,10812
09/4/2016 10H,10607
09/4/2016 09H,10736
09/4/2016 08H,10695
09/4/2016 07H,10603
09/4/2016 06H,10528
09/4/2016 05H,10764
09/4/2016 04H,11599
09/4/2016 03H,12619
09/4/2016 02H,13579
09/4/2016 01H,14307
09/4/2016 00H,14366
09/3/2016 23H,14181
09/3/2016 22H,14159
09/3/2016 21H,13934
09/3/2016 20H,13727
09/3/2016 19H,13680
09/3/2016 18H,13615
09/3/2016 17H,13560
09/3/2016 16H,13408
09/3/2016 15H,13192
09/3/2016 14H,12875
09/3/2016 13H,12225
09/3/2016 12H,11381
09/3/2016 11H,10824
09/3/2016 10H,10718
09/3/2016 09H,10750
09/3/2016 08H,10827
09/3/2016 07H,11067
09/3/2016 06H,11430
09/3/2016 05H,11759
09/3/2016 04H,12556
09/3/2016 03H,13815
09/3/2016 02H,15064
09/3/2016 01H,15999
09/3/2016 00H,16285
09/2/2016 23H,16448
09/2/2016 22H,16886
09/2/2016 21H,16890
09/2/2016 20H,16720
09/2/2016 19H,16617
09/2/2016 18H,16502
09/2/2016 17H,16286
09/2/2016 16H,16086
09/2/2016 15H,15716
09/2/2016 14H,15311
09/2/2016 13H,14782
09/2/2016 12H,14017
09/2/2016 11H,12955
09/2/2016 10H,12397
09/2/2016 09H,12308
09/2/2016 08H,12134
09/2/2016 07H,12294
09/2/2016 06H,12380
09/2/2016 05H,12679
09/2/2016 04H,13832
09/2/2016 03H,15175
09/2/2016 02H,16832
09/2/2016 01H,17950
09/2/2016 00H,18102
09/1/2016 23H,18016
09/1/2016 22H,18215
09/1/2016 21H,18190
09/1/2016 20H,18071
09/1/2016 19H,18002
09/1/2016 18H,18028
09/1/2016 17H,18013
09/1/2016 16H,18061
09/1/2016 15H,17885
09/1/2016 14H,17518
09/1/2016 13H,17053
09/1/2016 12H,16429
09/1/2016 11H,15347
09/1/2016 10H,14312
09/1/2016 09H,13682
09/1/2016 08H,13523
09/1/2016 07H,13728
09/1/2016 06H,13850
09/1/2016 05H,14156
09/1/2016 04H,15058
09/1/2016 03H,16541
09/1/2016 02H,18131
09/1/2016 01H,19278
09/1/2016 00H,19469
08/31/2016 23H,19277
08/31/2016 22H,19418
08/31/2016 21H,19350
08/31/2016 20H,19177
08/31/2016 19H,19067
08/31/2016 18H,19012
08/31/2016 17H,18659
08/31/2016 16H,18314
08/31/2016 15H,17827
08/31/2016 14H,17166
08/31/2016 13H,16457
08/31/2016 12H,15594
08/31/2016 11H,14476
08/31/2016 10H,13690
08/31/2016 09H,13463
08/31/2016 08H,13337
08/31/2016 07H,13389
08/31/2016 06H,13279
08/31/2016 05H,13164
08/31/2016 04H,14041
08/31/2016 03H,15576
08/31/2016 02H,17219
08/31/2016 01H,18539
08/31/2016 00H,18882
08/30/2016 23H,19167
08/30/2016 22H,19505
08/30/2016 21H,19369
08/30/2016 20H,18990
08/30/2016 19H,18608
08/30/2016 18H,18153
08/30/2016 17H,17558
08/30/2016 16H,17088
08/30/2016 15H,16552
08/30/2016 14H,15937
08/30/2016 13H,15294
08/30/2016 12H,14522
08/30/2016 11H,13912
08/30/2016 10H,12989
08/30/2016 09H,12838
08/30/2016 08H,12976
08/30/2016 07H,12769
08/30/2016 06H,12963
08/30/2016 05H,13449
08/30/2016 04H,14221
08/30/2016 03H,15919
08/30/2016 02H,17808
08/30/2016 01H,19340
08/30/2016 00H,19899
08/29/2016 23H,20640
08/29/2016 22H,21307
08/29/2016 21H,21421
08/29/2016 20H,21324
08/29/2016 19H,21151
08/29/2016 18H,20796
08/29/2016 17H,20278
08/29/2016 16H,19710
08/29/2016 15H,18935
08/29/2016 14H,17993
08/29/2016 13H,17238
08/29/2016 12H,16248
08/29/2016 11H,15159
08/29/2016 10H,14142
08/29/2016 09H,13462
08/29/2016 08H,13379
08/29/2016 07H,13524
08/29/2016 06H,13776
08/29/2016 05H,13755
08/29/2016 04H,14430
08/29/2016 03H,15846
08/29/2016 02H,17331
08/29/2016 01H,18449
08/29/2016 00H,18655
08/28/2016 23H,18997
08/28/2016 22H,19267
08/28/2016 21H,18991
08/28/2016 20H,18534
08/28/2016 19H,18033
08/28/2016 18H,17485
08/28/2016 17H,16895
08/28/2016 16H,16212
08/28/2016 15H,15445
08/28/2016 14H,14660
08/28/2016 13H,14151
08/28/2016 12H,13278
08/28/2016 11H,12612
08/28/2016 10H,12672
08/28/2016 09H,12632
08/28/2016 08H,12797
08/28/2016 07H,12821
08/28/2016 06H,12881
08/28/2016 05H,13659
08/28/2016 04H,14765
08/28/2016 03H,15872
08/28/2016 02H,17170
08/28/2016 01H,18168
08/28/2016 00H,18438
08/27/2016 23H,18979
08/27/2016 22H,19431
08/27/2016 21H,19370
08/27/2016 20H,19130
08/27/2016 19H,18817
08/27/2016 18H,18488
08/27/2016 17H,18086
08/27/2016 16H,17481
08/27/2016 15H,16776
08/27/2016 14H,15963
08/27/2016 13H,15084
08/27/2016 12H,14184
08/27/2016 11H,13758
08/27/2016 10H,13476
08/27/2016 09H,13403
08/27/2016 08H,13827
08/27/2016 07H,14031
08/27/2016 06H,14159
08/27/2016 05H,14972
08/27/2016 04H,16221
08/27/2016 03H,17821
08/27/2016 02H,19536
08/27/2016 01H,20903
08/27/2016 00H,21462
08/26/2016 23H,22306
08/26/2016 22H,23021
08/26/2016 21H,23114
08/26/2016 20H,22821
08/26/2016 19H,22418
08/26/2016 18H,22067
08/26/2016 17H,21408
08/26/2016 16H,20650
08/26/2016 15H,19815
08/26/2016 14H,18951
08/26/2016 13H,18036
08/26/2016 12H,16797
08/26/2016 11H,15312
08/26/2016 10H,14526
08/26/2016 09H,14540
08/26/2016 08H,14763
08/26/2016 07H,14966
08/26/2016 06H,15020
08/26/2016 05H,15040
08/26/2016 04H,15733
08/26/2016 03H,17289
08/26/2016 02H,18849
08/26/2016 01H,19929
08/26/2016 00H,20098
08/25/2016 23H,20335
08/25/2016 22H,20855
08/25/2016 21H,21050
08/25/2016 20H,20851
08/25/2016 19H,20652
08/25/2016 18H,20351
08/25/2016 17H,19732
08/25/2016 16H,19082
08/25/2016 15H,18334
08/25/2016 14H,17469
08/25/2016 13H,16590
08/25/2016 12H,15510
08/25/2016 11H,14486
08/25/2016 10H,14083
08/25/2016 09H,13718
08/25/2016 08H,13424
08/25/2016 07H,13630
08/25/2016 06H,13838
08/25/2016 05H,13936
08/25/2016 04H,15285
08/25/2016 03H,16580
08/25/2016 02H,18095
08/25/2016 01H,19353
08/25/2016 00H,19542
08/24/2016 23H,19993
08/24/2016 22H,20456
08/24/2016 21H,20344
08/24/2016 20H,19884
08/24/2016 19H,19378
08/24/2016 18H,18793
08/24/2016 17H,18053
08/24/2016 16H,17416
08/24/2016 15H,16696
08/24/2016 14H,15920
08/24/2016 13H,15135
08/24/2016 12H,14172
08/24/2016 11H,12937
08/24/2016 10H,12002
08/24/2016 09H,11533
08/24/2016 08H,11623
08/24/2016 07H,11753
08/24/2016 06H,11923
08/24/2016 05H,12151
08/24/2016 04H,13126
08/24/2016 03H,14524
08/24/2016 02H,15983
08/24/2016 01H,17045
08/24/2016 00H,17157
08/23/2016 23H,17484
08/23/2016 22H,17672
08/23/2016 21H,17404
08/23/2016 20H,16978
08/23/2016 19H,16643
08/23/2016 18H,16321
08/23/2016 17H,15910
08/23/2016 16H,15634
08/23/2016 15H,15267
08/23/2016 14H,14790
08/23/2016 13H,14288
08/23/2016 12H,13520
08/23/2016 11H,12347
08/23/2016 10H,11779
08/23/2016 09H,11273
08/23/2016 08H,11446
08/23/2016 07H,11206
08/23/2016 06H,11504
08/23/2016 05H,11797
08/23/2016 04H,12558
08/23/2016 03H,13918
08/23/2016 02H,15433
08/23/2016 01H,16577
08/23/2016 00H,16806
08/22/2016 23H,17415
08/22/2016 22H,17958
08/22/2016 21H,18022
08/22/2016 20H,17960
08/22/2016 19H,17893
08/22/2016 18H,17843
08/22/2016 17H,17785
08/22/2016 16H,17699
08/22/2016 15H,17480
08/22/2016 14H,17112
08/22/2016 13H,16554
08/22/2016 12H,15691
08/22/2016 11H,14541
08/22/2016 10H,14041
08/22/2016 09H,13766
08/22/2016 08H,13852
08/22/2016 07H,14051
08/22/2016 06H,14155
08/22/2016 05H,14384
08/22/2016 04H,15366
08/22/2016 03H,16682
08/22/2016 02H,17990
08/22/2016 01H,18859
08/22/2016 00H,18842
08/21/2016 23H,18940
08/21/2016 22H,19111
08/21/2016 21H,18905
08/21/2016 20H,18546
08/21/2016 19H,18106
08/21/2016 18H,17653
08/21/2016 17H,17182
08/21/2016 16H,16566
08/21/2016 15H,15806
08/21/2016 14H,15001
08/21/2016 13H,14141
08/21/2016 12H,14093
08/21/2016 11H,13519
08/21/2016 10H,13094
08/21/2016 09H,12950
08/21/2016 08H,12781
08/21/2016 07H,12839
08/21/2016 06H,13031
08/21/2016 05H,13502
08/21/2016 04H,14508
08/21/2016 03H,15789
08/21/2016 02H,16993
08/21/2016 01H,17806
08/21/2016 00H,17920
08/20/2016 23H,18456
08/20/2016 22H,18791
08/20/2016 21H,18607
08/20/2016 20H,18396
08/20/2016 19H,18213
08/20/2016 18H,18051
08/20/2016 17H,17829
08/20/2016 16H,17314
08/20/2016 15H,16572
08/20/2016 14H,15665
08/20/2016 13H,14947
08/20/2016 12H,13825
08/20/2016 11H,13481
08/20/2016 10H,13389
08/20/2016 09H,13197
08/20/2016 08H,13049
08/20/2016 07H,13358
08/20/2016 06H,13326
08/20/2016 05H,14002
08/20/2016 04H,15248
08/20/2016 03H,16816
08/20/2016 02H,18306
08/20/2016 01H,19411
08/20/2016 00H,19757
08/19/2016 23H,20549
08/19/2016 22H,21208
08/19/2016 21H,21432
08/19/2016 20H,21316
08/19/2016 19H,21089
08/19/2016 18H,20763
08/19/2016 17H,20248
08/19/2016 16H,19716
08/19/2016 15H,19030
08/19/2016 14H,18243
08/19/2016 13H,17413
08/19/2016 12H,16308
08/19/2016 11H,15018
08/19/2016 10H,14680
08/19/2016 09H,14559
08/19/2016 08H,14568
08/19/2016 07H,14779
08/19/2016 06H,14836
08/19/2016 05H,15207
08/19/2016 04H,16253
08/19/2016 03H,17968
08/19/2016 02H,19681
08/19/2016 01H,20808
08/19/2016 00H,21030
08/18/2016 23H,21667
08/18/2016 22H,22046
08/18/2016 21H,21918
08/18/2016 20H,21585
08/18/2016 19H,21109
08/18/2016 18H,20458
08/18/2016 17H,19593
08/18/2016 16H,18842
08/18/2016 15H,17998
08/18/2016 14H,17056
08/18/2016 13H,16313
08/18/2016 12H,15489
08/18/2016 11H,14691
08/18/2016 10H,14178
08/18/2016 09H,13682
08/18/2016 08H,13575
08/18/2016 07H,13721
08/18/2016 06H,13797
08/18/2016 05H,14008
08/18/2016 04H,15063
08/18/2016 03H,16595
08/18/2016 02H,18293
08/18/2016 01H,19401
08/18/2016 00H,19590
08/17/2016 23H,20182
08/17/2016 22H,20794
08/17/2016 21H,20929
08/17/2016 20H,20858
08/17/2016 19H,20699
08/17/2016 18H,20529
08/17/2016 17H,20312
08/17/2016 16H,20288
08/17/2016 15H,20024
08/17/2016 14H,19577
08/17/2016 13H,19264
08/17/2016 12H,18483
08/17/2016 11H,17469
08/17/2016 10H,16906
08/17/2016 09H,16654
08/17/2016 08H,16606
08/17/2016 07H,16569
08/17/2016 06H,16357
08/17/2016 05H,16373
08/17/2016 04H,17136
08/17/2016 03H,18592
08/17/2016 02H,20089
08/17/2016 01H,21108
08/17/2016 00H,21173
08/16/2016 23H,21411
08/16/2016 22H,21634
08/16/2016 21H,21537
08/16/2016 20H,21444
08/16/2016 19H,21450
08/16/2016 18H,21213
08/16/2016 17H,20548
08/16/2016 16H,19854
08/16/2016 15H,19009
08/16/2016 14H,18218
08/16/2016 13H,17453
08/16/2016 12H,16718
08/16/2016 11H,15951
08/16/2016 10H,15197
08/16/2016 09H,14773
08/16/2016 08H,14707
08/16/2016 07H,14978
08/16/2016 06H,15164
08/16/2016 05H,15398
08/16/2016 04H,16528
08/16/2016 03H,18100
08/16/2016 02H,19969
08/16/2016 01H,21352
08/16/2016 00H,21795
08/15/2016 23H,22622
08/15/2016 22H,23178
08/15/2016 21H,23266
08/15/2016 20H,23046
08/15/2016 19H,22772
08/15/2016 18H,22340
08/15/2016 17H,21750
08/15/2016 16H,21219
08/15/2016 15H,20523
08/15/2016 14H,19666
08/15/2016 13H,18775
08/15/2016 12H,17628
08/15/2016 11H,16455
08/15/2016 10H,16361
08/15/2016 09H,16200
08/15/2016 08H,16224
08/15/2016 07H,16494
08/15/2016 06H,16538
08/15/2016 05H,16924
08/15/2016 04H,18040
08/15/2016 03H,19769
08/15/2016 02H,21510
08/15/2016 01H,22786
08/15/2016 00H,23146
08/14/2016 23H,23747
08/14/2016 22H,23994
08/14/2016 21H,23635
08/14/2016 20H,23209
08/14/2016 19H,22762
08/14/2016 18H,22293
08/14/2016 17H,21579
08/14/2016 16H,20557
08/14/2016 15H,19222
08/14/2016 14H,17546
08/14/2016 13H,15837
08/14/2016 12H,14389
08/14/2016 11H,13622
08/14/2016 10H,14175
08/14/2016 09H,14148
08/14/2016 08H,14260
08/14/2016 07H,14553
08/14/2016 06H,15040
08/14/2016 05H,15330
08/14/2016 04H,16205
08/14/2016 03H,17409
08/14/2016 02H,18865
08/14/2016 01H,19852
08/14/2016 00H,20013
08/13/2016 23H,20473
08/13/2016 22H,20858
08/13/2016 21H,20926
08/13/2016 20H,20786
08/13/2016 19H,20643
08/13/2016 18H,20412
08/13/2016 17H,20095
08/13/2016 16H,19610
08/13/2016 15H,18946
08/13/2016 14H,18048
08/13/2016 13H,17160
08/13/2016 12H,16677
08/13/2016 11H,16209
08/13/2016 10H,16156
08/13/2016 09H,16175
08/13/2016 08H,16047
08/13/2016 07H,16292
08/13/2016 06H,16717
08/13/2016 05H,17378
08/13/2016 04H,18667
08/13/2016 03H,19837
08/13/2016 02H,21378
08/13/2016 01H,22596
08/13/2016 00H,23037
08/12/2016 23H,23739
08/12/2016 22H,24554
08/12/2016 21H,25101
08/12/2016 20H,25463
08/12/2016 19H,25411
08/12/2016 18H,25035
08/12/2016 17H,24402
08/12/2016 16H,23594
08/12/2016 15H,22516
08/12/2016 14H,21232
08/12/2016 13H,19988
08/12/2016 12H,18832
08/12/2016 11H,18039
08/12/2016 10H,17352
08/12/2016 09H,16896
08/12/2016 08H,16887
08/12/2016 07H,17226
08/12/2016 06H,17621
08/12/2016 05H,18481
08/12/2016 04H,19065
08/12/2016 03H,20597
08/12/2016 02H,22500
08/12/2016 01H,23732
08/12/2016 00H,24064
08/11/2016 23H,24555
08/11/2016 22H,25013
08/11/2016 21H,24953
08/11/2016 20H,24699
08/11/2016 19H,24539
08/11/2016 18H,24158
08/11/2016 17H,23323
08/11/2016 16H,22535
08/11/2016 15H,21513
08/11/2016 14H,20348
08/11/2016 13H,19228
08/11/2016 12H,17938
08/11/2016 11H,16973
08/11/2016 10H,16287
08/11/2016 09H,15647
08/11/2016 08H,15518
08/11/2016 07H,15755
08/11/2016 06H,16169
08/11/2016 05H,16302
08/11/2016 04H,16961
08/11/2016 03H,18037
08/11/2016 02H,19458
08/11/2016 01H,20220
08/11/2016 00H,20057
08/10/2016 23H,20215
08/10/2016 22H,20195
08/10/2016 21H,19895
08/10/2016 20H,19446
08/10/2016 19H,19124
08/10/2016 18H,19007
08/10/2016 17H,18871
08/10/2016 16H,18822
08/10/2016 15H,18544
08/10/2016 14H,18020
08/10/2016 13H,17306
08/10/2016 12H,16196
08/10/2016 11H,15234
08/10/2016 10H,14783
08/10/2016 09H,14179
08/10/2016 08H,14030
08/10/2016 07H,14187
08/10/2016 06H,14399
08/10/2016 05H,14598
08/10/2016 04H,15106
08/10/2016 03H,16768
08/10/2016 02H,18449
08/10/2016 01H,19526
08/10/2016 00H,19857
08/9/2016 23H,20538
08/9/2016 22H,20947
08/9/2016 21H,20819
08/9/2016 20H,20437
08/9/2016 19H,19902
08/9/2016 18H,19321
08/9/2016 17H,18570
08/9/2016 16H,17932
08/9/2016 15H,17209
08/9/2016 14H,16463
08/9/2016 13H,15735
08/9/2016 12H,15051
08/9/2016 11H,14093
08/9/2016 10H,13344
08/9/2016 09H,12901
08/9/2016 08H,12836
08/9/2016 07H,13167
08/9/2016 06H,13397
08/9/2016 05H,13803
08/9/2016 04H,14521
08/9/2016 03H,16089
08/9/2016 02H,17883
08/9/2016 01H,18999
08/9/2016 00H,19424
08/8/2016 23H,20173
08/8/2016 22H,20434
08/8/2016 21H,20229
08/8/2016 20H,19841
08/8/2016 19H,19513
08/8/2016 18H,19096
08/8/2016 17H,18566
08/8/2016 16H,18019
08/8/2016 15H,17434
08/8/2016 14H,16706
08/8/2016 13H,15944
08/8/2016 12H,14904
08/8/2016 11H,14072
08/8/2016 10H,13185
08/8/2016 09H,13125
08/8/2016 08H,13027
08/8/2016 07H,12994
08/8/2016 06H,13226
08/8/2016 05H,13845
08/8/2016 04H,14695
08/8/2016 03H,15901
08/8/2016 02H,17356
08/8/2016 01H,18169
08/8/2016 00H,18384
08/7/2016 23H,18913
08/7/2016 22H,18967
08/7/2016 21H,18614
08/7/2016 20H,18143
08/7/2016 19H,17770
08/7/2016 18H,17485
08/7/2016 17H,17098
08/7/2016 16H,16476
08/7/2016 15H,15693
08/7/2016 14H,14813
08/7/2016 13H,14067
08/7/2016 12H,13227
08/7/2016 11H,13020
08/7/2016 10H,13009
08/7/2016 09H,13065
08/7/2016 08H,13079
08/7/2016 07H,13500
08/7/2016 06H,13886
08/7/2016 05H,14209
08/7/2016 04H,15349
08/7/2016 03H,16860
08/7/2016 02H,18281
08/7/2016 01H,19111
08/7/2016 00H,19442
08/6/2016 23H,20098
08/6/2016 22H,20509
08/6/2016 21H,20364
08/6/2016 20H,20011
08/6/2016 19H,19583
08/6/2016 18H,19115
08/6/2016 17H,18470
08/6/2016 16H,17876
08/6/2016 15H,17203
08/6/2016 14H,16286
08/6/2016 13H,15128
08/6/2016 12H,13986
08/6/2016 11H,13214
08/6/2016 10H,13248
08/6/2016 09H,13326
08/6/2016 08H,13125
08/6/2016 07H,13453
08/6/2016 06H,13543
08/6/2016 05H,14013
08/6/2016 04H,15204
08/6/2016 03H,16682
08/6/2016 02H,18058
08/6/2016 01H,18869
08/6/2016 00H,19269
08/5/2016 23H,20098
08/5/2016 22H,20588
08/5/2016 21H,20540
08/5/2016 20H,20246
08/5/2016 19H,19937
08/5/2016 18H,19450
08/5/2016 17H,18843
08/5/2016 16H,18256
08/5/2016 15H,17524
08/5/2016 14H,16705
08/5/2016 13H,15800
08/5/2016 12H,14757
08/5/2016 11H,13943
08/5/2016 10H,13441
08/5/2016 09H,13205
08/5/2016 08H,13152
08/5/2016 07H,12913
08/5/2016 06H,13074
08/5/2016 05H,13374
08/5/2016 04H,14286
08/5/2016 03H,15886
08/5/2016 02H,17503
08/5/2016 01H,18373
08/5/2016 00H,18688
08/4/2016 23H,19435
08/4/2016 22H,19767
08/4/2016 21H,19627
08/4/2016 20H,19262
08/4/2016 19H,18874
08/4/2016 18H,18429
08/4/2016 17H,17861
08/4/2016 16H,17357
08/4/2016 15H,16761
08/4/2016 14H,16055
08/4/2016 13H,15273
08/4/2016 12H,14350
08/4/2016 11H,13661
08/4/2016 10H,12812
08/4/2016 09H,12461
08/4/2016 08H,12504
08/4/2016 07H,12640
08/4/2016 06H,12668
08/4/2016 05H,12809
08/4/2016 04H,13721
08/4/2016 03H,15237
08/4/2016 02H,16820
08/4/2016 01H,17640
08/4/2016 00H,17927
08/3/2016 23H,18536
08/3/2016 22H,18851
08/3/2016 21H,18755
08/3/2016 20H,18470
08/3/2016 19H,18110
08/3/2016 18H,17683
08/3/2016 17H,17134
08/3/2016 16H,16718
08/3/2016 15H,16192
08/3/2016 14H,15587
08/3/2016 13H,14971
08/3/2016 12H,14076
08/3/2016 11H,13017
08/3/2016 10H,12616
08/3/2016 09H,12547
08/3/2016 08H,12365
08/3/2016 07H,12127
08/3/2016 06H,12290
08/3/2016 05H,12405
08/3/2016 04H,13261
08/3/2016 03H,14593
08/3/2016 02H,16018
08/3/2016 01H,16711
08/3/2016 00H,16842
08/2/2016 23H,17278
08/2/2016 22H,17373
08/2/2016 21H,17189
08/2/2016 20H,17031
08/2/2016 19H,17015
08/2/2016 18H,17065
08/2/2016 17H,16983
08/2/2016 16H,16928
08/2/2016 15H,16726
08/2/2016 14H,16294
08/2/2016 13H,15842
08/2/2016 12H,15051
08/2/2016 11H,13934
08/2/2016 10H,13289
08/2/2016 09H,12866
08/2/2016 08H,12725
08/2/2016 07H,12685
08/2/2016 06H,12709
08/2/2016 05H,12989
08/2/2016 04H,13908
08/2/2016 03H,15318
08/2/2016 02H,16736
08/2/2016 01H,17581
08/2/2016 00H,17696
08/1/2016 23H,18031
08/1/2016 22H,18388
08/1/2016 21H,18467
08/1/2016 20H,18516
08/1/2016 19H,18604
08/1/2016 18H,18505
08/1/2016 17H,18251
08/1/2016 16H,18016
08/1/2016 15H,17598
08/1/2016 14H,17004
08/1/2016 13H,16258
08/1/2016 12H,15355
08/1/2016 11H,14258
08/1/2016 10H,13385
08/1/2016 09H,13217
08/1/2016 08H,13162
08/1/2016 07H,13297
08/1/2016 06H,13212
08/1/2016 05H,13371
08/1/2016 04H,13794
08/1/2016 03H,15025
08/1/2016 02H,16245
08/1/2016 01H,16864
08/1/2016 00H,16858
07/31/2016 23H,16986
07/31/2016 22H,17025
07/31/2016 21H,16755
07/31/2016 20H,16452
07/31/2016 19H,16310
07/31/2016 18H,16227
07/31/2016 17H,16138
07/31/2016 16H,15943
07/31/2016 15H,15581
07/31/2016 14H,15034
07/31/2016 13H,14308
07/31/2016 12H,13906
07/31/2016 11H,13924
07/31/2016 10H,13937
07/31/2016 09H,13845
07/31/2016 08H,13792
07/31/2016 07H,14026
07/31/2016 06H,14018
07/31/2016 05H,14507
07/31/2016 04H,15260
07/31/2016 03H,16476
07/31/2016 02H,17605
07/31/2016 01H,18198
07/31/2016 00H,18296
07/30/2016 23H,18756
07/30/2016 22H,19122
07/30/2016 21H,19052
07/30/2016 20H,18875
07/30/2016 19H,18707
07/30/2016 18H,18453
07/30/2016 17H,18018
07/30/2016 16H,17417
07/30/2016 15H,16764
07/30/2016 14H,15963
07/30/2016 13H,15354
07/30/2016 12H,14338
07/30/2016 11H,13832
07/30/2016 10H,13648
07/30/2016 09H,13546
07/30/2016 08H,13472
07/30/2016 07H,13654
07/30/2016 06H,14170
07/30/2016 05H,14575
07/30/2016 04H,15804
07/30/2016 03H,17407
07/30/2016 02H,18855
07/30/2016 01H,19619
07/30/2016 00H,20054
07/29/2016 23H,20833
07/29/2016 22H,21368
07/29/2016 21H,21354
07/29/2016 20H,20966
07/29/2016 19H,20457
07/29/2016 18H,19863
07/29/2016 17H,19478
07/29/2016 16H,19320
07/29/2016 15H,19082
07/29/2016 14H,18762
07/29/2016 13H,18275
07/29/2016 12H,17590
07/29/2016 11H,16641
07/29/2016 10H,15811
07/29/2016 09H,15465
07/29/2016 08H,15699
07/29/2016 07H,16036
07/29/2016 06H,16352
07/29/2016 05H,16782
07/29/2016 04H,17839
07/29/2016 03H,19538
07/29/2016 02H,21295
07/29/2016 01H,22273
07/29/2016 00H,22531
07/28/2016 23H,23165
07/28/2016 22H,23698
07/28/2016 21H,23738
07/28/2016 20H,23689
07/28/2016 19H,23573
07/28/2016 18H,23268
07/28/2016 17H,22590
07/28/2016 16H,21882
07/28/2016 15H,20885
07/28/2016 14H,19621
07/28/2016 13H,18372
07/28/2016 12H,17083
07/28/2016 11H,15827
07/28/2016 10H,15200
07/28/2016 09H,14931
07/28/2016 08H,15158
07/28/2016 07H,15268
07/28/2016 06H,15334
07/28/2016 05H,15816
07/28/2016 04H,17085
07/28/2016 03H,18875
07/28/2016 02H,20761
07/28/2016 01H,21781
07/28/2016 00H,22378
07/27/2016 23H,23212
07/27/2016 22H,23620
07/27/2016 21H,23487
07/27/2016 20H,23149
07/27/2016 19H,22817
07/27/2016 18H,22384
07/27/2016 17H,21730
07/27/2016 16H,20981
07/27/2016 15H,20071
07/27/2016 14H,19023
07/27/2016 13H,17998
07/27/2016 12H,16801
07/27/2016 11H,15665
07/27/2016 10H,15113
07/27/2016 09H,14892
07/27/2016 08H,14937
07/27/2016 07H,15315
07/27/2016 06H,15459
07/27/2016 05H,16013
07/27/2016 04H,17319
07/27/2016 03H,19015
07/27/2016 02H,20987
07/27/2016 01H,22038
07/27/2016 00H,22679
07/26/2016 23H,23445
07/26/2016 22H,23839
07/26/2016 21H,23742
07/26/2016 20H,23455
07/26/2016 19H,23159
07/26/2016 18H,22690
07/26/2016 17H,22014
07/26/2016 16H,21468
07/26/2016 15H,20685
07/26/2016 14H,19754
07/26/2016 13H,18782
07/26/2016 12H,17587
07/26/2016 11H,16559
07/26/2016 10H,15724
07/26/2016 09H,15439
07/26/2016 08H,15465
07/26/2016 07H,15820
07/26/2016 06H,16142
07/26/2016 05H,16555
07/26/2016 04H,17355
07/26/2016 03H,19012
07/26/2016 02H,20597
07/26/2016 01H,21609
07/26/2016 00H,22101
07/25/2016 23H,22726
07/25/2016 22H,23220
07/25/2016 21H,23411
07/25/2016 20H,23641
07/25/2016 19H,23591
07/25/2016 18H,23074
07/25/2016 17H,22124
07/25/2016 16H,21175
07/25/2016 15H,19975
07/25/2016 14H,18640
07/25/2016 13H,17448
07/25/2016 12H,16180
07/25/2016 11H,14779
07/25/2016 10H,13793
07/25/2016 09H,13402
07/25/2016 08H,13340
07/25/2016 07H,13867
07/25/2016 06H,14194
07/25/2016 05H,14761
07/25/2016 04H,15850
07/25/2016 03H,17128
07/25/2016 02H,18778
07/25/2016 01H,19528
07/25/2016 00H,19935
07/24/2016 23H,20478
07/24/2016 22H,20542
07/24/2016 21H,20085
07/24/2016 20H,19513
07/24/2016 19H,18933
07/24/2016 18H,18408
07/24/2016 17H,17970
07/24/2016 16H,17248
07/24/2016 15H,16383
07/24/2016 14H,15419
07/24/2016 13H,14276
07/24/2016 12H,13787
07/24/2016 11H,13727
07/24/2016 10H,13472
07/24/2016 09H,13592
07/24/2016 08H,13836
07/24/2016 07H,14095
07/24/2016 06H,14220
07/24/2016 05H,14679
07/24/2016 04H,15662
07/24/2016 03H,16998
07/24/2016 02H,18462
07/24/2016 01H,19281
07/24/2016 00H,20158
07/23/2016 23H,21262
07/23/2016 22H,21929
07/23/2016 21H,21926
07/23/2016 20H,21733
07/23/2016 19H,21553
07/23/2016 18H,21333
07/23/2016 17H,20895
07/23/2016 16H,20313
07/23/2016 15H,19520
07/23/2016 14H,18473
07/23/2016 13H,17261
07/23/2016 12H,16298
07/23/2016 11H,15754
07/23/2016 10H,15444
07/23/2016 09H,15275
07/23/2016 08H,15567
07/23/2016 07H,15853
07/23/2016 06H,16338
07/23/2016 05H,16980
07/23/2016 04H,18088
07/23/2016 03H,19676
07/23/2016 02H,21387
07/23/2016 01H,22423
07/23/2016 00H,23141
07/22/2016 23H,23880
07/22/2016 22H,24305
07/22/2016 21H,24254
07/22/2016 20H,24015
07/22/2016 19H,23646
07/22/2016 18H,23086
07/22/2016 17H,22213
07/22/2016 16H,21262
07/22/2016 15H,20179
07/22/2016 14H,18955
07/22/2016 13H,17877
