Demand for New England (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389942&sdid=EBA.NE-ALL.D.H
12:32:10 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.D.H megawatthours
07/7/2020 03H,14725
07/7/2020 02H,16068
07/7/2020 01H,16821
07/7/2020 00H,17577
07/6/2020 23H,18263
07/6/2020 22H,18355
07/6/2020 21H,17935
07/6/2020 20H,17454
07/6/2020 19H,17056
07/6/2020 18H,16791
07/6/2020 17H,16384
07/6/2020 16H,15922
07/6/2020 15H,15449
07/6/2020 14H,14955
07/6/2020 13H,14710
07/6/2020 12H,14001
07/6/2020 11H,13284
07/6/2020 10H,12410
07/6/2020 09H,12010
07/6/2020 08H,11945
07/6/2020 07H,12210
07/6/2020 06H,12452
07/6/2020 05H,13083
07/6/2020 04H,13987
07/6/2020 03H,15374
07/6/2020 02H,16614
07/6/2020 01H,17203
07/6/2020 00H,17607
07/5/2020 23H,17979
07/5/2020 22H,17754
07/5/2020 21H,17015
07/5/2020 20H,16168
07/5/2020 19H,15343
07/5/2020 18H,14639
07/5/2020 17H,13988
07/5/2020 16H,13439
07/5/2020 15H,12965
07/5/2020 14H,12597
07/5/2020 13H,12430
07/5/2020 12H,12020
07/5/2020 11H,11591
07/5/2020 10H,11328
07/5/2020 09H,11365
07/5/2020 08H,11488
07/5/2020 07H,11510
07/5/2020 06H,11670
07/5/2020 05H,12078
07/5/2020 04H,12982
07/5/2020 03H,13924
07/5/2020 02H,14657
07/5/2020 01H,15114
07/5/2020 00H,15574
07/4/2020 23H,15918
07/4/2020 22H,15589
07/4/2020 21H,14876
07/4/2020 20H,14206
07/4/2020 19H,13660
07/4/2020 18H,13234
07/4/2020 17H,12902
07/4/2020 16H,12583
07/4/2020 15H,12351
07/4/2020 14H,12052
07/4/2020 13H,12112
07/4/2020 12H,11593
07/4/2020 11H,11191
07/4/2020 10H,11182
07/4/2020 09H,11159
07/4/2020 08H,10997
07/4/2020 07H,11145
07/4/2020 06H,11168
07/4/2020 05H,11570
07/4/2020 04H,12220
07/4/2020 03H,13197
07/4/2020 02H,14092
07/4/2020 01H,14542
07/4/2020 00H,14881
07/3/2020 23H,15358
07/3/2020 22H,15638
07/3/2020 21H,15641
07/3/2020 20H,15652
07/3/2020 19H,15676
07/3/2020 18H,15514
07/3/2020 17H,15507
07/3/2020 16H,15374
07/3/2020 15H,15012
07/3/2020 14H,14639
07/3/2020 13H,14086
07/3/2020 12H,13507
07/3/2020 11H,13139
07/3/2020 10H,12726
07/3/2020 09H,12582
07/3/2020 08H,12589
07/3/2020 07H,12695
07/3/2020 06H,13221
07/3/2020 05H,14056
07/3/2020 04H,15226
07/3/2020 03H,16697
07/3/2020 02H,18164
07/3/2020 01H,19047
07/3/2020 00H,19777
07/2/2020 23H,20413
07/2/2020 22H,20323
07/2/2020 21H,19582
07/2/2020 20H,18729
07/2/2020 19H,17918
07/2/2020 18H,17135
07/2/2020 17H,16283
07/2/2020 16H,15483
07/2/2020 15H,14684
07/2/2020 14H,14054
07/2/2020 13H,13526
07/2/2020 12H,12821
07/2/2020 11H,11845
07/2/2020 10H,11004
07/2/2020 09H,10608
07/2/2020 08H,10767
07/2/2020 07H,11023
07/2/2020 06H,11251
07/2/2020 05H,11842
07/2/2020 04H,12806
07/2/2020 03H,14049
07/2/2020 02H,15201
07/2/2020 01H,15756
07/2/2020 00H,16148
07/1/2020 23H,16605
07/1/2020 22H,16741
07/1/2020 21H,16461
07/1/2020 20H,16253
07/1/2020 19H,16056
07/1/2020 18H,15689
07/1/2020 17H,15171
07/1/2020 16H,14805
07/1/2020 15H,14468
07/1/2020 14H,14108
07/1/2020 13H,13589
07/1/2020 12H,12823
07/1/2020 11H,11921
07/1/2020 10H,11200
07/1/2020 09H,10832
07/1/2020 08H,10712
07/1/2020 07H,10871
07/1/2020 06H,11014
07/1/2020 05H,11555
07/1/2020 04H,12389
07/1/2020 03H,13475
07/1/2020 02H,14523
07/1/2020 01H,15044
07/1/2020 00H,15373
06/30/2020 23H,15742
06/30/2020 22H,15792
06/30/2020 21H,15415
06/30/2020 20H,15072
06/30/2020 19H,14945
06/30/2020 18H,14897
06/30/2020 17H,14844
06/30/2020 16H,14682
06/30/2020 15H,14440
06/30/2020 14H,14198
06/30/2020 13H,13834
06/30/2020 12H,13079
06/30/2020 11H,12234
06/30/2020 10H,12126
06/30/2020 09H,11980
06/30/2020 08H,11855
06/30/2020 07H,11809
06/30/2020 06H,11679
06/30/2020 05H,11930
06/30/2020 04H,12479
06/30/2020 03H,13579
06/30/2020 02H,14648
06/30/2020 01H,15291
06/30/2020 00H,15689
06/29/2020 23H,16068
06/29/2020 22H,16188
06/29/2020 21H,16139
06/29/2020 20H,16432
06/29/2020 19H,16524
06/29/2020 18H,16390
06/29/2020 17H,16170
06/29/2020 16H,15795
06/29/2020 15H,15494
06/29/2020 14H,15185
06/29/2020 13H,14612
06/29/2020 12H,13788
06/29/2020 11H,12818
06/29/2020 10H,12529
06/29/2020 09H,12265
06/29/2020 08H,12120
06/29/2020 07H,12269
06/29/2020 06H,12116
06/29/2020 05H,12262
06/29/2020 04H,13070
06/29/2020 03H,14145
06/29/2020 02H,15222
06/29/2020 01H,15844
06/29/2020 00H,16336
06/28/2020 23H,16955
06/28/2020 22H,17253
06/28/2020 21H,17038
06/28/2020 20H,16736
06/28/2020 19H,16383
06/28/2020 18H,16047
06/28/2020 17H,15577
06/28/2020 16H,14636
06/28/2020 15H,13526
06/28/2020 14H,12610
06/28/2020 13H,11813
06/28/2020 12H,11533
06/28/2020 11H,11065
06/28/2020 10H,10830
06/28/2020 09H,10915
06/28/2020 08H,11018
06/28/2020 07H,11014
06/28/2020 06H,11195
06/28/2020 05H,11823
06/28/2020 04H,12659
06/28/2020 03H,13629
06/28/2020 02H,14493
06/28/2020 01H,14859
06/28/2020 00H,15075
06/27/2020 23H,15340
06/27/2020 22H,15357
06/27/2020 21H,15232
06/27/2020 20H,15296
06/27/2020 19H,15481
06/27/2020 18H,15677
06/27/2020 17H,15638
06/27/2020 16H,14907
06/27/2020 15H,13992
06/27/2020 14H,13185
06/27/2020 13H,12830
06/27/2020 12H,12252
06/27/2020 11H,11737
06/27/2020 10H,11192
06/27/2020 09H,11193
06/27/2020 08H,11356
06/27/2020 07H,11390
06/27/2020 06H,11771
06/27/2020 05H,12604
06/27/2020 04H,13744
06/27/2020 03H,15142
06/27/2020 02H,16415
06/27/2020 01H,17052
06/27/2020 00H,17810
06/26/2020 23H,18351
06/26/2020 22H,18177
06/26/2020 21H,17796
06/26/2020 20H,17512
06/26/2020 19H,17252
06/26/2020 18H,16961
06/26/2020 17H,16425
06/26/2020 16H,15862
06/26/2020 15H,15232
06/26/2020 14H,14670
06/26/2020 13H,14300
06/26/2020 12H,13657
06/26/2020 11H,12646
06/26/2020 10H,12034
06/26/2020 09H,11723
06/26/2020 08H,11740
06/26/2020 07H,12029
06/26/2020 06H,12555
06/26/2020 05H,13062
06/26/2020 04H,13871
06/26/2020 03H,15290
06/26/2020 02H,16679
06/26/2020 01H,17380
06/26/2020 00H,18135
06/25/2020 23H,18674
06/25/2020 22H,18519
06/25/2020 21H,17924
06/25/2020 20H,17308
06/25/2020 19H,16826
06/25/2020 18H,16420
06/25/2020 17H,16009
06/25/2020 16H,15579
06/25/2020 15H,15179
06/25/2020 14H,14531
06/25/2020 13H,14631
06/25/2020 12H,13777
06/25/2020 11H,13158
06/25/2020 10H,12403
06/25/2020 09H,12356
06/25/2020 08H,12341
06/25/2020 07H,12462
06/25/2020 06H,12759
06/25/2020 05H,13347
06/25/2020 04H,14283
06/25/2020 03H,15878
06/25/2020 02H,17487
06/25/2020 01H,18501
06/25/2020 00H,19513
06/24/2020 23H,20200
06/24/2020 22H,20323
06/24/2020 21H,19691
06/24/2020 20H,19101
06/24/2020 19H,18968
06/24/2020 18H,18841
06/24/2020 17H,18242
06/24/2020 16H,17910
06/24/2020 15H,17570
06/24/2020 14H,17011
06/24/2020 13H,16377
06/24/2020 12H,15443
06/24/2020 11H,14420
06/24/2020 10H,13836
06/24/2020 09H,13558
06/24/2020 08H,13527
06/24/2020 07H,13540
06/24/2020 06H,13770
06/24/2020 05H,14549
06/24/2020 04H,15739
06/24/2020 03H,17308
06/24/2020 02H,18635
06/24/2020 01H,19519
06/24/2020 00H,20382
06/23/2020 23H,20986
06/23/2020 22H,21094
06/23/2020 21H,20701
06/23/2020 20H,20241
06/23/2020 19H,19812
06/23/2020 18H,19327
06/23/2020 17H,18597
06/23/2020 16H,17679
06/23/2020 15H,16676
06/23/2020 14H,15876
06/23/2020 13H,15245
06/23/2020 12H,14400
06/23/2020 11H,13329
06/23/2020 10H,12750
06/23/2020 09H,13015
06/23/2020 08H,12991
06/23/2020 07H,13130
06/23/2020 06H,13548
06/23/2020 05H,14133
06/23/2020 04H,15229
06/23/2020 03H,16517
06/23/2020 02H,17722
06/23/2020 01H,18566
06/23/2020 00H,19300
06/22/2020 23H,19911
06/22/2020 22H,20062
06/22/2020 21H,19558
06/22/2020 20H,19027
06/22/2020 19H,18546
06/22/2020 18H,18081
06/22/2020 17H,17566
06/22/2020 16H,17014
06/22/2020 15H,16446
06/22/2020 14H,16052
06/22/2020 13H,15749
06/22/2020 12H,14998
06/22/2020 11H,14247
06/22/2020 10H,13626
06/22/2020 09H,13494
06/22/2020 08H,13469
06/22/2020 07H,13607
06/22/2020 06H,13940
06/22/2020 05H,14209
06/22/2020 04H,15121
06/22/2020 03H,16331
06/22/2020 02H,17752
06/22/2020 01H,18358
06/22/2020 00H,18806
06/21/2020 23H,19108
06/21/2020 22H,19047
06/21/2020 21H,18710
06/21/2020 20H,18244
06/21/2020 19H,17746
06/21/2020 18H,17319
06/21/2020 17H,16810
06/21/2020 16H,16096
06/21/2020 15H,15175
06/21/2020 14H,14275
06/21/2020 13H,13518
06/21/2020 12H,13212
06/21/2020 11H,12560
06/21/2020 10H,12320
06/21/2020 09H,12510
06/21/2020 08H,12770
06/21/2020 07H,13062
06/21/2020 06H,13332
06/21/2020 05H,13993
06/21/2020 04H,15137
06/21/2020 03H,16536
06/21/2020 02H,17835
06/21/2020 01H,18466
06/21/2020 00H,19133
06/20/2020 23H,19647
06/20/2020 22H,19487
06/20/2020 21H,18873
06/20/2020 20H,18230
06/20/2020 19H,17670
06/20/2020 18H,17156
06/20/2020 17H,16668
06/20/2020 16H,15950
06/20/2020 15H,15097
06/20/2020 14H,14368
06/20/2020 13H,13928
06/20/2020 12H,13488
06/20/2020 11H,12791
06/20/2020 10H,12264
06/20/2020 09H,12181
06/20/2020 08H,12355
06/20/2020 07H,12738
06/20/2020 06H,12932
06/20/2020 05H,13379
06/20/2020 04H,14491
06/20/2020 03H,15883
06/20/2020 02H,17237
06/20/2020 01H,17910
06/20/2020 00H,18678
06/19/2020 23H,19223
06/19/2020 22H,19233
06/19/2020 21H,18831
06/19/2020 20H,18411
06/19/2020 19H,18037
06/19/2020 18H,17624
06/19/2020 17H,17028
06/19/2020 16H,16387
06/19/2020 15H,15805
06/19/2020 14H,15315
06/19/2020 13H,14843
06/19/2020 12H,14005
06/19/2020 11H,13403
06/19/2020 10H,13103
06/19/2020 09H,12896
06/19/2020 08H,12858
06/19/2020 07H,13139
06/19/2020 06H,13611
06/19/2020 05H,14037
06/19/2020 04H,14359
06/19/2020 03H,15672
06/19/2020 02H,17042
06/19/2020 01H,17722
06/19/2020 00H,18353
06/18/2020 23H,18766
06/18/2020 22H,18561
06/18/2020 21H,17882
06/18/2020 20H,17183
06/18/2020 19H,16541
06/18/2020 18H,15938
06/18/2020 17H,15166
06/18/2020 16H,14510
06/18/2020 15H,13880
06/18/2020 14H,13491
06/18/2020 13H,13221
06/18/2020 12H,12807
06/18/2020 11H,11977
06/18/2020 10H,11519
06/18/2020 09H,11117
06/18/2020 08H,11031
06/18/2020 07H,11183
06/18/2020 06H,11345
06/18/2020 05H,11728
06/18/2020 04H,12512
06/18/2020 03H,13642
06/18/2020 02H,14845
06/18/2020 01H,15412
06/18/2020 00H,15977
06/17/2020 23H,16292
06/17/2020 22H,15916
06/17/2020 21H,15007
06/17/2020 20H,14164
06/17/2020 19H,13581
06/17/2020 18H,13161
06/17/2020 17H,12752
06/17/2020 16H,12419
06/17/2020 15H,12119
06/17/2020 14H,12007
06/17/2020 13H,12089
06/17/2020 12H,11682
06/17/2020 11H,10923
06/17/2020 10H,10097
06/17/2020 09H,9707
06/17/2020 08H,9843
06/17/2020 07H,9977
06/17/2020 06H,10048
06/17/2020 05H,10416
06/17/2020 04H,11266
06/17/2020 03H,12447
06/17/2020 02H,13595
06/17/2020 01H,14145
06/17/2020 00H,14603
06/16/2020 23H,14847
06/16/2020 22H,14458
06/16/2020 21H,13609
06/16/2020 20H,12916
06/16/2020 19H,12482
06/16/2020 18H,12261
06/16/2020 17H,12001
06/16/2020 16H,12049
06/16/2020 15H,11901
06/16/2020 14H,11848
06/16/2020 13H,11812
06/16/2020 12H,11480
06/16/2020 11H,10811
06/16/2020 10H,10433
06/16/2020 09H,10081
06/16/2020 08H,10192
06/16/2020 07H,10264
06/16/2020 06H,10296
06/16/2020 05H,10461
06/16/2020 04H,10863
06/16/2020 03H,11886
06/16/2020 02H,12972
06/16/2020 01H,13443
06/16/2020 00H,13677
06/15/2020 23H,13815
06/15/2020 22H,13500
06/15/2020 21H,12917
06/15/2020 20H,12574
06/15/2020 19H,12462
06/15/2020 18H,12351
06/15/2020 17H,12012
06/15/2020 16H,11658
06/15/2020 15H,11459
06/15/2020 14H,11422
06/15/2020 13H,11471
06/15/2020 12H,11156
06/15/2020 11H,10511
06/15/2020 10H,9843
06/15/2020 09H,9616
06/15/2020 08H,9436
06/15/2020 07H,9469
06/15/2020 06H,9478
06/15/2020 05H,9917
06/15/2020 04H,10320
06/15/2020 03H,11268
06/15/2020 02H,12203
06/15/2020 01H,12589
06/15/2020 00H,12682
06/14/2020 23H,12680
06/14/2020 22H,12171
06/14/2020 21H,11244
06/14/2020 20H,10607
06/14/2020 19H,10327
06/14/2020 18H,10180
06/14/2020 17H,10002
06/14/2020 16H,9870
06/14/2020 15H,9672
06/14/2020 14H,9521
06/14/2020 13H,9553
06/14/2020 12H,9326
06/14/2020 11H,8952
06/14/2020 10H,8793
06/14/2020 09H,8604
06/14/2020 08H,8638
06/14/2020 07H,8805
06/14/2020 06H,9131
06/14/2020 05H,9878
06/14/2020 04H,10439
06/14/2020 03H,11246
06/14/2020 02H,12099
06/14/2020 01H,12447
06/14/2020 00H,12640
06/13/2020 23H,12791
06/13/2020 22H,12442
06/13/2020 21H,11780
06/13/2020 20H,11374
06/13/2020 19H,11128
06/13/2020 18H,10951
06/13/2020 17H,10846
06/13/2020 16H,10707
06/13/2020 15H,10519
06/13/2020 14H,10224
06/13/2020 13H,10096
06/13/2020 12H,9869
06/13/2020 11H,9592
06/13/2020 10H,9363
06/13/2020 09H,9442
06/13/2020 08H,9563
06/13/2020 07H,9883
06/13/2020 06H,10387
06/13/2020 05H,11135
06/13/2020 04H,12152
06/13/2020 03H,13407
06/13/2020 02H,14618
06/13/2020 01H,15239
06/13/2020 00H,15835
06/12/2020 23H,16293
06/12/2020 22H,16168
06/12/2020 21H,15743
06/12/2020 20H,15282
06/12/2020 19H,14950
06/12/2020 18H,14656
06/12/2020 17H,14356
06/12/2020 16H,14092
06/12/2020 15H,13786
06/12/2020 14H,13539
06/12/2020 13H,13231
06/12/2020 12H,12857
06/12/2020 11H,12192
06/12/2020 10H,11821
06/12/2020 09H,11526
06/12/2020 08H,11481
06/12/2020 07H,11497
06/12/2020 06H,11759
06/12/2020 05H,12162
06/12/2020 04H,12578
06/12/2020 03H,13411
06/12/2020 02H,14342
06/12/2020 01H,14829
06/12/2020 00H,15136
06/11/2020 23H,15484
06/11/2020 22H,15620
06/11/2020 21H,15377
06/11/2020 20H,15299
06/11/2020 19H,15403
06/11/2020 18H,15450
06/11/2020 17H,15383
06/11/2020 16H,15233
06/11/2020 15H,15041
06/11/2020 14H,14642
06/11/2020 13H,14076
06/11/2020 12H,13212
06/11/2020 11H,12251
06/11/2020 10H,11714
06/11/2020 09H,11526
06/11/2020 08H,11399
06/11/2020 07H,11497
06/11/2020 06H,11585
06/11/2020 05H,12004
06/11/2020 04H,12497
06/11/2020 03H,13426
06/11/2020 02H,14527
06/11/2020 01H,15119
06/11/2020 00H,15437
06/10/2020 23H,15784
06/10/2020 22H,15895
06/10/2020 21H,15452
06/10/2020 20H,14937
06/10/2020 19H,14502
06/10/2020 18H,14030
06/10/2020 17H,13586
06/10/2020 16H,13197
06/10/2020 15H,12919
06/10/2020 14H,12754
06/10/2020 13H,12774
06/10/2020 12H,12800
06/10/2020 11H,12043
06/10/2020 10H,11494
06/10/2020 09H,11134
06/10/2020 08H,11065
06/10/2020 07H,11291
06/10/2020 06H,11465
06/10/2020 05H,11553
06/10/2020 04H,12146
06/10/2020 03H,13339
06/10/2020 02H,14502
06/10/2020 01H,15102
06/10/2020 00H,15454
06/9/2020 23H,15742
06/9/2020 22H,15642
06/9/2020 21H,14933
06/9/2020 20H,14215
06/9/2020 19H,13528
06/9/2020 18H,13199
06/9/2020 17H,13173
06/9/2020 16H,13028
06/9/2020 15H,12665
06/9/2020 14H,12528
06/9/2020 13H,12597
06/9/2020 12H,11785
06/9/2020 11H,10959
06/9/2020 10H,10633
06/9/2020 09H,10398
06/9/2020 08H,10265
06/9/2020 07H,10402
06/9/2020 06H,10656
06/9/2020 05H,10775
06/9/2020 04H,11399
06/9/2020 03H,12404
06/9/2020 02H,13550
06/9/2020 01H,14145
06/9/2020 00H,14540
06/8/2020 23H,14749
06/8/2020 22H,14300
06/8/2020 21H,13370
06/8/2020 20H,12833
06/8/2020 19H,12437
06/8/2020 18H,12206
06/8/2020 17H,11951
06/8/2020 16H,11647
06/8/2020 15H,11279
06/8/2020 14H,11248
06/8/2020 13H,11270
06/8/2020 12H,11008
06/8/2020 11H,10583
06/8/2020 10H,9960
06/8/2020 09H,9774
06/8/2020 08H,9627
06/8/2020 07H,9742
06/8/2020 06H,9745
06/8/2020 05H,9917
06/8/2020 04H,10400
06/8/2020 03H,11330
06/8/2020 02H,12224
06/8/2020 01H,12621
06/8/2020 00H,12657
06/7/2020 23H,12622
06/7/2020 22H,12173
06/7/2020 21H,11466
06/7/2020 20H,11098
06/7/2020 19H,11106
06/7/2020 18H,11177
06/7/2020 17H,11179
06/7/2020 16H,10920
06/7/2020 15H,10805
06/7/2020 14H,10294
06/7/2020 13H,10086
06/7/2020 12H,9981
06/7/2020 11H,9785
06/7/2020 10H,9462
06/7/2020 09H,9561
06/7/2020 08H,9669
06/7/2020 07H,9772
06/7/2020 06H,10473
06/7/2020 05H,11056
06/7/2020 04H,11881
06/7/2020 03H,13113
06/7/2020 02H,14413
06/7/2020 01H,15069
06/7/2020 00H,15550
06/6/2020 23H,15975
06/6/2020 22H,15945
06/6/2020 21H,15670
06/6/2020 20H,16072
06/6/2020 19H,16057
06/6/2020 18H,15483
06/6/2020 17H,14910
06/6/2020 16H,14253
06/6/2020 15H,13697
06/6/2020 14H,13184
06/6/2020 13H,12385
06/6/2020 12H,11696
06/6/2020 11H,11127
06/6/2020 10H,10840
06/6/2020 09H,10785
06/6/2020 08H,10882
06/6/2020 07H,11161
06/6/2020 06H,11594
06/6/2020 05H,12271
06/6/2020 04H,13221
06/6/2020 03H,14356
06/6/2020 02H,15419
06/6/2020 01H,15949
06/6/2020 00H,16275
06/5/2020 23H,16549
06/5/2020 22H,16388
06/5/2020 21H,15766
06/5/2020 20H,15194
06/5/2020 19H,14835
06/5/2020 18H,14805
06/5/2020 17H,14807
06/5/2020 16H,14559
06/5/2020 15H,14307
06/5/2020 14H,14087
06/5/2020 13H,13672
06/5/2020 12H,12956
06/5/2020 11H,12047
06/5/2020 10H,11440
06/5/2020 09H,11042
06/5/2020 08H,10967
06/5/2020 07H,10950
06/5/2020 06H,11388
06/5/2020 05H,12047
06/5/2020 04H,13011
06/5/2020 03H,14266
06/5/2020 02H,15505
06/5/2020 01H,16159
06/5/2020 00H,16432
06/4/2020 23H,16751
06/4/2020 22H,16759
06/4/2020 21H,16203
06/4/2020 20H,15603
06/4/2020 19H,15154
06/4/2020 18H,14703
06/4/2020 17H,14073
06/4/2020 16H,13444
06/4/2020 15H,12969
06/4/2020 14H,12675
06/4/2020 13H,12407
06/4/2020 12H,11885
06/4/2020 11H,10998
06/4/2020 10H,10140
06/4/2020 09H,9987
06/4/2020 08H,9944
06/4/2020 07H,10119
06/4/2020 06H,10500
06/4/2020 05H,10861
06/4/2020 04H,11746
06/4/2020 03H,12883
06/4/2020 02H,13992
06/4/2020 01H,14627
06/4/2020 00H,14739
06/3/2020 23H,14903
06/3/2020 22H,14556
06/3/2020 21H,13771
06/3/2020 20H,13375
06/3/2020 19H,13573
06/3/2020 18H,13856
06/3/2020 17H,13271
06/3/2020 16H,12321
06/3/2020 15H,11774
06/3/2020 14H,11616
06/3/2020 13H,11684
06/3/2020 12H,11185
06/3/2020 11H,10511
06/3/2020 10H,9788
06/3/2020 09H,9563
06/3/2020 08H,9417
06/3/2020 07H,9494
06/3/2020 06H,9514
06/3/2020 05H,9898
06/3/2020 04H,10508
06/3/2020 03H,11185
06/3/2020 02H,12115
06/3/2020 01H,12736
06/3/2020 00H,12874
06/2/2020 23H,12827
06/2/2020 22H,12497
06/2/2020 21H,11949
06/2/2020 20H,11657
06/2/2020 19H,11547
06/2/2020 18H,11308
06/2/2020 17H,11285
06/2/2020 16H,11578
06/2/2020 15H,11488
06/2/2020 14H,11575
06/2/2020 13H,11615
06/2/2020 12H,11222
06/2/2020 11H,10577
06/2/2020 10H,9838
06/2/2020 09H,9410
06/2/2020 08H,9231
06/2/2020 07H,9303
06/2/2020 06H,9516
06/2/2020 05H,9805
06/2/2020 04H,10169
06/2/2020 03H,10947
06/2/2020 02H,11887
06/2/2020 01H,12419
06/2/2020 00H,12527
06/1/2020 23H,12651
06/1/2020 22H,12329
06/1/2020 21H,11505
06/1/2020 20H,11114
06/1/2020 19H,11059
06/1/2020 18H,11141
06/1/2020 17H,11146
06/1/2020 16H,10897
06/1/2020 15H,10538
06/1/2020 14H,10425
06/1/2020 13H,10526
06/1/2020 12H,10468
06/1/2020 11H,9977
06/1/2020 10H,9202
06/1/2020 09H,8727
06/1/2020 08H,8504
06/1/2020 07H,8538
06/1/2020 06H,8754
06/1/2020 05H,9204
06/1/2020 04H,9819
06/1/2020 03H,10667
06/1/2020 02H,11553
06/1/2020 01H,11995
06/1/2020 00H,12045
05/31/2020 23H,11993
05/31/2020 22H,11528
05/31/2020 21H,10933
05/31/2020 20H,10206
05/31/2020 19H,9867
05/31/2020 18H,10232
05/31/2020 17H,10184
05/31/2020 16H,10083
05/31/2020 15H,9620
05/31/2020 14H,9412
05/31/2020 13H,9412
05/31/2020 12H,9412
05/31/2020 11H,9672
05/31/2020 10H,9849
05/31/2020 09H,9988
05/31/2020 08H,10132
05/31/2020 07H,10237
05/31/2020 06H,9994
05/31/2020 05H,10600
05/31/2020 04H,11456
05/31/2020 03H,12489
05/31/2020 02H,13553
05/31/2020 01H,14097
05/31/2020 00H,14487
05/30/2020 23H,14749
05/30/2020 22H,14334
05/30/2020 21H,13408
05/30/2020 20H,12768
05/30/2020 19H,12398
05/30/2020 18H,12364
05/30/2020 17H,12517
05/30/2020 16H,12395
05/30/2020 15H,12203
05/30/2020 14H,11981
05/30/2020 13H,11574
05/30/2020 12H,11415
05/30/2020 11H,11291
05/30/2020 10H,11301
05/30/2020 09H,11084
05/30/2020 08H,11077
05/30/2020 07H,10810
05/30/2020 06H,11051
05/30/2020 05H,11679
05/30/2020 04H,12787
05/30/2020 03H,13870
05/30/2020 02H,14889
05/30/2020 01H,15534
05/30/2020 00H,15882
05/29/2020 23H,16248
05/29/2020 22H,16272
05/29/2020 21H,15974
05/29/2020 20H,15799
05/29/2020 19H,15571
05/29/2020 18H,15368
05/29/2020 17H,15161
05/29/2020 16H,14869
05/29/2020 15H,14679
05/29/2020 14H,14341
05/29/2020 13H,13717
05/29/2020 12H,12958
05/29/2020 11H,12044
05/29/2020 10H,11569
05/29/2020 09H,11484
05/29/2020 08H,11402
05/29/2020 07H,11542
05/29/2020 06H,11844
05/29/2020 05H,11956
05/29/2020 04H,12565
05/29/2020 03H,13541
05/29/2020 02H,14648
05/29/2020 01H,15291
05/29/2020 00H,15498
05/28/2020 23H,15707
05/28/2020 22H,15737
05/28/2020 21H,15380
05/28/2020 20H,15137
05/28/2020 19H,15002
05/28/2020 18H,14894
05/28/2020 17H,14600
05/28/2020 16H,14253
05/28/2020 15H,13994
05/28/2020 14H,13754
05/28/2020 13H,13621
05/28/2020 12H,12988
05/28/2020 11H,12261
05/28/2020 10H,11353
05/28/2020 09H,11268
05/28/2020 08H,11090
05/28/2020 07H,11270
05/28/2020 06H,11399
05/28/2020 05H,11740
05/28/2020 04H,12467
05/28/2020 03H,13583
05/28/2020 02H,14792
05/28/2020 01H,15503
05/28/2020 00H,15770
05/27/2020 23H,16081
05/27/2020 22H,15943
05/27/2020 21H,15317
05/27/2020 20H,14664
05/27/2020 19H,14099
05/27/2020 18H,13660
05/27/2020 17H,13194
05/27/2020 16H,12884
05/27/2020 15H,12580
05/27/2020 14H,12439
05/27/2020 13H,12437
05/27/2020 12H,12125
05/27/2020 11H,11272
05/27/2020 10H,10501
05/27/2020 09H,10443
05/27/2020 08H,10116
05/27/2020 07H,10290
05/27/2020 06H,10551
05/27/2020 05H,10942
05/27/2020 04H,11562
05/27/2020 03H,12699
05/27/2020 02H,13843
05/27/2020 01H,14385
05/27/2020 00H,14572
05/26/2020 23H,14677
05/26/2020 22H,14243
05/26/2020 21H,13411
05/26/2020 20H,13012
05/26/2020 19H,12591
05/26/2020 18H,12058
05/26/2020 17H,11656
05/26/2020 16H,11363
05/26/2020 15H,11247
05/26/2020 14H,11447
05/26/2020 13H,11644
05/26/2020 12H,11139
05/26/2020 11H,10301
05/26/2020 10H,9505
05/26/2020 09H,9232
05/26/2020 08H,8800
05/26/2020 07H,8788
05/26/2020 06H,8804
05/26/2020 05H,9229
05/26/2020 04H,9819
05/26/2020 03H,10696
05/26/2020 02H,11612
05/26/2020 01H,12083
05/26/2020 00H,11995
05/25/2020 23H,11886
05/25/2020 22H,11451
05/25/2020 21H,10724
05/25/2020 20H,10231
05/25/2020 19H,10171
05/25/2020 18H,10458
05/25/2020 17H,10704
05/25/2020 16H,10638
05/25/2020 15H,10527
05/25/2020 14H,10201
05/25/2020 13H,9678
05/25/2020 12H,9329
05/25/2020 11H,9033
05/25/2020 10H,8747
05/25/2020 09H,8599
05/25/2020 08H,8514
05/25/2020 07H,8615
05/25/2020 06H,8831
05/25/2020 05H,9227
05/25/2020 04H,9708
05/25/2020 03H,10341
05/25/2020 02H,11081
05/25/2020 01H,11419
05/25/2020 00H,11252
05/24/2020 23H,11055
05/24/2020 22H,10514
05/24/2020 21H,9567
05/24/2020 20H,8867
05/24/2020 19H,8543
05/24/2020 18H,8503
05/24/2020 17H,8592
05/24/2020 16H,8871
05/24/2020 15H,8774
05/24/2020 14H,8717
05/24/2020 13H,8850
05/24/2020 12H,9067
05/24/2020 11H,9150
05/24/2020 10H,9093
05/24/2020 09H,9066
05/24/2020 08H,9044
05/24/2020 07H,9157
05/24/2020 06H,9122
05/24/2020 05H,9531
05/24/2020 04H,10111
05/24/2020 03H,10418
05/24/2020 02H,11128
05/24/2020 01H,11539
05/24/2020 00H,11502
05/23/2020 23H,11442
05/23/2020 22H,11205
05/23/2020 21H,10741
05/23/2020 20H,10472
05/23/2020 19H,10397
05/23/2020 18H,10702
