Demand for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389944&sdid=EBA.NW-ALL.D.H
04:14:35 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.D.H megawatthours
06/4/2016 02H,45608
06/4/2016 01H,46343
06/4/2016 00H,46470
06/3/2016 23H,46040
06/3/2016 22H,45194
06/3/2016 21H,45320
06/3/2016 20H,43146
06/3/2016 19H,42216
06/3/2016 18H,41238
06/3/2016 17H,40071
06/3/2016 16H,39012
06/3/2016 15H,37374
06/3/2016 14H,34952
06/3/2016 13H,32359
06/3/2016 12H,30697
06/3/2016 11H,29894
06/3/2016 10H,30074
06/3/2016 09H,30742
06/3/2016 08H,32032
06/3/2016 07H,34242
06/3/2016 06H,37352
06/3/2016 05H,40481
06/3/2016 04H,42187
06/3/2016 03H,42590
06/3/2016 02H,43254
06/3/2016 01H,43818
06/3/2016 00H,44124
06/2/2016 23H,43844
06/2/2016 22H,43513
06/2/2016 21H,42970
06/2/2016 20H,42150
06/2/2016 19H,41305
06/2/2016 18H,40456
06/2/2016 17H,39413
06/2/2016 16H,38482
06/2/2016 15H,37251
06/2/2016 14H,35113
06/2/2016 13H,32714
06/2/2016 12H,31061
06/2/2016 11H,30323
06/2/2016 10H,30344
06/2/2016 09H,31005
06/2/2016 08H,32328
06/2/2016 07H,34360
06/2/2016 06H,37652
06/2/2016 05H,40871
06/2/2016 04H,42713
06/2/2016 03H,43057
06/2/2016 02H,43867
06/2/2016 01H,44495
06/2/2016 00H,44752
06/1/2016 23H,44388
06/1/2016 22H,43823
06/1/2016 21H,43055
06/1/2016 20H,41938
06/1/2016 19H,41461
06/1/2016 18H,40469
06/1/2016 17H,39321
06/1/2016 16H,38538
06/1/2016 15H,37354
06/1/2016 14H,35166
06/1/2016 13H,32853
06/1/2016 12H,31221
06/1/2016 11H,30501
06/1/2016 10H,30602
06/1/2016 09H,31179
06/1/2016 08H,32235
06/1/2016 07H,33893
06/1/2016 06H,36592
06/1/2016 05H,39672
06/1/2016 04H,41314
06/1/2016 03H,41942
06/1/2016 02H,42476
06/1/2016 01H,42667
06/1/2016 00H,42503
05/31/2016 23H,42111
05/31/2016 22H,41507
05/31/2016 21H,40994
05/31/2016 20H,40194
05/31/2016 19H,39550
05/31/2016 18H,38910
05/31/2016 17H,38320
05/31/2016 16H,37564
05/31/2016 15H,36565
05/31/2016 14H,34465
05/31/2016 13H,31757
05/31/2016 12H,29712
05/31/2016 11H,28584
05/31/2016 10H,28489
05/31/2016 09H,28962
05/31/2016 08H,30073
05/31/2016 07H,31835
05/31/2016 06H,34266
05/31/2016 05H,37198
05/31/2016 04H,38317
05/31/2016 03H,38343
05/31/2016 02H,38525
05/31/2016 01H,38566
05/31/2016 00H,38230
05/30/2016 23H,37577
05/30/2016 22H,36984
05/30/2016 21H,36615
05/30/2016 20H,36312
05/30/2016 19H,36068
05/30/2016 18H,35506
05/30/2016 17H,34543
05/30/2016 16H,33046
05/30/2016 15H,31402
05/30/2016 14H,29824
05/30/2016 13H,28765
05/30/2016 12H,28339
05/30/2016 11H,28075
05/30/2016 10H,28085
05/30/2016 09H,28616
05/30/2016 08H,29425
05/30/2016 07H,31014
05/30/2016 06H,33098
05/30/2016 05H,34983
05/30/2016 04H,35686
05/30/2016 03H,35692
05/30/2016 02H,35619
05/30/2016 01H,35821
05/30/2016 00H,35758
05/29/2016 23H,35319
05/29/2016 22H,34924
05/29/2016 21H,34721
05/29/2016 20H,34630
05/29/2016 19H,34412
05/29/2016 18H,33875
05/29/2016 17H,33331
05/29/2016 16H,32241
05/29/2016 15H,30479
05/29/2016 14H,28994
05/29/2016 13H,28260
05/29/2016 12H,28196
05/29/2016 11H,28181
05/29/2016 10H,28432
05/29/2016 09H,29069
05/29/2016 08H,30208
05/29/2016 07H,31408
05/29/2016 06H,33666
05/29/2016 05H,35595
05/29/2016 04H,36115
05/29/2016 03H,36019
05/29/2016 02H,36115
05/29/2016 01H,36238
05/29/2016 00H,35856
05/28/2016 23H,35371
05/28/2016 22H,35208
05/28/2016 21H,35142
05/28/2016 20H,34985
05/28/2016 19H,35154
05/28/2016 18H,35052
05/28/2016 17H,34714
05/28/2016 16H,33936
05/28/2016 15H,32342
05/28/2016 14H,30872
05/28/2016 13H,30090
05/28/2016 12H,29460
05/28/2016 11H,29140
05/28/2016 10H,29278
05/28/2016 09H,29668
05/28/2016 08H,30593
05/28/2016 07H,32141
05/28/2016 06H,34383
05/28/2016 05H,36217
05/28/2016 04H,36951
05/28/2016 03H,36945
05/28/2016 02H,37020
05/28/2016 01H,37252
05/28/2016 00H,37285
05/27/2016 23H,37103
05/27/2016 22H,37383
05/27/2016 21H,37626
05/27/2016 20H,37522
05/27/2016 19H,37544
05/27/2016 18H,37609
05/27/2016 17H,38580
05/27/2016 16H,36984
05/27/2016 15H,36250
05/27/2016 14H,34298
05/27/2016 13H,31963
05/27/2016 12H,30044
05/27/2016 11H,29116
05/27/2016 10H,29031
05/27/2016 09H,29814
05/27/2016 08H,30335
05/27/2016 07H,31844
05/27/2016 06H,34079
05/27/2016 05H,36593
05/27/2016 04H,37734
05/27/2016 03H,37645
05/27/2016 02H,37778
05/27/2016 01H,38093
05/27/2016 00H,37983
05/26/2016 23H,37921
05/26/2016 22H,37726
05/26/2016 21H,37737
05/26/2016 20H,37892
05/26/2016 19H,37905
05/26/2016 18H,37904
05/26/2016 17H,37439
05/26/2016 16H,37218
05/26/2016 15H,36610
05/26/2016 14H,34700
05/26/2016 13H,32002
05/26/2016 12H,30022
05/26/2016 11H,29005
05/26/2016 10H,28794
05/26/2016 09H,29139
05/26/2016 08H,29993
05/26/2016 07H,31602
05/26/2016 06H,34074
05/26/2016 05H,36506
05/26/2016 04H,37984
05/26/2016 03H,37937
05/26/2016 02H,37981
05/26/2016 01H,38185
05/26/2016 00H,38402
05/25/2016 23H,38426
05/25/2016 22H,38307
05/25/2016 21H,38095
05/25/2016 20H,38287
05/25/2016 19H,37699
05/25/2016 18H,37623
05/25/2016 17H,37304
05/25/2016 16H,37058
05/25/2016 15H,36723
05/25/2016 14H,34888
05/25/2016 13H,32212
05/25/2016 12H,29933
05/25/2016 11H,28904
05/25/2016 10H,28842
05/25/2016 09H,29186
05/25/2016 08H,30016
05/25/2016 07H,31576
05/25/2016 06H,33986
05/25/2016 05H,36533
05/25/2016 04H,37865
05/25/2016 03H,37642
05/25/2016 02H,37572
05/25/2016 01H,37827
05/25/2016 00H,37838
05/24/2016 23H,37802
05/24/2016 22H,37720
05/24/2016 21H,37786
05/24/2016 20H,37831
05/24/2016 19H,37577
05/24/2016 18H,37364
05/24/2016 17H,37222
05/24/2016 16H,37037
05/24/2016 15H,36465
05/24/2016 14H,34853
05/24/2016 13H,32266
05/24/2016 12H,30034
05/24/2016 11H,29002
05/24/2016 10H,28824
05/24/2016 09H,29204
05/24/2016 08H,30024
05/24/2016 07H,31531
05/24/2016 06H,34051
05/24/2016 05H,36733
05/24/2016 04H,37881
05/24/2016 03H,37773
05/24/2016 02H,37854
05/24/2016 01H,38017
05/24/2016 00H,37976
05/23/2016 23H,37771
05/23/2016 22H,37754
05/23/2016 21H,37845
05/23/2016 20H,37867
05/23/2016 19H,37746
05/23/2016 18H,37544
05/23/2016 17H,37153
05/23/2016 16H,37014
05/23/2016 15H,36190
05/23/2016 14H,34352
05/23/2016 13H,31602
05/23/2016 12H,29234
05/23/2016 11H,28096
05/23/2016 10H,27846
05/23/2016 09H,28155
05/23/2016 08H,28890
05/23/2016 07H,30259
05/23/2016 06H,32206
05/23/2016 05H,34649
05/23/2016 04H,35898
05/23/2016 03H,35459
05/23/2016 02H,35335
05/23/2016 01H,35053
05/23/2016 00H,34555
05/22/2016 23H,34092
05/22/2016 22H,33708
05/22/2016 21H,33645
05/22/2016 20H,33632
05/22/2016 19H,33672
05/22/2016 18H,33345
05/22/2016 17H,32984
05/22/2016 16H,32081
05/22/2016 15H,30583
05/22/2016 14H,28961
05/22/2016 13H,28226
05/22/2016 12H,27803
05/22/2016 11H,27611
05/22/2016 10H,27755
05/22/2016 09H,28216
05/22/2016 08H,28912
05/22/2016 07H,30466
05/22/2016 06H,32518
05/22/2016 05H,34308
05/22/2016 04H,35331
05/22/2016 03H,34953
05/22/2016 02H,34883
05/22/2016 01H,35019
05/22/2016 00H,34965
05/21/2016 23H,34545
05/21/2016 22H,34459
05/21/2016 21H,34576
05/21/2016 20H,34684
05/21/2016 19H,34942
05/21/2016 18H,34958
05/21/2016 17H,34645
05/21/2016 16H,33728
05/21/2016 15H,32117
05/21/2016 14H,30353
05/21/2016 13H,29350
05/21/2016 12H,28578
05/21/2016 11H,28282
05/21/2016 10H,28437
05/21/2016 09H,28867
05/21/2016 08H,29648
05/21/2016 07H,31116
05/21/2016 06H,33927
05/21/2016 05H,35874
05/21/2016 04H,36640
05/21/2016 03H,36574
05/21/2016 02H,36626
05/21/2016 01H,37129
05/21/2016 00H,37442
05/20/2016 23H,37641
05/20/2016 22H,37665
05/20/2016 21H,37847
05/20/2016 20H,37861
05/20/2016 19H,38002
05/20/2016 18H,38105
05/20/2016 17H,38002
05/20/2016 16H,37689
05/20/2016 15H,37135
05/20/2016 14H,35379
05/20/2016 13H,32703
05/20/2016 12H,30419
05/20/2016 11H,29576
05/20/2016 10H,29634
05/20/2016 09H,30037
05/20/2016 08H,30943
05/20/2016 07H,32961
05/20/2016 06H,34473
05/20/2016 05H,36667
05/20/2016 04H,38349
05/20/2016 03H,38318
05/20/2016 02H,38042
05/20/2016 01H,40336
05/20/2016 00H,38670
05/19/2016 23H,38579
05/19/2016 22H,38732
05/19/2016 21H,38168
05/19/2016 20H,38311
05/19/2016 19H,38051
05/19/2016 18H,37769
05/19/2016 17H,37589
05/19/2016 16H,37220
05/19/2016 15H,36473
05/19/2016 14H,34658
05/19/2016 13H,31894
05/19/2016 12H,30043
05/19/2016 11H,29015
05/19/2016 10H,28961
05/19/2016 09H,29274
05/19/2016 08H,30216
05/19/2016 07H,32058
05/19/2016 06H,35056
05/19/2016 05H,37699
05/19/2016 04H,38989
05/19/2016 03H,39116
05/19/2016 02H,39303
05/19/2016 01H,39636
05/19/2016 00H,39654
05/18/2016 23H,39583
05/18/2016 22H,39194
05/18/2016 21H,38960
05/18/2016 20H,38655
05/18/2016 19H,38287
05/18/2016 18H,37985
05/18/2016 17H,37584
05/18/2016 16H,36963
05/18/2016 15H,36486
05/18/2016 14H,34838
05/18/2016 13H,32265
05/18/2016 12H,30243
05/18/2016 11H,29336
05/18/2016 10H,29225
05/18/2016 09H,29742
05/18/2016 08H,30825
05/18/2016 07H,32352
05/18/2016 06H,34075
05/18/2016 05H,36622
05/18/2016 04H,37775
05/18/2016 03H,37913
05/18/2016 02H,37529
05/18/2016 01H,45400
05/18/2016 00H,36913
05/17/2016 23H,36740
05/17/2016 22H,36552
05/17/2016 21H,36490
05/17/2016 20H,36362
05/17/2016 19H,36273
05/17/2016 18H,36817
05/17/2016 17H,36791
05/17/2016 16H,38290
05/17/2016 15H,36445
05/17/2016 14H,35052
05/17/2016 13H,32369
05/17/2016 12H,29957
05/17/2016 11H,28741
05/17/2016 10H,28583
05/17/2016 09H,28874
05/17/2016 08H,29665
05/17/2016 07H,31010
05/17/2016 06H,33537
05/17/2016 05H,36157
05/17/2016 04H,37767
05/17/2016 03H,37802
05/17/2016 02H,37727
05/17/2016 01H,37839
05/17/2016 00H,37911
05/16/2016 23H,37803
05/16/2016 22H,37698
05/16/2016 21H,37721
05/16/2016 20H,37784
05/16/2016 19H,37711
05/16/2016 18H,37703
05/16/2016 17H,37617
05/16/2016 16H,37277
05/16/2016 15H,36730
05/16/2016 14H,35014
05/16/2016 13H,32185
05/16/2016 12H,29580
05/16/2016 11H,28369
05/16/2016 10H,28185
05/16/2016 09H,28500
05/16/2016 08H,29219
05/16/2016 07H,30569
05/16/2016 06H,32805
05/16/2016 05H,35220
05/16/2016 04H,36844
05/16/2016 03H,37003
05/16/2016 02H,36859
05/16/2016 01H,36759
05/16/2016 00H,36066
05/15/2016 23H,35479
05/15/2016 22H,35131
05/15/2016 21H,35126
05/15/2016 20H,35125
05/15/2016 19H,34938
05/15/2016 18H,34692
05/15/2016 17H,34052
05/15/2016 16H,32860
05/15/2016 15H,31205
05/15/2016 14H,29758
05/15/2016 13H,29041
05/15/2016 12H,28618
05/15/2016 11H,28352
05/15/2016 10H,28562
05/15/2016 09H,29081
05/15/2016 08H,30004
05/15/2016 07H,31283
05/15/2016 06H,33404
05/15/2016 05H,35195
05/15/2016 04H,36627
05/15/2016 03H,36703
05/15/2016 02H,36783
05/15/2016 01H,36987
05/15/2016 00H,36910
05/14/2016 23H,36391
05/14/2016 22H,35552
05/14/2016 21H,36215
05/14/2016 20H,36314
05/14/2016 19H,36063
05/14/2016 18H,35975
05/14/2016 17H,35423
05/14/2016 16H,34200
05/14/2016 15H,32373
05/14/2016 14H,30800
05/14/2016 13H,29821
05/14/2016 12H,29296
05/14/2016 11H,28991
05/14/2016 10H,29154
05/14/2016 09H,29771
05/14/2016 08H,30968
05/14/2016 07H,32545
05/14/2016 06H,35107
05/14/2016 05H,37591
05/14/2016 04H,39143
05/14/2016 03H,39282
05/14/2016 02H,40038
05/14/2016 01H,40614
05/14/2016 00H,40769
05/13/2016 23H,40415
05/13/2016 22H,40124
05/13/2016 21H,39625
05/13/2016 20H,39108
05/13/2016 19H,38624
05/13/2016 18H,38236
05/13/2016 17H,37614
05/13/2016 16H,37053
05/13/2016 15H,36375
05/13/2016 14H,34653
05/13/2016 13H,32126
05/13/2016 12H,29981
05/13/2016 11H,28840
05/13/2016 10H,28729
05/13/2016 09H,29175
05/13/2016 08H,30240
05/13/2016 07H,37209
05/13/2016 06H,34746
05/13/2016 05H,37574
05/13/2016 04H,39320
05/13/2016 03H,39504
05/13/2016 02H,39543
05/13/2016 01H,40167
05/13/2016 00H,40147
05/12/2016 23H,39650
05/12/2016 22H,39137
05/12/2016 21H,38585
05/12/2016 20H,38310
05/12/2016 19H,38584
05/12/2016 18H,37514
05/12/2016 17H,37094
05/12/2016 16H,36677
05/12/2016 15H,36284
05/12/2016 14H,34755
05/12/2016 13H,32521
05/12/2016 12H,30539
05/12/2016 11H,29358
05/12/2016 10H,29199
05/12/2016 09H,29661
05/12/2016 08H,30570
05/12/2016 07H,32125
05/12/2016 06H,34686
05/12/2016 05H,37453
05/12/2016 04H,39171
05/12/2016 03H,39440
05/12/2016 02H,39248
05/12/2016 01H,39301
05/12/2016 00H,39163
05/11/2016 23H,38645
05/11/2016 22H,38175
05/11/2016 21H,38189
05/11/2016 20H,37886
05/11/2016 19H,37496
05/11/2016 18H,37243
05/11/2016 17H,37101
05/11/2016 16H,36997
05/11/2016 15H,36220
05/11/2016 14H,35012
05/11/2016 13H,32462
05/11/2016 12H,30357
05/11/2016 11H,29143
05/11/2016 10H,28977
05/11/2016 09H,29256
05/11/2016 08H,30095
05/11/2016 07H,31449
05/11/2016 06H,34441
05/11/2016 05H,37246
05/11/2016 04H,38766
05/11/2016 03H,38958
05/11/2016 02H,38783
05/11/2016 01H,38838
05/11/2016 00H,38669
05/10/2016 23H,38355
05/10/2016 22H,38049
05/10/2016 21H,38181
05/10/2016 20H,37981
05/10/2016 19H,37793
05/10/2016 18H,37788
05/10/2016 17H,37702
05/10/2016 16H,37703
05/10/2016 15H,37440
05/10/2016 14H,36053
05/10/2016 13H,33107
05/10/2016 12H,30604
05/10/2016 11H,29232
05/10/2016 10H,29005
05/10/2016 09H,29414
05/10/2016 08H,30186
05/10/2016 07H,31624
05/10/2016 06H,33347
05/10/2016 05H,36356
05/10/2016 04H,37998
05/10/2016 03H,38032
05/10/2016 02H,37558
05/10/2016 01H,37673
05/10/2016 00H,37487
05/9/2016 23H,37334
05/9/2016 22H,37364
05/9/2016 21H,37291
05/9/2016 20H,37350
05/9/2016 19H,37259
05/9/2016 18H,37222
05/9/2016 17H,36975
05/9/2016 16H,36650
05/9/2016 15H,36189
05/9/2016 14H,34501
05/9/2016 13H,31836
05/9/2016 12H,29364
05/9/2016 11H,27984
05/9/2016 10H,27791
05/9/2016 09H,27907
05/9/2016 08H,28628
05/9/2016 07H,29886
05/9/2016 06H,32204
05/9/2016 05H,34552
05/9/2016 04H,32342
05/9/2016 03H,35294
05/9/2016 02H,34704
05/9/2016 01H,34370
05/9/2016 00H,33997
05/8/2016 23H,33488
05/8/2016 22H,33220
05/8/2016 21H,33224
05/8/2016 20H,33371
05/8/2016 19H,33439
05/8/2016 18H,33408
05/8/2016 17H,33194
05/8/2016 16H,32249
05/8/2016 15H,30630
05/8/2016 14H,29099
05/8/2016 13H,28375
05/8/2016 12H,28008
05/8/2016 11H,27783
05/8/2016 10H,27926
05/8/2016 09H,28444
05/8/2016 08H,29365
05/8/2016 07H,30969
05/8/2016 06H,32362
05/8/2016 05H,34372
05/8/2016 04H,35507
05/8/2016 03H,35524
05/8/2016 02H,35449
05/8/2016 01H,35677
05/8/2016 00H,35555
05/7/2016 23H,35283
05/7/2016 22H,35061
05/7/2016 21H,34945
05/7/2016 20H,35004
05/7/2016 19H,34937
05/7/2016 18H,34748
05/7/2016 17H,34325
05/7/2016 16H,33292
05/7/2016 15H,31461
05/7/2016 14H,29593
05/7/2016 13H,28667
05/7/2016 12H,28024
05/7/2016 11H,27694
05/7/2016 10H,27730
05/7/2016 09H,28506
05/7/2016 08H,29225
05/7/2016 07H,30955
05/7/2016 06H,33242
05/7/2016 05H,35465
05/7/2016 04H,36621
05/7/2016 03H,36919
05/7/2016 02H,37019
05/7/2016 01H,37453
05/7/2016 00H,37702
05/6/2016 23H,37880
05/6/2016 22H,37972
05/6/2016 21H,38210
05/6/2016 20H,38074
05/6/2016 19H,38007
05/6/2016 18H,37986
05/6/2016 17H,37768
05/6/2016 16H,37386
05/6/2016 15H,36745
05/6/2016 14H,34946
05/6/2016 13H,32254
05/6/2016 12H,30022
05/6/2016 11H,28972
05/6/2016 10H,28926
05/6/2016 09H,29361
05/6/2016 08H,30162
05/6/2016 07H,31743
05/6/2016 06H,34088
05/6/2016 05H,36789
05/6/2016 04H,38477
05/6/2016 03H,38375
05/6/2016 02H,38528
05/6/2016 01H,37945
05/6/2016 00H,38645
05/5/2016 23H,38808
05/5/2016 22H,38937
05/5/2016 21H,38879
05/5/2016 20H,38586
05/5/2016 19H,38255
05/5/2016 18H,38080
05/5/2016 17H,37789
05/5/2016 16H,37333
05/5/2016 15H,36838
05/5/2016 14H,35154
05/5/2016 13H,32474
05/5/2016 12H,30068
05/5/2016 11H,28760
05/5/2016 10H,28681
05/5/2016 09H,29151
05/5/2016 08H,30060
05/5/2016 07H,31504
05/5/2016 06H,34048
05/5/2016 05H,37236
05/5/2016 04H,39110
05/5/2016 03H,39332
05/5/2016 02H,39213
05/5/2016 01H,39397
05/5/2016 00H,39377
05/4/2016 23H,39091
05/4/2016 22H,38883
05/4/2016 21H,38698
05/4/2016 20H,38440
05/4/2016 19H,38161
05/4/2016 18H,37939
05/4/2016 17H,37606
05/4/2016 16H,37126
05/4/2016 15H,36614
05/4/2016 14H,35105
05/4/2016 13H,32409
05/4/2016 12H,30195
05/4/2016 11H,28918
05/4/2016 10H,28760
05/4/2016 09H,29190
05/4/2016 08H,29974
05/4/2016 07H,31457
05/4/2016 06H,33772
05/4/2016 05H,36548
05/4/2016 04H,38589
05/4/2016 03H,38606
05/4/2016 02H,38406
05/4/2016 01H,38571
05/4/2016 00H,38491
05/3/2016 23H,38463
05/3/2016 22H,38108
05/3/2016 21H,37816
05/3/2016 20H,37646
05/3/2016 19H,37336
05/3/2016 18H,37039
05/3/2016 17H,36694
05/3/2016 16H,36366
05/3/2016 15H,35954
05/3/2016 14H,34536
05/3/2016 13H,32123
05/3/2016 12H,29681
05/3/2016 11H,28386
05/3/2016 10H,28362
05/3/2016 09H,28742
05/3/2016 08H,29762
05/3/2016 07H,31106
05/3/2016 06H,34339
05/3/2016 05H,36993
05/3/2016 04H,39140
05/3/2016 03H,39240
05/3/2016 02H,39172
05/3/2016 01H,39110
05/3/2016 00H,39066
05/2/2016 23H,38764
05/2/2016 22H,38441
05/2/2016 21H,38133
05/2/2016 20H,38008
05/2/2016 19H,37584
05/2/2016 18H,37451
05/2/2016 17H,37103
05/2/2016 16H,37002
05/2/2016 15H,36507
05/2/2016 14H,34643
05/2/2016 13H,32609
05/2/2016 12H,29959
05/2/2016 11H,28541
05/2/2016 10H,28228
05/2/2016 09H,28391
05/2/2016 08H,29310
05/2/2016 07H,30778
05/2/2016 06H,32864
05/2/2016 05H,35345
05/2/2016 04H,36711
05/2/2016 03H,36551
05/2/2016 02H,35974
05/2/2016 01H,35539
05/2/2016 00H,34831
05/1/2016 23H,34037
05/1/2016 22H,33715
05/1/2016 21H,33912
05/1/2016 20H,34001
05/1/2016 19H,34206
05/1/2016 18H,34417
05/1/2016 17H,34383
05/1/2016 16H,33753
05/1/2016 15H,32671
05/1/2016 14H,31217
05/1/2016 13H,30228
05/1/2016 12H,29437
05/1/2016 11H,28919
05/1/2016 10H,28908
05/1/2016 09H,29271
05/1/2016 08H,29988
05/1/2016 07H,31283
05/1/2016 06H,32574
05/1/2016 05H,34307
05/1/2016 04H,35392
05/1/2016 03H,34828
05/1/2016 02H,34251
05/1/2016 01H,34473
05/1/2016 00H,33808
04/30/2016 23H,33389
04/30/2016 22H,33572
04/30/2016 21H,33741
04/30/2016 20H,34302
04/30/2016 19H,34763
04/30/2016 18H,35501
04/30/2016 17H,35526
04/30/2016 16H,35228
04/30/2016 15H,33799
04/30/2016 14H,32116
04/30/2016 13H,30879
04/30/2016 12H,29738
04/30/2016 11H,29349
04/30/2016 10H,29370
04/30/2016 09H,29511
04/30/2016 08H,30577
04/30/2016 07H,31939
04/30/2016 06H,34331
04/30/2016 05H,35837
04/30/2016 04H,36220
04/30/2016 03H,36709
04/30/2016 02H,36421
04/30/2016 01H,36556
04/30/2016 00H,36560
04/29/2016 23H,36919
04/29/2016 22H,37020
04/29/2016 21H,37626
04/29/2016 20H,38151
04/29/2016 19H,38431
04/29/2016 18H,38760
04/29/2016 17H,38857
04/29/2016 16H,38932
04/29/2016 15H,38513
04/29/2016 14H,36768
04/29/2016 13H,34008
04/29/2016 12H,31174
04/29/2016 11H,29803
04/29/2016 10H,29678
04/29/2016 09H,29950
04/29/2016 08H,30671
04/29/2016 07H,31579
04/29/2016 06H,33650
04/29/2016 05H,36066
04/29/2016 04H,37080
04/29/2016 03H,37558
04/29/2016 02H,36954
04/29/2016 01H,37416
04/29/2016 00H,36741
04/28/2016 23H,36659
04/28/2016 22H,36687
04/28/2016 21H,37518
04/28/2016 20H,37055
04/28/2016 19H,37432
04/28/2016 18H,37800
04/28/2016 17H,37907
04/28/2016 16H,38451
04/28/2016 15H,38468
04/28/2016 14H,36828
04/28/2016 13H,33979
04/28/2016 12H,31178
04/28/2016 11H,29782
04/28/2016 10H,29394
04/28/2016 09H,29590
04/28/2016 08H,30064
04/28/2016 07H,31642
04/28/2016 06H,33976
04/28/2016 05H,36601
04/28/2016 04H,38083
04/28/2016 03H,37910
04/28/2016 02H,37203
04/28/2016 01H,37047
04/28/2016 00H,36348
04/27/2016 23H,36572
04/27/2016 22H,36703
04/27/2016 21H,36965
04/27/2016 20H,37135
04/27/2016 19H,37398
04/27/2016 18H,37558
04/27/2016 17H,37853
04/27/2016 16H,38375
04/27/2016 15H,38279
04/27/2016 14H,36819
04/27/2016 13H,34444
04/27/2016 12H,31198
04/27/2016 11H,29922
04/27/2016 10H,29588
04/27/2016 09H,29820
04/27/2016 08H,30571
04/27/2016 07H,32063
04/27/2016 06H,34216
04/27/2016 05H,36959
04/27/2016 04H,38730
04/27/2016 03H,38783
04/27/2016 02H,38002
04/27/2016 01H,37196
04/27/2016 00H,37117
04/26/2016 23H,36878
04/26/2016 22H,36795
04/26/2016 21H,37079
04/26/2016 20H,37216
04/26/2016 19H,37430
04/26/2016 18H,37981
04/26/2016 17H,38454
04/26/2016 16H,39051
04/26/2016 15H,39565
04/26/2016 14H,38153
04/26/2016 13H,35308
04/26/2016 12H,31825
04/26/2016 11H,30366
04/26/2016 10H,29835
04/26/2016 09H,29934
04/26/2016 08H,30343
04/26/2016 07H,31483
04/26/2016 06H,33632
04/26/2016 05H,35933
04/26/2016 04H,37882
04/26/2016 03H,38072
04/26/2016 02H,36851
04/26/2016 01H,36181
04/26/2016 00H,36513
04/25/2016 23H,36072
04/25/2016 22H,36690
04/25/2016 21H,36875
04/25/2016 20H,37246
04/25/2016 19H,37548
04/25/2016 18H,37889
04/25/2016 17H,38414
04/25/2016 16H,38602
04/25/2016 15H,38672
04/25/2016 14H,37302
04/25/2016 13H,33838
04/25/2016 12H,30718
04/25/2016 11H,29169
04/25/2016 10H,28883
04/25/2016 09H,28553
04/25/2016 08H,29309
04/25/2016 07H,30544
04/25/2016 06H,32487
04/25/2016 05H,35526
04/25/2016 04H,36314
04/25/2016 03H,36317
04/25/2016 02H,35243
04/25/2016 01H,34927
04/25/2016 00H,34410
04/24/2016 23H,34013
04/24/2016 22H,33876
04/24/2016 21H,33931
04/24/2016 20H,34278
04/24/2016 19H,34385
04/24/2016 18H,34100
04/24/2016 17H,33862
04/24/2016 16H,32789
04/24/2016 15H,31207
04/24/2016 14H,28378
04/24/2016 13H,28754
04/24/2016 12H,28118
04/24/2016 11H,27703
04/24/2016 10H,27873
04/24/2016 09H,28258
04/24/2016 08H,29094
04/24/2016 07H,30363
04/24/2016 06H,32230
04/24/2016 05H,34117
04/24/2016 04H,35395
04/24/2016 03H,35641
04/24/2016 02H,34485
04/24/2016 01H,34558
04/24/2016 00H,34129
04/23/2016 23H,33866
04/23/2016 22H,33660
04/23/2016 21H,33713
04/23/2016 20H,34172
04/23/2016 19H,34344
04/23/2016 18H,34770
04/23/2016 17H,34554
04/23/2016 16H,33823
04/23/2016 15H,32394
04/23/2016 14H,30496
04/23/2016 13H,29388
04/23/2016 12H,28480
04/23/2016 11H,28217
04/23/2016 10H,28237
04/23/2016 09H,28848
04/23/2016 08H,29648
04/23/2016 07H,31236
04/23/2016 06H,33214
04/23/2016 05H,35350
04/23/2016 04H,36983
04/23/2016 03H,37096
04/23/2016 02H,36713
04/23/2016 01H,36996
04/23/2016 00H,37228
04/22/2016 23H,37963
04/22/2016 22H,37816
04/22/2016 21H,37661
04/22/2016 20H,37685
04/22/2016 19H,37567
04/22/2016 18H,37467
04/22/2016 17H,37124
04/22/2016 16H,36627
04/22/2016 15H,36087
04/22/2016 14H,34455
04/22/2016 13H,32099
04/22/2016 12H,29500
04/22/2016 11H,28605
04/22/2016 10H,28490
04/22/2016 09H,28765
04/22/2016 08H,29644
04/22/2016 07H,31161
04/22/2016 06H,33847
04/22/2016 05H,36673
04/22/2016 04H,38922
04/22/2016 03H,38911
04/22/2016 02H,38222
04/22/2016 01H,38378
04/22/2016 00H,38337
04/21/2016 23H,38286
04/21/2016 22H,37937
04/21/2016 21H,37763
04/21/2016 20H,37374
04/21/2016 19H,36882
04/21/2016 18H,36544
04/21/2016 17H,36339
04/21/2016 16H,36311
04/21/2016 15H,35931
04/21/2016 14H,34568
04/21/2016 13H,32102
04/21/2016 12H,29792
04/21/2016 11H,28571
04/21/2016 10H,28482
04/21/2016 09H,28881
04/21/2016 08H,29611
04/21/2016 07H,31077
04/21/2016 06H,33480
04/21/2016 05H,36460
04/21/2016 04H,38451
04/21/2016 03H,39052
04/21/2016 02H,38700
04/21/2016 01H,38772
04/21/2016 00H,38790
04/20/2016 23H,38676
04/20/2016 22H,38308
04/20/2016 21H,38019
04/20/2016 20H,37730
04/20/2016 19H,37397
04/20/2016 18H,37017
04/20/2016 17H,36909
