Demand for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389944&sdid=EBA.NW-ALL.D.H
04:14:35 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.D.H megawatthours
05/24/2020 13H,26100
05/24/2020 12H,25809
05/24/2020 11H,25537
05/24/2020 10H,25723
05/24/2020 09H,26116
05/24/2020 08H,26761
05/24/2020 07H,27805
05/24/2020 06H,29334
05/24/2020 05H,30948
05/24/2020 04H,31714
05/24/2020 03H,31798
05/24/2020 02H,32129
05/24/2020 01H,32303
05/24/2020 00H,32131
05/23/2020 23H,31602
05/23/2020 22H,31268
05/23/2020 21H,31244
05/23/2020 20H,31324
05/23/2020 19H,31214
05/23/2020 18H,31073
05/23/2020 17H,30666
05/23/2020 16H,30253
05/23/2020 15H,29368
05/23/2020 14H,28234
05/23/2020 13H,27505
05/23/2020 12H,27103
05/23/2020 11H,26892
05/23/2020 10H,27014
05/23/2020 09H,27426
05/23/2020 08H,28136
05/23/2020 07H,29397
05/23/2020 06H,31029
05/23/2020 05H,32870
05/23/2020 04H,33678
05/23/2020 03H,34400
05/23/2020 02H,34626
05/23/2020 01H,34975
05/23/2020 00H,35062
05/22/2020 23H,34964
05/22/2020 22H,34691
05/22/2020 21H,34652
05/22/2020 20H,34608
05/22/2020 19H,34583
05/22/2020 18H,34372
05/22/2020 17H,34072
05/22/2020 16H,33446
05/22/2020 15H,32581
05/22/2020 14H,31150
05/22/2020 13H,29396
05/22/2020 12H,28085
05/22/2020 11H,27482
05/22/2020 10H,27257
05/22/2020 09H,27601
05/22/2020 08H,28378
05/22/2020 07H,29539
05/22/2020 06H,31268
05/22/2020 05H,33270
05/22/2020 04H,34540
05/22/2020 03H,34896
05/22/2020 02H,35233
05/22/2020 01H,35228
05/22/2020 00H,34961
05/21/2020 23H,34593
05/21/2020 22H,34665
05/21/2020 21H,34213
05/21/2020 20H,34253
05/21/2020 19H,34260
05/21/2020 18H,34054
05/21/2020 17H,33822
05/21/2020 16H,33295
05/21/2020 15H,32320
05/21/2020 14H,30890
05/21/2020 13H,29158
05/21/2020 12H,27665
05/21/2020 11H,26921
05/21/2020 10H,26776
05/21/2020 09H,27286
05/21/2020 08H,27938
05/21/2020 07H,29179
05/21/2020 06H,30953
05/21/2020 05H,33017
05/21/2020 04H,34649
05/21/2020 03H,35094
05/21/2020 02H,35720
05/21/2020 01H,36243
05/21/2020 00H,36176
05/20/2020 23H,36083
05/20/2020 22H,35780
05/20/2020 21H,35750
05/20/2020 20H,35671
05/20/2020 19H,35360
05/20/2020 18H,34920
05/20/2020 17H,34582
05/20/2020 16H,33835
05/20/2020 15H,32636
05/20/2020 14H,30936
05/20/2020 13H,29137
05/20/2020 12H,27747
05/20/2020 11H,27071
05/20/2020 10H,27054
05/20/2020 09H,27402
05/20/2020 08H,28142
05/20/2020 07H,29279
05/20/2020 06H,30905
05/20/2020 05H,33106
05/20/2020 04H,34727
05/20/2020 03H,35225
05/20/2020 02H,35569
05/20/2020 01H,36226
05/20/2020 00H,36327
05/19/2020 23H,36128
05/19/2020 22H,36048
05/19/2020 21H,36031
05/19/2020 20H,35996
05/19/2020 19H,35425
05/19/2020 18H,34848
05/19/2020 17H,34155
05/19/2020 16H,33446
05/19/2020 15H,32456
05/19/2020 14H,30966
05/19/2020 13H,29219
05/19/2020 12H,27917
05/19/2020 11H,27284
05/19/2020 10H,27341
05/19/2020 09H,27863
05/19/2020 08H,28756
05/19/2020 07H,29964
05/19/2020 06H,31973
05/19/2020 05H,34272
05/19/2020 04H,35779
05/19/2020 03H,36262
05/19/2020 02H,37127
05/19/2020 01H,37586
05/19/2020 00H,37381
05/18/2020 23H,37114
05/18/2020 22H,36773
05/18/2020 21H,36315
05/18/2020 20H,35988
05/18/2020 19H,35582
05/18/2020 18H,35000
05/18/2020 17H,34328
05/18/2020 16H,33562
05/18/2020 15H,32520
05/18/2020 14H,30826
05/18/2020 13H,28928
05/18/2020 12H,27494
05/18/2020 11H,26764
05/18/2020 10H,26732
05/18/2020 09H,27047
05/18/2020 08H,27767
05/18/2020 07H,28925
05/18/2020 06H,30777
05/18/2020 05H,32798
05/18/2020 04H,33975
05/18/2020 03H,34261
05/18/2020 02H,34342
05/18/2020 01H,34533
05/18/2020 00H,34102
05/17/2020 23H,33312
05/17/2020 22H,32654
05/17/2020 21H,32332
05/17/2020 20H,32078
05/17/2020 19H,31756
05/17/2020 18H,31247
05/17/2020 17H,30499
05/17/2020 16H,29500
05/17/2020 15H,28237
05/17/2020 14H,27113
05/17/2020 13H,26613
05/17/2020 12H,26365
05/17/2020 11H,26286
05/17/2020 10H,26581
05/17/2020 09H,27089
05/17/2020 08H,27932
05/17/2020 07H,29051
05/17/2020 06H,30677
05/17/2020 05H,32399
05/17/2020 04H,33540
05/17/2020 03H,33806
05/17/2020 02H,33928
05/17/2020 01H,34044
05/17/2020 00H,33553
05/16/2020 23H,33005
05/16/2020 22H,32560
05/16/2020 21H,32322
05/16/2020 20H,32266
05/16/2020 19H,32184
05/16/2020 18H,31826
05/16/2020 17H,31249
05/16/2020 16H,30166
05/16/2020 15H,29063
05/16/2020 14H,27955
05/16/2020 13H,27131
05/16/2020 12H,26599
05/16/2020 11H,26434
05/16/2020 10H,26610
05/16/2020 09H,27022
05/16/2020 08H,27781
05/16/2020 07H,29160
05/16/2020 06H,30929
05/16/2020 05H,32649
05/16/2020 04H,33651
05/16/2020 03H,33990
05/16/2020 02H,34312
05/16/2020 01H,34710
05/16/2020 00H,34385
05/15/2020 23H,33846
05/15/2020 22H,33811
05/15/2020 21H,33868
05/15/2020 20H,33935
05/15/2020 19H,33901
05/15/2020 18H,33784
05/15/2020 17H,33346
05/15/2020 16H,33022
05/15/2020 15H,32257
05/15/2020 14H,30956
05/15/2020 13H,29276
05/15/2020 12H,27876
05/15/2020 11H,27194
05/15/2020 10H,27107
05/15/2020 09H,27427
05/15/2020 08H,28053
05/15/2020 07H,29298
05/15/2020 06H,30933
05/15/2020 05H,32762
05/15/2020 04H,34117
05/15/2020 03H,34284
05/15/2020 02H,34577
05/15/2020 01H,34786
05/15/2020 00H,34470
05/14/2020 23H,34020
05/14/2020 22H,33947
05/14/2020 21H,34150
05/14/2020 20H,34271
05/14/2020 19H,34655
05/14/2020 18H,33777
05/14/2020 17H,33411
05/14/2020 16H,32906
05/14/2020 15H,32304
05/14/2020 14H,30866
05/14/2020 13H,29253
05/14/2020 12H,27910
05/14/2020 11H,27181
05/14/2020 10H,27064
05/14/2020 09H,27468
05/14/2020 08H,28093
05/14/2020 07H,29462
05/14/2020 06H,31110
05/14/2020 05H,32982
05/14/2020 04H,34222
05/14/2020 03H,34671
05/14/2020 02H,34915
05/14/2020 01H,35179
05/14/2020 00H,34860
05/13/2020 23H,34473
05/13/2020 22H,34202
05/13/2020 21H,34184
05/13/2020 20H,34193
05/13/2020 19H,33971
05/13/2020 18H,33852
05/13/2020 17H,33637
05/13/2020 16H,33241
05/13/2020 15H,32315
05/13/2020 14H,30862
05/13/2020 13H,29132
05/13/2020 12H,27835
05/13/2020 11H,27113
05/13/2020 10H,27115
05/13/2020 09H,27460
05/13/2020 08H,28138
05/13/2020 07H,29211
05/13/2020 06H,30871
05/13/2020 05H,32855
05/13/2020 04H,35040
05/13/2020 03H,34722
05/13/2020 02H,34916
05/13/2020 01H,35198
05/13/2020 00H,34951
05/12/2020 23H,34798
05/12/2020 22H,34761
05/12/2020 21H,34869
05/12/2020 20H,34741
05/12/2020 19H,34568
05/12/2020 18H,34222
05/12/2020 17H,33739
05/12/2020 16H,33409
05/12/2020 15H,32571
05/12/2020 14H,31110
05/12/2020 13H,29329
05/12/2020 12H,28045
05/12/2020 11H,27425
05/12/2020 10H,27501
05/12/2020 09H,27850
05/12/2020 08H,28571
05/12/2020 07H,30070
05/12/2020 06H,31734
05/12/2020 05H,33594
05/12/2020 04H,35198
05/12/2020 03H,35851
05/12/2020 02H,36366
05/12/2020 01H,36675
05/12/2020 00H,36391
05/11/2020 23H,36013
05/11/2020 22H,35769
05/11/2020 21H,35931
05/11/2020 20H,35937
05/11/2020 19H,35627
05/11/2020 18H,35089
05/11/2020 17H,34306
05/11/2020 16H,33632
05/11/2020 15H,32337
05/11/2020 14H,30589
05/11/2020 13H,28939
05/11/2020 12H,27723
05/11/2020 11H,27147
05/11/2020 10H,27057
05/11/2020 09H,27532
05/11/2020 08H,28345
05/11/2020 07H,29348
05/11/2020 06H,31094
05/11/2020 05H,33258
05/11/2020 04H,34721
05/11/2020 03H,34994
05/11/2020 02H,35084
05/11/2020 01H,35297
05/11/2020 00H,34873
05/10/2020 23H,33900
05/10/2020 22H,33066
05/10/2020 21H,32561
05/10/2020 20H,32450
05/10/2020 19H,32076
05/10/2020 18H,31401
05/10/2020 17H,30604
05/10/2020 16H,29630
05/10/2020 15H,28356
05/10/2020 14H,27191
05/10/2020 13H,26741
05/10/2020 12H,26711
05/10/2020 11H,26552
05/10/2020 10H,26641
05/10/2020 09H,27120
05/10/2020 08H,28143
05/10/2020 07H,29644
05/10/2020 06H,31577
05/10/2020 05H,33486
05/10/2020 04H,34792
05/10/2020 03H,35257
05/10/2020 02H,35777
05/10/2020 01H,35999
05/10/2020 00H,35433
05/9/2020 23H,34388
05/9/2020 22H,33430
05/9/2020 21H,32809
05/9/2020 20H,32472
05/9/2020 19H,32323
05/9/2020 18H,31906
05/9/2020 17H,31212
05/9/2020 16H,30203
05/9/2020 15H,28950
05/9/2020 14H,28009
05/9/2020 13H,27521
05/9/2020 12H,27292
05/9/2020 11H,27017
05/9/2020 10H,27210
05/9/2020 09H,27597
05/9/2020 08H,28374
05/9/2020 07H,29745
05/9/2020 06H,31332
05/9/2020 05H,33117
05/9/2020 04H,34338
05/9/2020 03H,34919
05/9/2020 02H,35466
05/9/2020 01H,35684
05/9/2020 00H,35204
05/8/2020 23H,34537
05/8/2020 22H,34039
05/8/2020 21H,33709
05/8/2020 20H,33456
05/8/2020 19H,33414
05/8/2020 18H,33254
05/8/2020 17H,33162
05/8/2020 16H,32892
05/8/2020 15H,32480
05/8/2020 14H,31226
05/8/2020 13H,29441
05/8/2020 12H,28144
05/8/2020 11H,27462
05/8/2020 10H,27271
05/8/2020 09H,27704
05/8/2020 08H,28369
05/8/2020 07H,29562
05/8/2020 06H,31176
05/8/2020 05H,33127
05/8/2020 04H,34502
05/8/2020 03H,34833
05/8/2020 02H,35120
05/8/2020 01H,35433
05/8/2020 00H,35142
05/7/2020 23H,34589
05/7/2020 22H,34360
05/7/2020 21H,34133
05/7/2020 20H,34095
05/7/2020 19H,33974
05/7/2020 18H,33987
05/7/2020 17H,34005
05/7/2020 16H,33974
05/7/2020 15H,33492
05/7/2020 14H,32421
05/7/2020 13H,30541
05/7/2020 12H,29009
05/7/2020 11H,27991
05/7/2020 10H,27840
05/7/2020 09H,28106
05/7/2020 08H,28544
05/7/2020 07H,29660
05/7/2020 06H,31500
05/7/2020 05H,33297
05/7/2020 04H,34928
05/7/2020 03H,35415
05/7/2020 02H,35715
05/7/2020 01H,36224
05/7/2020 00H,36095
05/6/2020 23H,35684
05/6/2020 22H,35345
05/6/2020 21H,34999
05/6/2020 20H,34580
05/6/2020 19H,34281
05/6/2020 18H,33993
05/6/2020 17H,33512
05/6/2020 16H,32803
05/6/2020 15H,32163
05/6/2020 14H,30694
05/6/2020 13H,29205
05/6/2020 12H,28006
05/6/2020 11H,27319
05/6/2020 10H,27235
05/6/2020 09H,27551
05/6/2020 08H,28223
05/6/2020 07H,29274
05/6/2020 06H,30680
05/6/2020 05H,32880
05/6/2020 04H,34492
05/6/2020 03H,34862
05/6/2020 02H,35216
05/6/2020 01H,35257
05/6/2020 00H,34730
05/5/2020 23H,34085
05/5/2020 22H,33659
05/5/2020 21H,33240
05/5/2020 20H,32938
05/5/2020 19H,32750
05/5/2020 18H,32559
05/5/2020 17H,32459
05/5/2020 16H,32364
05/5/2020 15H,31726
05/5/2020 14H,30748
05/5/2020 13H,29128
05/5/2020 12H,27757
05/5/2020 11H,26921
05/5/2020 10H,27247
05/5/2020 09H,27370
05/5/2020 08H,27976
05/5/2020 07H,29312
05/5/2020 06H,30953
05/5/2020 05H,33033
05/5/2020 04H,34632
05/5/2020 03H,34990
05/5/2020 02H,35333
05/5/2020 01H,35411
05/5/2020 00H,34829
05/4/2020 23H,34302
05/4/2020 22H,34070
05/4/2020 21H,34044
05/4/2020 20H,34214
05/4/2020 19H,34239
05/4/2020 18H,34276
05/4/2020 17H,34194
05/4/2020 16H,34167
05/4/2020 15H,33800
05/4/2020 14H,32132
05/4/2020 13H,30210
05/4/2020 12H,28265
05/4/2020 11H,27149
05/4/2020 10H,26831
05/4/2020 09H,26936
05/4/2020 08H,27445
05/4/2020 07H,28321
05/4/2020 06H,29916
05/4/2020 05H,31794
05/4/2020 04H,33095
05/4/2020 03H,33194
05/4/2020 02H,33136
05/4/2020 01H,33096
05/4/2020 00H,32764
05/3/2020 23H,32010
05/3/2020 22H,31628
05/3/2020 21H,31483
05/3/2020 20H,31418
05/3/2020 19H,31191
05/3/2020 18H,30889
05/3/2020 17H,30243
05/3/2020 16H,29553
05/3/2020 15H,28607
05/3/2020 14H,27700
05/3/2020 13H,26986
05/3/2020 12H,27278
05/3/2020 11H,26417
05/3/2020 10H,26745
05/3/2020 09H,27027
05/3/2020 08H,27697
05/3/2020 07H,28939
05/3/2020 06H,30535
05/3/2020 05H,32218
05/3/2020 04H,33552
05/3/2020 03H,33922
05/3/2020 02H,34007
05/3/2020 01H,34211
05/3/2020 00H,34024
05/2/2020 23H,33416
05/2/2020 22H,32877
05/2/2020 21H,32802
05/2/2020 20H,32695
05/2/2020 19H,32399
05/2/2020 18H,31914
05/2/2020 17H,31237
05/2/2020 16H,30377
05/2/2020 15H,29118
05/2/2020 14H,28135
05/2/2020 13H,27315
05/2/2020 12H,26809
05/2/2020 11H,26652
05/2/2020 10H,26743
05/2/2020 09H,27370
05/2/2020 08H,28177
05/2/2020 07H,29402
05/2/2020 06H,31098
05/2/2020 05H,32922
05/2/2020 04H,34241
05/2/2020 03H,34761
05/2/2020 02H,35079
05/2/2020 01H,35395
05/2/2020 00H,35342
05/1/2020 23H,35129
05/1/2020 22H,34929
05/1/2020 21H,34995
05/1/2020 20H,34537
05/1/2020 19H,34198
05/1/2020 18H,33789
05/1/2020 17H,33563
05/1/2020 16H,33226
05/1/2020 15H,32632
05/1/2020 14H,31245
05/1/2020 13H,29578
05/1/2020 12H,28105
05/1/2020 11H,27387
05/1/2020 10H,27318
05/1/2020 09H,27648
05/1/2020 08H,28472
05/1/2020 07H,29467
05/1/2020 06H,31392
05/1/2020 05H,33456
05/1/2020 04H,35069
05/1/2020 03H,35678
05/1/2020 02H,35763
05/1/2020 01H,36183
05/1/2020 00H,35991
04/30/2020 23H,35602
04/30/2020 22H,35333
04/30/2020 21H,35056
04/30/2020 20H,34745
04/30/2020 19H,34491
04/30/2020 18H,34041
04/30/2020 17H,33663
04/30/2020 16H,33001
04/30/2020 15H,32020
04/30/2020 14H,30599
04/30/2020 13H,28974
04/30/2020 12H,27659
04/30/2020 11H,27077
04/30/2020 10H,27216
04/30/2020 09H,27679
04/30/2020 08H,28466
04/30/2020 07H,29686
04/30/2020 06H,31446
04/30/2020 05H,33642
04/30/2020 04H,35452
04/30/2020 03H,36157
04/30/2020 02H,36295
04/30/2020 01H,36701
04/30/2020 00H,36371
04/29/2020 23H,35730
04/29/2020 22H,35139
04/29/2020 21H,34818
04/29/2020 20H,34418
04/29/2020 19H,34395
04/29/2020 18H,33596
04/29/2020 17H,33166
04/29/2020 16H,32737
04/29/2020 15H,32059
04/29/2020 14H,30916
04/29/2020 13H,29359
04/29/2020 12H,27913
04/29/2020 11H,26916
04/29/2020 10H,26829
04/29/2020 09H,27216
04/29/2020 08H,27895
04/29/2020 07H,29048
04/29/2020 06H,30890
04/29/2020 05H,33139
04/29/2020 04H,34855
04/29/2020 03H,35427
04/29/2020 02H,35687
04/29/2020 01H,35974
04/29/2020 00H,35337
04/28/2020 23H,34551
04/28/2020 22H,34402
04/28/2020 21H,34009
04/28/2020 20H,33723
04/28/2020 19H,33332
04/28/2020 18H,33123
04/28/2020 17H,32798
04/28/2020 16H,32599
04/28/2020 15H,32028
04/28/2020 14H,30824
04/28/2020 13H,29165
04/28/2020 12H,27615
04/28/2020 11H,26911
04/28/2020 10H,26735
04/28/2020 09H,27035
04/28/2020 08H,27719
04/28/2020 07H,29017
04/28/2020 06H,30785
04/28/2020 05H,32847
04/28/2020 04H,34412
04/28/2020 03H,35070
04/28/2020 02H,35324
04/28/2020 01H,35482
04/28/2020 00H,35091
04/27/2020 23H,34769
04/27/2020 22H,34651
04/27/2020 21H,34564
04/27/2020 20H,34370
04/27/2020 19H,34152
04/27/2020 18H,33757
04/27/2020 17H,33291
04/27/2020 16H,32680
04/27/2020 15H,31808
04/27/2020 14H,30521
04/27/2020 13H,28857
04/27/2020 12H,27360
04/27/2020 11H,26450
04/27/2020 10H,26276
04/27/2020 09H,26526
04/27/2020 08H,27087
04/27/2020 07H,28175
04/27/2020 06H,29710
04/27/2020 05H,31594
04/27/2020 04H,33332
04/27/2020 03H,33516
04/27/2020 02H,33284
04/27/2020 01H,33227
04/27/2020 00H,32709
04/26/2020 23H,31794
04/26/2020 22H,31255
04/26/2020 21H,30970
04/26/2020 20H,30962
04/26/2020 19H,30943
04/26/2020 18H,30649
04/26/2020 17H,30294
04/26/2020 16H,29605
04/26/2020 15H,28790
04/26/2020 14H,28088
04/26/2020 13H,27400
04/26/2020 12H,26886
04/26/2020 11H,26535
04/26/2020 10H,26489
04/26/2020 09H,26827
04/26/2020 08H,27469
04/26/2020 07H,28626
04/26/2020 06H,30113
04/26/2020 05H,31806
04/26/2020 04H,33024
04/26/2020 03H,33266
04/26/2020 02H,32905
04/26/2020 01H,32726
04/26/2020 00H,32103
04/25/2020 23H,31460
04/25/2020 22H,31173
04/25/2020 21H,31044
04/25/2020 20H,31367
04/25/2020 19H,31462
04/25/2020 18H,31291
04/25/2020 17H,30788
04/25/2020 16H,30112
04/25/2020 15H,29092
04/25/2020 14H,28195
04/25/2020 13H,27478
04/25/2020 12H,26822
04/25/2020 11H,26454
04/25/2020 10H,26490
04/25/2020 09H,26864
04/25/2020 08H,27548
04/25/2020 07H,28598
04/25/2020 06H,30040
04/25/2020 05H,31733
04/25/2020 04H,33191
04/25/2020 03H,33499
04/25/2020 02H,33371
04/25/2020 01H,33449
04/25/2020 00H,33180
04/24/2020 23H,32859
04/24/2020 22H,32686
04/24/2020 21H,32839
04/24/2020 20H,32808
04/24/2020 19H,32977
04/24/2020 18H,32894
04/24/2020 17H,33068
04/24/2020 16H,32901
04/24/2020 15H,32529
04/24/2020 14H,31361
04/24/2020 13H,29624
04/24/2020 12H,27996
04/24/2020 11H,27111
04/24/2020 10H,27001
04/24/2020 09H,27245
04/24/2020 08H,27787
04/24/2020 07H,28653
04/24/2020 06H,30397
04/24/2020 05H,32096
04/24/2020 04H,33811
04/24/2020 03H,34091
04/24/2020 02H,34000
04/24/2020 01H,33959
04/24/2020 00H,33571
04/23/2020 23H,33252
04/23/2020 22H,33217
04/23/2020 21H,33426
04/23/2020 20H,33830
04/23/2020 19H,34017
04/23/2020 18H,33990
04/23/2020 17H,33837
04/23/2020 16H,33471
04/23/2020 15H,32741
04/23/2020 14H,31521
04/23/2020 13H,29946
04/23/2020 12H,28362
04/23/2020 11H,27542
04/23/2020 10H,27299
04/23/2020 09H,27494
04/23/2020 08H,28027
04/23/2020 07H,29134
04/23/2020 06H,30624
04/23/2020 05H,32502
04/23/2020 04H,34089
04/23/2020 03H,34642
04/23/2020 02H,34658
04/23/2020 01H,34702
04/23/2020 00H,34313
04/22/2020 23H,33804
04/22/2020 22H,33658
04/22/2020 21H,33836
04/22/2020 20H,34091
04/22/2020 19H,33998
04/22/2020 18H,33732
04/22/2020 17H,33828
04/22/2020 16H,33481
04/22/2020 15H,32643
04/22/2020 14H,31459
04/22/2020 13H,29711
04/22/2020 12H,28186
04/22/2020 11H,27056
04/22/2020 10H,26888
04/22/2020 09H,26998
04/22/2020 08H,27622
04/22/2020 07H,28637
04/22/2020 06H,30221
04/22/2020 05H,32125
04/22/2020 04H,34056
04/22/2020 03H,33856
04/22/2020 02H,33511
04/22/2020 01H,33607
04/22/2020 00H,33377
04/21/2020 23H,32920
04/21/2020 22H,32908
04/21/2020 21H,33090
04/21/2020 20H,33093
04/21/2020 19H,32980
04/21/2020 18H,33079
04/21/2020 17H,33043
04/21/2020 16H,32900
04/21/2020 15H,32327
04/21/2020 14H,31194
04/21/2020 13H,29495
04/21/2020 12H,27919
04/21/2020 11H,26933
04/21/2020 10H,26709
04/21/2020 09H,26812
04/21/2020 08H,27470
04/21/2020 07H,28421
04/21/2020 06H,29787
04/21/2020 05H,31805
04/21/2020 04H,33394
04/21/2020 03H,33600
04/21/2020 02H,33276
04/21/2020 01H,33295
04/21/2020 00H,32956
04/20/2020 23H,32443
04/20/2020 22H,32361
04/20/2020 21H,32416
04/20/2020 20H,32504
04/20/2020 19H,32655
04/20/2020 18H,32779
04/20/2020 17H,33027
04/20/2020 16H,33165
04/20/2020 15H,32871
04/20/2020 14H,31735
04/20/2020 13H,30019
04/20/2020 12H,28169
04/20/2020 11H,27002
04/20/2020 10H,26687
04/20/2020 09H,26639
04/20/2020 08H,27195
04/20/2020 07H,28172
04/20/2020 06H,29518
04/20/2020 05H,31090
04/20/2020 04H,32274
04/20/2020 03H,32377
04/20/2020 02H,31998
04/20/2020 01H,31621
04/20/2020 00H,31055
04/19/2020 23H,30343
04/19/2020 22H,30144
04/19/2020 21H,30243
04/19/2020 20H,30589
04/19/2020 19H,30759
04/19/2020 18H,30787
04/19/2020 17H,30601
04/19/2020 16H,30231
04/19/2020 15H,29580
04/19/2020 14H,28623
04/19/2020 13H,28043
04/19/2020 12H,27520
04/19/2020 11H,27104
04/19/2020 10H,27044
04/19/2020 09H,27301
04/19/2020 08H,27805
04/19/2020 07H,28744
04/19/2020 06H,30111
04/19/2020 05H,31606
04/19/2020 04H,32514
04/19/2020 03H,32727
04/19/2020 02H,32451
04/19/2020 01H,32312
04/19/2020 00H,31842
04/18/2020 23H,31443
04/18/2020 22H,31279
04/18/2020 21H,31533
04/18/2020 20H,31769
04/18/2020 19H,31768
04/18/2020 18H,31796
04/18/2020 17H,31426
04/18/2020 16H,30743
04/18/2020 15H,29882
04/18/2020 14H,29022
04/18/2020 13H,28295
04/18/2020 12H,27709
04/18/2020 11H,27240
04/18/2020 10H,27161
04/18/2020 09H,27364
04/18/2020 08H,27911
04/18/2020 07H,31478
04/18/2020 06H,32978
04/18/2020 05H,34980
04/18/2020 04H,36091
04/18/2020 03H,36012
04/18/2020 02H,35624
04/18/2020 01H,35547
04/18/2020 00H,35272
04/17/2020 23H,35064
04/17/2020 22H,35190
04/17/2020 21H,35563
04/17/2020 20H,36047
04/17/2020 19H,36491
04/17/2020 18H,36992
04/17/2020 17H,37909
04/17/2020 16H,38167
04/17/2020 15H,37973
04/17/2020 14H,36849
04/17/2020 13H,34777
04/17/2020 12H,32689
04/17/2020 11H,31431
04/17/2020 10H,30955
04/17/2020 09H,30942
04/17/2020 08H,31519
04/17/2020 07H,32175
04/17/2020 06H,33697
04/17/2020 05H,35398
04/17/2020 04H,36923
04/17/2020 03H,36953
04/17/2020 02H,36665
04/17/2020 01H,36687
04/17/2020 00H,36246
04/16/2020 23H,36042
04/16/2020 22H,36222
04/16/2020 21H,36697
04/16/2020 20H,37176
04/16/2020 19H,37656
04/16/2020 18H,38062
04/16/2020 17H,38558
04/16/2020 16H,38793
04/16/2020 15H,38365
04/16/2020 14H,36724
04/16/2020 13H,34560
04/16/2020 12H,32419
04/16/2020 11H,31237
04/16/2020 10H,30795
04/16/2020 09H,30811
04/16/2020 08H,31259
04/16/2020 07H,29674
04/16/2020 06H,31028
04/16/2020 05H,32423
04/16/2020 04H,33724
04/16/2020 03H,33988
04/16/2020 02H,33864
04/16/2020 01H,33820
04/16/2020 00H,33423
04/15/2020 23H,32968
04/15/2020 22H,32972
04/15/2020 21H,33395
04/15/2020 20H,33724
04/15/2020 19H,33865
04/15/2020 18H,34085
04/15/2020 17H,34246
04/15/2020 16H,34308
04/15/2020 15H,33855
04/15/2020 14H,32793
04/15/2020 13H,31275
04/15/2020 12H,29525
04/15/2020 11H,28582
04/15/2020 10H,28328
04/15/2020 09H,28443
04/15/2020 08H,28784
04/15/2020 07H,29393
04/15/2020 06H,30672
04/15/2020 05H,32622
04/15/2020 04H,34051
04/15/2020 03H,34309
04/15/2020 02H,33904
04/15/2020 01H,33780
04/15/2020 00H,33292
04/14/2020 23H,32878
04/14/2020 22H,32872
04/14/2020 21H,33411
04/14/2020 20H,33888
04/14/2020 19H,34272
04/14/2020 18H,34671
04/14/2020 17H,35128
04/14/2020 16H,35522
04/14/2020 15H,35591
04/14/2020 14H,34648
04/14/2020 13H,32771
04/14/2020 12H,30849
04/14/2020 11H,29807
04/14/2020 10H,29426
04/14/2020 09H,29367
04/14/2020 08H,29648
04/14/2020 07H,30364
04/14/2020 06H,31661
04/14/2020 05H,33713
04/14/2020 04H,34710
04/14/2020 03H,34985
04/14/2020 02H,34565
04/14/2020 01H,34270
04/14/2020 00H,33857
04/13/2020 23H,33622
04/13/2020 22H,33923
04/13/2020 21H,34302
04/13/2020 20H,34869
04/13/2020 19H,35254
04/13/2020 18H,35556
04/13/2020 17H,35883
04/13/2020 16H,36279
04/13/2020 15H,36327
04/13/2020 14H,35020
04/13/2020 13H,32725
04/13/2020 12H,30472
04/13/2020 11H,29187
04/13/2020 10H,28592
04/13/2020 09H,28450
04/13/2020 08H,28666
04/13/2020 07H,29290
04/13/2020 06H,30599
04/13/2020 05H,31974
04/13/2020 04H,33100
04/13/2020 03H,33051
04/13/2020 02H,32348
04/13/2020 01H,31908
04/13/2020 00H,31573
04/12/2020 23H,31252
04/12/2020 22H,31258
04/12/2020 21H,31504
04/12/2020 20H,31887
04/12/2020 19H,32291
04/12/2020 18H,32583
04/12/2020 17H,32702
04/12/2020 16H,32457
04/12/2020 15H,31738
04/12/2020 14H,30454
04/12/2020 13H,29224
04/12/2020 12H,28264
04/12/2020 11H,27806
04/12/2020 10H,27644
04/12/2020 09H,27651
04/12/2020 08H,28010
04/12/2020 07H,28778
04/12/2020 06H,30040
04/12/2020 05H,31368
04/12/2020 04H,32517
04/12/2020 03H,32737
04/12/2020 02H,32307
04/12/2020 01H,31866
04/12/2020 00H,31372
04/11/2020 23H,30946
04/11/2020 22H,30764
04/11/2020 21H,30857
04/11/2020 20H,31132
04/11/2020 19H,31351
04/11/2020 18H,31326
04/11/2020 17H,31068
04/11/2020 16H,30463
04/11/2020 15H,29535
04/11/2020 14H,28499
04/11/2020 13H,27812
04/11/2020 12H,26995
04/11/2020 11H,26457
04/11/2020 10H,26328
04/11/2020 09H,26614
04/11/2020 08H,27068
04/11/2020 07H,27801
04/11/2020 06H,29052
04/11/2020 05H,30551
04/11/2020 04H,31981
04/11/2020 03H,32203
04/11/2020 02H,32054
04/11/2020 01H,31863
04/11/2020 00H,31532
04/10/2020 23H,31016
04/10/2020 22H,31092
04/10/2020 21H,31405
04/10/2020 20H,31852
04/10/2020 19H,31987
04/10/2020 18H,31999
04/10/2020 17H,32245
04/10/2020 16H,32321
04/10/2020 15H,31948
04/10/2020 14H,31009
04/10/2020 13H,29513
04/10/2020 12H,27805
04/10/2020 11H,26939
04/10/2020 10H,26678
04/10/2020 09H,26750
04/10/2020 08H,27150
04/10/2020 07H,28008
04/10/2020 06H,29564
04/10/2020 05H,31222
04/10/2020 04H,32737
