Demand for New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389943&sdid=EBA.NY-ALL.D.H
12:50:26 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.D.H megawatthours
04/20/2018 03H,17092
04/20/2018 02H,18303
04/20/2018 01H,18995
04/20/2018 00H,18774
04/19/2018 23H,18548
04/19/2018 22H,18562
04/19/2018 21H,18278
04/19/2018 20H,18260
04/19/2018 19H,18479
04/19/2018 18H,18609
04/19/2018 17H,18619
04/19/2018 16H,18733
04/19/2018 15H,18677
04/19/2018 14H,18481
04/19/2018 13H,18241
04/19/2018 12H,17706
04/19/2018 11H,16415
04/19/2018 10H,14680
04/19/2018 09H,13738
04/19/2018 08H,13482
04/19/2018 07H,13565
04/19/2018 06H,13847
04/19/2018 05H,14373
04/19/2018 04H,15286
04/19/2018 03H,16517
04/19/2018 02H,17769
04/19/2018 01H,18504
04/19/2018 00H,18207
04/18/2018 23H,17949
04/18/2018 22H,17965
04/18/2018 21H,17783
04/18/2018 20H,17614
04/18/2018 19H,17669
04/18/2018 18H,17877
04/18/2018 17H,18023
04/18/2018 16H,18197
04/18/2018 15H,18374
04/18/2018 14H,18487
04/18/2018 13H,18412
04/18/2018 12H,17994
04/18/2018 11H,16859
04/18/2018 10H,15232
04/18/2018 09H,14302
04/18/2018 08H,14060
04/18/2018 07H,14121
04/18/2018 06H,14391
04/18/2018 05H,14894
04/18/2018 04H,15826
04/18/2018 03H,17055
04/18/2018 02H,18322
04/18/2018 01H,19162
04/18/2018 00H,19103
04/17/2018 23H,18947
04/17/2018 22H,18845
04/17/2018 21H,18632
04/17/2018 20H,18479
04/17/2018 19H,18265
04/17/2018 18H,18278
04/17/2018 17H,18254
04/17/2018 16H,18232
04/17/2018 15H,18324
04/17/2018 14H,18357
04/17/2018 13H,18243
04/17/2018 12H,17720
04/17/2018 11H,16515
04/17/2018 10H,14900
04/17/2018 09H,13951
04/17/2018 08H,13687
04/17/2018 07H,13759
04/17/2018 06H,14039
04/17/2018 05H,14543
04/17/2018 04H,15411
04/17/2018 03H,16678
04/17/2018 02H,17920
04/17/2018 01H,18784
04/17/2018 00H,18801
04/16/2018 23H,18610
04/16/2018 22H,18514
04/16/2018 21H,18306
04/16/2018 20H,18380
04/16/2018 19H,18634
04/16/2018 18H,18985
04/16/2018 17H,19349
04/16/2018 16H,19534
04/16/2018 15H,19498
04/16/2018 14H,19207
04/16/2018 13H,18678
04/16/2018 12H,17933
04/16/2018 11H,16563
04/16/2018 10H,14914
04/16/2018 09H,14024
04/16/2018 08H,13773
04/16/2018 07H,13843
04/16/2018 06H,14083
04/16/2018 05H,14526
04/16/2018 04H,15336
04/16/2018 03H,16425
04/16/2018 02H,17496
04/16/2018 01H,18203
04/16/2018 00H,18332
04/15/2018 23H,18053
04/15/2018 22H,17859
04/15/2018 21H,17416
04/15/2018 20H,17171
04/15/2018 19H,17053
04/15/2018 18H,17064
04/15/2018 17H,17124
04/15/2018 16H,17000
04/15/2018 15H,16702
04/15/2018 14H,16164
04/15/2018 13H,15330
04/15/2018 12H,14428
04/15/2018 11H,13786
04/15/2018 10H,13311
04/15/2018 09H,13095
04/15/2018 08H,13059
04/15/2018 07H,13214
04/15/2018 06H,13646
04/15/2018 05H,14140
04/15/2018 04H,14887
04/15/2018 03H,15773
04/15/2018 02H,16541
04/15/2018 01H,16988
04/15/2018 00H,16828
04/14/2018 23H,16506
04/14/2018 22H,16409
04/14/2018 21H,16222
04/14/2018 20H,16069
04/14/2018 19H,16039
04/14/2018 18H,16120
04/14/2018 17H,16258
04/14/2018 16H,16290
04/14/2018 15H,16181
04/14/2018 14H,15926
04/14/2018 13H,15355
04/14/2018 12H,14535
04/14/2018 11H,13756
04/14/2018 10H,13086
04/14/2018 09H,12764
04/14/2018 08H,12731
04/14/2018 07H,12903
04/14/2018 06H,13294
04/14/2018 05H,13962
04/14/2018 04H,14931
04/14/2018 03H,16020
04/14/2018 02H,16973
04/14/2018 01H,17536
04/14/2018 00H,17486
04/13/2018 23H,17406
04/13/2018 22H,17507
04/13/2018 21H,17466
04/13/2018 20H,17358
04/13/2018 19H,17400
04/13/2018 18H,17555
04/13/2018 17H,17638
04/13/2018 16H,17767
04/13/2018 15H,17873
04/13/2018 14H,17849
04/13/2018 13H,17682
04/13/2018 12H,17096
04/13/2018 11H,15911
04/13/2018 10H,14234
04/13/2018 09H,13368
04/13/2018 08H,13158
04/13/2018 07H,13246
04/13/2018 06H,13568
04/13/2018 05H,14116
04/13/2018 04H,15047
04/13/2018 03H,16318
04/13/2018 02H,17563
04/13/2018 01H,18333
04/13/2018 00H,18312
04/12/2018 23H,18231
04/12/2018 22H,18272
04/12/2018 21H,17915
04/12/2018 20H,17761
04/12/2018 19H,17714
04/12/2018 18H,17713
04/12/2018 17H,17756
04/12/2018 16H,17933
04/12/2018 15H,17974
04/12/2018 14H,17989
04/12/2018 13H,17914
04/12/2018 12H,17648
04/12/2018 11H,16606
04/12/2018 10H,14965
04/12/2018 09H,14054
04/12/2018 08H,13777
04/12/2018 07H,13843
04/12/2018 06H,14116
04/12/2018 05H,14603
04/12/2018 04H,15449
04/12/2018 03H,16752
04/12/2018 02H,17985
04/12/2018 01H,18678
04/12/2018 00H,18434
04/11/2018 23H,18048
04/11/2018 22H,18050
04/11/2018 21H,17783
04/11/2018 20H,17609
04/11/2018 19H,17591
04/11/2018 18H,17673
04/11/2018 17H,17732
04/11/2018 16H,17889
04/11/2018 15H,18049
04/11/2018 14H,18244
04/11/2018 13H,18271
04/11/2018 12H,18120
04/11/2018 11H,17173
04/11/2018 10H,15474
04/11/2018 09H,14464
04/11/2018 08H,14216
04/11/2018 07H,14277
04/11/2018 06H,14498
04/11/2018 05H,14976
04/11/2018 04H,15808
04/11/2018 03H,17047
04/11/2018 02H,18215
04/11/2018 01H,18918
04/11/2018 00H,18667
04/10/2018 23H,18295
04/10/2018 22H,18230
04/10/2018 21H,18027
04/10/2018 20H,17992
04/10/2018 19H,18059
04/10/2018 18H,18361
04/10/2018 17H,18511
04/10/2018 16H,18657
04/10/2018 15H,18766
04/10/2018 14H,18758
04/10/2018 13H,18620
04/10/2018 12H,18110
04/10/2018 11H,17035
04/10/2018 10H,15314
04/10/2018 09H,14374
04/10/2018 08H,14143
04/10/2018 07H,14240
04/10/2018 06H,14503
04/10/2018 05H,14964
04/10/2018 04H,15826
04/10/2018 03H,17049
04/10/2018 02H,18215
04/10/2018 01H,19037
04/10/2018 00H,18973
04/9/2018 23H,18559
04/9/2018 22H,18260
04/9/2018 21H,17855
04/9/2018 20H,17552
04/9/2018 19H,17594
04/9/2018 18H,17777
04/9/2018 17H,17968
04/9/2018 16H,18241
04/9/2018 15H,18553
04/9/2018 14H,18666
04/9/2018 13H,18709
04/9/2018 12H,18423
04/9/2018 11H,17485
04/9/2018 10H,15883
04/9/2018 09H,14898
04/9/2018 08H,14634
04/9/2018 07H,14658
04/9/2018 06H,14847
04/9/2018 05H,15238
04/9/2018 04H,15932
04/9/2018 03H,16953
04/9/2018 02H,17880
04/9/2018 01H,18469
04/9/2018 00H,18101
04/8/2018 23H,17537
04/8/2018 22H,17159
04/8/2018 21H,16707
04/8/2018 20H,16471
04/8/2018 19H,16412
04/8/2018 18H,16457
04/8/2018 17H,16526
04/8/2018 16H,16530
04/8/2018 15H,16425
04/8/2018 14H,16264
04/8/2018 13H,15915
04/8/2018 12H,15342
04/8/2018 11H,14881
04/8/2018 10H,14477
04/8/2018 09H,14220
04/8/2018 08H,14228
04/8/2018 07H,14371
04/8/2018 06H,14634
04/8/2018 05H,15075
04/8/2018 04H,15825
04/8/2018 03H,16598
04/8/2018 02H,17281
04/8/2018 01H,17733
04/8/2018 00H,17494
04/7/2018 23H,16961
04/7/2018 22H,16658
04/7/2018 21H,16395
04/7/2018 20H,16140
04/7/2018 19H,16285
04/7/2018 18H,16561
04/7/2018 17H,16906
04/7/2018 16H,17275
04/7/2018 15H,17287
04/7/2018 14H,17082
04/7/2018 13H,16635
04/7/2018 12H,15777
04/7/2018 11H,15082
04/7/2018 10H,14413
04/7/2018 09H,14019
04/7/2018 08H,14018
04/7/2018 07H,14172
04/7/2018 06H,14512
04/7/2018 05H,15062
04/7/2018 04H,15892
04/7/2018 03H,16836
04/7/2018 02H,17724
04/7/2018 01H,18330
04/7/2018 00H,18407
04/6/2018 23H,18174
04/6/2018 22H,18170
04/6/2018 21H,18048
04/6/2018 20H,18161
04/6/2018 19H,18590
04/6/2018 18H,19104
04/6/2018 17H,19242
04/6/2018 16H,19428
04/6/2018 15H,19428
04/6/2018 14H,19170
04/6/2018 13H,18717
04/6/2018 12H,18035
04/6/2018 11H,17029
04/6/2018 10H,15640
04/6/2018 09H,14859
04/6/2018 08H,14619
04/6/2018 07H,14657
04/6/2018 06H,14891
04/6/2018 05H,15307
04/6/2018 04H,16315
04/6/2018 03H,17455
04/6/2018 02H,18477
04/6/2018 01H,19145
04/6/2018 00H,18995
04/5/2018 23H,18531
04/5/2018 22H,18388
04/5/2018 21H,18234
04/5/2018 20H,18097
04/5/2018 19H,18193
04/5/2018 18H,18295
04/5/2018 17H,18404
04/5/2018 16H,18526
04/5/2018 15H,18652
04/5/2018 14H,18626
04/5/2018 13H,18549
04/5/2018 12H,18050
04/5/2018 11H,17075
04/5/2018 10H,15626
04/5/2018 09H,14693
04/5/2018 08H,14425
04/5/2018 07H,14517
04/5/2018 06H,14766
04/5/2018 05H,15243
04/5/2018 04H,16001
04/5/2018 03H,17108
04/5/2018 02H,18195
04/5/2018 01H,18817
04/5/2018 00H,18648
04/4/2018 23H,18147
04/4/2018 22H,18107
04/4/2018 21H,18008
04/4/2018 20H,18164
04/4/2018 19H,18426
04/4/2018 18H,18478
04/4/2018 17H,18518
04/4/2018 16H,18595
04/4/2018 15H,18637
04/4/2018 14H,18514
04/4/2018 13H,18107
04/4/2018 12H,17357
04/4/2018 11H,16209
04/4/2018 10H,14755
04/4/2018 09H,13943
04/4/2018 08H,13744
04/4/2018 07H,13901
04/4/2018 06H,14220
04/4/2018 05H,14769
04/4/2018 04H,15637
04/4/2018 03H,16880
04/4/2018 02H,18129
04/4/2018 01H,18980
04/4/2018 00H,19298
04/3/2018 23H,19231
04/3/2018 22H,19264
04/3/2018 21H,19122
04/3/2018 20H,19080
04/3/2018 19H,19256
04/3/2018 18H,19289
04/3/2018 17H,19200
04/3/2018 16H,19116
04/3/2018 15H,18895
04/3/2018 14H,18642
04/3/2018 13H,18401
04/3/2018 12H,17776
04/3/2018 11H,16639
04/3/2018 10H,15133
04/3/2018 09H,14267
04/3/2018 08H,14055
04/3/2018 07H,14149
04/3/2018 06H,14424
04/3/2018 05H,14869
04/3/2018 04H,15735
04/3/2018 03H,16882
04/3/2018 02H,17987
04/3/2018 01H,18633
04/3/2018 00H,18541
04/2/2018 23H,17970
04/2/2018 22H,17848
04/2/2018 21H,17716
04/2/2018 20H,17780
04/2/2018 19H,18039
04/2/2018 18H,18437
04/2/2018 17H,18737
04/2/2018 16H,18916
04/2/2018 15H,18938
04/2/2018 14H,18798
04/2/2018 13H,18376
04/2/2018 12H,17675
04/2/2018 11H,16492
04/2/2018 10H,14906
04/2/2018 09H,13906
04/2/2018 08H,13565
04/2/2018 07H,13553
04/2/2018 06H,13788
04/2/2018 05H,14234
04/2/2018 04H,14902
04/2/2018 03H,15778
04/2/2018 02H,16465
04/2/2018 01H,16850
04/2/2018 00H,16338
04/1/2018 23H,15483
04/1/2018 22H,15074
04/1/2018 21H,14821
04/1/2018 20H,14814
04/1/2018 19H,14981
04/1/2018 18H,15323
04/1/2018 17H,15795
04/1/2018 16H,16004
04/1/2018 15H,16026
04/1/2018 14H,15770
04/1/2018 13H,15213
04/1/2018 12H,14438
04/1/2018 11H,13876
04/1/2018 10H,13374
04/1/2018 09H,13144
04/1/2018 08H,13128
04/1/2018 07H,13339
04/1/2018 06H,13687
04/1/2018 05H,14203
04/1/2018 04H,14987
04/1/2018 03H,15891
04/1/2018 02H,16584
04/1/2018 01H,17004
04/1/2018 00H,16820
03/31/2018 23H,16128
03/31/2018 22H,15775
03/31/2018 21H,15356
03/31/2018 20H,15099
03/31/2018 19H,15115
03/31/2018 18H,15316
03/31/2018 17H,15628
03/31/2018 16H,15894
03/31/2018 15H,16044
03/31/2018 14H,16061
03/31/2018 13H,15848
03/31/2018 12H,15308
03/31/2018 11H,14708
03/31/2018 10H,14098
03/31/2018 09H,13762
03/31/2018 08H,13713
03/31/2018 07H,13874
03/31/2018 06H,14150
03/31/2018 05H,14640
03/31/2018 04H,15464
03/31/2018 03H,16398
03/31/2018 02H,17211
03/31/2018 01H,17689
03/31/2018 00H,17689
03/30/2018 23H,17528
03/30/2018 22H,17648
03/30/2018 21H,17501
03/30/2018 20H,17296
03/30/2018 19H,17377
03/30/2018 18H,17590
03/30/2018 17H,17803
03/30/2018 16H,17965
03/30/2018 15H,18026
03/30/2018 14H,17866
03/30/2018 13H,17288
03/30/2018 12H,16490
03/30/2018 11H,15385
03/30/2018 10H,14162
03/30/2018 09H,13523
03/30/2018 08H,13420
03/30/2018 07H,13522
03/30/2018 06H,13876
03/30/2018 05H,14452
03/30/2018 04H,15399
03/30/2018 03H,16614
03/30/2018 02H,17736
03/30/2018 01H,18485
03/30/2018 00H,18731
03/29/2018 23H,18452
03/29/2018 22H,18432
03/29/2018 21H,18252
03/29/2018 20H,18160
03/29/2018 19H,18282
03/29/2018 18H,18473
03/29/2018 17H,18529
03/29/2018 16H,18638
03/29/2018 15H,18643
03/29/2018 14H,18440
03/29/2018 13H,18156
03/29/2018 12H,17584
03/29/2018 11H,16425
03/29/2018 10H,14719
03/29/2018 09H,13840
03/29/2018 08H,13619
03/29/2018 07H,13709
03/29/2018 06H,14042
03/29/2018 05H,14553
03/29/2018 04H,15438
03/29/2018 03H,16712
03/29/2018 02H,17949
03/29/2018 01H,18690
03/29/2018 00H,18822
03/28/2018 23H,18470
03/28/2018 22H,18383
03/28/2018 21H,18160
03/28/2018 20H,18033
03/28/2018 19H,18050
03/28/2018 18H,18205
03/28/2018 17H,18379
03/28/2018 16H,18672
03/28/2018 15H,18832
03/28/2018 14H,18831
03/28/2018 13H,18596
03/28/2018 12H,18138
03/28/2018 11H,16954
03/28/2018 10H,15217
03/28/2018 09H,14299
03/28/2018 08H,14093
03/28/2018 07H,14216
03/28/2018 06H,14521
03/28/2018 05H,15000
03/28/2018 04H,15961
03/28/2018 03H,17199
03/28/2018 02H,18411
03/28/2018 01H,19223
03/28/2018 00H,19634
03/27/2018 23H,19296
03/27/2018 22H,19143
03/27/2018 21H,18836
03/27/2018 20H,18505
03/27/2018 19H,18392
03/27/2018 18H,18426
03/27/2018 17H,18496
03/27/2018 16H,18653
03/27/2018 15H,18655
03/27/2018 14H,18745
03/27/2018 13H,18778
03/27/2018 12H,18458
03/27/2018 11H,17348
03/27/2018 10H,15654
03/27/2018 09H,14652
03/27/2018 08H,14369
03/27/2018 07H,14413
03/27/2018 06H,14621
03/27/2018 05H,15038
03/27/2018 04H,15935
03/27/2018 03H,17151
03/27/2018 02H,18310
03/27/2018 01H,19008
03/27/2018 00H,18827
03/26/2018 23H,18173
03/26/2018 22H,17904
03/26/2018 21H,17592
03/26/2018 20H,17428
03/26/2018 19H,17533
03/26/2018 18H,17765
03/26/2018 17H,17979
03/26/2018 16H,18269
03/26/2018 15H,18553
03/26/2018 14H,18754
03/26/2018 13H,18869
03/26/2018 12H,18723
03/26/2018 11H,17588
03/26/2018 10H,15834
03/26/2018 09H,14836
03/26/2018 08H,14514
03/26/2018 07H,14500
03/26/2018 06H,14693
03/26/2018 05H,15071
03/26/2018 04H,15711
03/26/2018 03H,16689
03/26/2018 02H,17627
03/26/2018 01H,18205
03/26/2018 00H,17950
03/25/2018 23H,17214
03/25/2018 22H,16801
03/25/2018 21H,16450
03/25/2018 20H,16336
03/25/2018 19H,16429
03/25/2018 18H,16675
03/25/2018 17H,16881
03/25/2018 16H,16953
03/25/2018 15H,16871
03/25/2018 14H,16684
03/25/2018 13H,16227
03/25/2018 12H,15597
03/25/2018 11H,15087
03/25/2018 10H,14598
03/25/2018 09H,14343
03/25/2018 08H,14294
03/25/2018 07H,14439
03/25/2018 06H,14738
03/25/2018 05H,15197
03/25/2018 04H,15929
03/25/2018 03H,16735
03/25/2018 02H,17377
03/25/2018 01H,17715
03/25/2018 00H,17491
03/24/2018 23H,16742
03/24/2018 22H,16326
03/24/2018 21H,16021
03/24/2018 20H,15945
03/24/2018 19H,16056
03/24/2018 18H,16247
03/24/2018 17H,16511
03/24/2018 16H,16772
03/24/2018 15H,16902
03/24/2018 14H,16901
03/24/2018 13H,16708
03/24/2018 12H,16190
03/24/2018 11H,15557
03/24/2018 10H,14792
03/24/2018 09H,14426
03/24/2018 08H,14349
03/24/2018 07H,14454
03/24/2018 06H,14778
03/24/2018 05H,15362
03/24/2018 04H,16209
03/24/2018 03H,17209
03/24/2018 02H,18165
03/24/2018 01H,18711
03/24/2018 00H,18779
03/23/2018 23H,18348
03/23/2018 22H,18196
03/23/2018 21H,17958
03/23/2018 20H,17783
03/23/2018 19H,17735
03/23/2018 18H,17909
03/23/2018 17H,18187
03/23/2018 16H,18537
03/23/2018 15H,18807
03/23/2018 14H,18982
03/23/2018 13H,19005
03/23/2018 12H,18661
03/23/2018 11H,17545
03/23/2018 10H,15842
03/23/2018 09H,14923
03/23/2018 08H,14667
03/23/2018 07H,14723
03/23/2018 06H,14970
03/23/2018 05H,15461
03/23/2018 04H,16284
03/23/2018 03H,17442
03/23/2018 02H,18577
03/23/2018 01H,19275
03/23/2018 00H,19279
03/22/2018 23H,18638
03/22/2018 22H,18399
03/22/2018 21H,18197
03/22/2018 20H,18107
03/22/2018 19H,18308
03/22/2018 18H,18562
03/22/2018 17H,18811
03/22/2018 16H,19103
03/22/2018 15H,19278
03/22/2018 14H,19391
03/22/2018 13H,19322
03/22/2018 12H,18859
03/22/2018 11H,17828
03/22/2018 10H,16237
03/22/2018 09H,15332
03/22/2018 08H,15083
03/22/2018 07H,15130
03/22/2018 06H,15394
03/22/2018 05H,15913
03/22/2018 04H,16738
03/22/2018 03H,17937
03/22/2018 02H,19098
03/22/2018 01H,19967
03/22/2018 00H,20237
03/21/2018 23H,19853
03/21/2018 22H,19766
03/21/2018 21H,19545
03/21/2018 20H,19422
03/21/2018 19H,19577
03/21/2018 18H,19810
03/21/2018 17H,19980
03/21/2018 16H,20089
03/21/2018 15H,20098
03/21/2018 14H,19905
03/21/2018 13H,19472
03/21/2018 12H,18824
03/21/2018 11H,17662
03/21/2018 10H,16188
03/21/2018 09H,15304
03/21/2018 08H,15064
03/21/2018 07H,15157
03/21/2018 06H,15426
03/21/2018 05H,15952
03/21/2018 04H,16819
03/21/2018 03H,18021
03/21/2018 02H,19152
03/21/2018 01H,19931
03/21/2018 00H,20092
03/20/2018 23H,19668
03/20/2018 22H,19521
03/20/2018 21H,19313
03/20/2018 20H,19143
03/20/2018 19H,19210
03/20/2018 18H,19288
03/20/2018 17H,19349
03/20/2018 16H,19456
03/20/2018 15H,19496
03/20/2018 14H,19560
03/20/2018 13H,19583
03/20/2018 12H,19338
03/20/2018 11H,18159
03/20/2018 10H,16324
03/20/2018 09H,15364
03/20/2018 08H,15062
03/20/2018 07H,15074
03/20/2018 06H,15283
03/20/2018 05H,15703
03/20/2018 04H,16463
03/20/2018 03H,17698
03/20/2018 02H,18821
03/20/2018 01H,19507
03/20/2018 00H,19520
03/19/2018 23H,18771
03/19/2018 22H,18455
03/19/2018 21H,18164
03/19/2018 20H,17972
03/19/2018 19H,18056
03/19/2018 18H,18289
03/19/2018 17H,18509
03/19/2018 16H,18749
03/19/2018 15H,18990
03/19/2018 14H,19215
03/19/2018 13H,19349
03/19/2018 12H,19084
03/19/2018 11H,17861
03/19/2018 10H,16025
03/19/2018 09H,14979
03/19/2018 08H,14665
03/19/2018 07H,14688
03/19/2018 06H,14865
03/19/2018 05H,15309
03/19/2018 04H,16066
03/19/2018 03H,17092
03/19/2018 02H,18021
03/19/2018 01H,18571
03/19/2018 00H,18441
03/18/2018 23H,17564
03/18/2018 22H,17042
03/18/2018 21H,16640
03/18/2018 20H,16457
03/18/2018 19H,16528
03/18/2018 18H,16696
03/18/2018 17H,16891
03/18/2018 16H,17028
03/18/2018 15H,17091
03/18/2018 14H,16980
03/18/2018 13H,16617
03/18/2018 12H,16083
03/18/2018 11H,15609
03/18/2018 10H,15036
03/18/2018 09H,14764
03/18/2018 08H,14725
03/18/2018 07H,14795
03/18/2018 06H,15052
03/18/2018 05H,15540
03/18/2018 04H,16272
03/18/2018 03H,17082
03/18/2018 02H,17689
03/18/2018 01H,18064
03/18/2018 00H,17946
03/17/2018 23H,17185
03/17/2018 22H,16933
03/17/2018 21H,16720
03/17/2018 20H,16596
03/17/2018 19H,16682
03/17/2018 18H,16951
03/17/2018 17H,17319
03/17/2018 16H,17646
03/17/2018 15H,17845
03/17/2018 14H,17814
03/17/2018 13H,17554
03/17/2018 12H,16944
03/17/2018 11H,16250
03/17/2018 10H,15570
03/17/2018 09H,15260
03/17/2018 08H,15222
03/17/2018 07H,15408
03/17/2018 06H,15744
03/17/2018 05H,16306
03/17/2018 04H,17151
03/17/2018 03H,18207
03/17/2018 02H,19115
03/17/2018 01H,19721
03/17/2018 00H,19757
03/16/2018 23H,19127
03/16/2018 22H,18903
03/16/2018 21H,18721
03/16/2018 20H,18670
03/16/2018 19H,18806
03/16/2018 18H,19056
03/16/2018 17H,19173
03/16/2018 16H,19340
03/16/2018 15H,19362
03/16/2018 14H,19357
03/16/2018 13H,19222
03/16/2018 12H,18859
03/16/2018 11H,17640
03/16/2018 10H,15884
03/16/2018 09H,14968
03/16/2018 08H,14703
03/16/2018 07H,14763
03/16/2018 06H,15042
03/16/2018 05H,15522
03/16/2018 04H,16414
03/16/2018 03H,17639
03/16/2018 02H,18791
03/16/2018 01H,19527
03/16/2018 00H,19638
03/15/2018 23H,19038
03/15/2018 22H,18782
03/15/2018 21H,18560
03/15/2018 20H,18227
03/15/2018 19H,18215
03/15/2018 18H,18436
03/15/2018 17H,18646
03/15/2018 16H,18972
03/15/2018 15H,19303
03/15/2018 14H,19504
03/15/2018 13H,19481
03/15/2018 12H,19169
03/15/2018 11H,18008
03/15/2018 10H,16256
03/15/2018 09H,15330
03/15/2018 08H,15062
03/15/2018 07H,15160
03/15/2018 06H,15440
03/15/2018 05H,15909
03/15/2018 04H,16808
03/15/2018 03H,18079
03/15/2018 02H,19286
03/15/2018 01H,20103
03/15/2018 00H,20403
03/14/2018 23H,19925
03/14/2018 22H,19633
03/14/2018 21H,19238
03/14/2018 20H,19013
03/14/2018 19H,19057
03/14/2018 18H,19103
03/14/2018 17H,19118
03/14/2018 16H,19275
03/14/2018 15H,19392
03/14/2018 14H,19361
03/14/2018 13H,19422
03/14/2018 12H,19032
03/14/2018 11H,17845
03/14/2018 10H,16072
03/14/2018 09H,15165
03/14/2018 08H,14923
03/14/2018 07H,15021
03/14/2018 06H,15314
03/14/2018 05H,15790
03/14/2018 04H,16680
03/14/2018 03H,17965
03/14/2018 02H,19187
03/14/2018 01H,19998
03/14/2018 00H,20238
03/13/2018 23H,19640
03/13/2018 22H,19478
03/13/2018 21H,19320
03/13/2018 20H,19328
03/13/2018 19H,19494
03/13/2018 18H,19796
03/13/2018 17H,19912
03/13/2018 16H,20024
03/13/2018 15H,20024
03/13/2018 14H,19803
03/13/2018 13H,19350
03/13/2018 12H,18827
03/13/2018 11H,17516
03/13/2018 10H,15843
03/13/2018 09H,14948
03/13/2018 08H,14654
03/13/2018 07H,14702
03/13/2018 06H,14999
03/13/2018 05H,15433
03/13/2018 04H,16338
03/13/2018 03H,17614
03/13/2018 02H,18860
03/13/2018 01H,19664
03/13/2018 00H,19949
03/12/2018 23H,19535
03/12/2018 22H,19288
03/12/2018 21H,18996
03/12/2018 20H,18769
03/12/2018 19H,18694
03/12/2018 18H,18805
03/12/2018 17H,18859
03/12/2018 16H,18986
03/12/2018 15H,19116
03/12/2018 14H,19195
03/12/2018 13H,19179
03/12/2018 12H,18911
03/12/2018 11H,17614
03/12/2018 10H,15777
03/12/2018 09H,14831
03/12/2018 08H,14522
03/12/2018 07H,14513
03/12/2018 06H,14741
03/12/2018 05H,15146
03/12/2018 04H,15930
03/12/2018 03H,17033
03/12/2018 02H,17933
03/12/2018 01H,18507
03/12/2018 00H,18439
03/11/2018 23H,17466
03/11/2018 22H,16950
03/11/2018 21H,16507
03/11/2018 20H,16330
03/11/2018 19H,16367
03/11/2018 18H,16610
03/11/2018 17H,16747
03/11/2018 16H,16760
03/11/2018 15H,16682
03/11/2018 14H,16418
03/11/2018 13H,16023
03/11/2018 12H,15516
03/11/2018 11H,15069
03/11/2018 10H,14640
03/11/2018 09H,14488
03/11/2018 08H,14545
03/11/2018 07H,14857
03/11/2018 06H,15360
03/11/2018 05H,16111
03/11/2018 04H,17057
03/11/2018 03H,17902
03/11/2018 02H,18473
03/11/2018 01H,18844
03/11/2018 00H,18949
03/10/2018 23H,18262
03/10/2018 22H,17732
03/10/2018 21H,17527
03/10/2018 20H,17471
03/10/2018 19H,17520
03/10/2018 18H,17666
03/10/2018 17H,17792
03/10/2018 16H,17705
03/10/2018 15H,17447
03/10/2018 14H,17052
03/10/2018 13H,16422
03/10/2018 12H,15738
03/10/2018 11H,15144
03/10/2018 10H,14787
03/10/2018 09H,14731
03/10/2018 08H,14893
03/10/2018 07H,15226
03/10/2018 06H,15761
03/10/2018 05H,16668
03/10/2018 04H,17682
03/10/2018 03H,18674
03/10/2018 02H,19377
03/10/2018 01H,19885
03/10/2018 00H,20074
03/9/2018 23H,19436
03/9/2018 22H,19098
03/9/2018 21H,18884
03/9/2018 20H,18846
03/9/2018 19H,18972
03/9/2018 18H,19093
03/9/2018 17H,19317
03/9/2018 16H,19390
03/9/2018 15H,19302
03/9/2018 14H,19119
03/9/2018 13H,18708
03/9/2018 12H,17665
03/9/2018 11H,16176
03/9/2018 10H,15251
03/9/2018 09H,14969
03/9/2018 08H,15009
03/9/2018 07H,15284
03/9/2018 06H,15725
03/9/2018 05H,16583
03/9/2018 04H,17729
03/9/2018 03H,18936
03/9/2018 02H,19823
03/9/2018 01H,20367
03/9/2018 00H,20540
03/8/2018 23H,19983
03/8/2018 22H,19541
03/8/2018 21H,19210
03/8/2018 20H,19111
03/8/2018 19H,19160
03/8/2018 18H,19129
03/8/2018 17H,19181
03/8/2018 16H,19208
03/8/2018 15H,19067
03/8/2018 14H,18838
03/8/2018 13H,18326
03/8/2018 12H,17325
03/8/2018 11H,15907
03/8/2018 10H,14973
03/8/2018 09H,14695
03/8/2018 08H,14722
03/8/2018 07H,14983
03/8/2018 06H,15452
03/8/2018 05H,16247
03/8/2018 04H,17407
03/8/2018 03H,18572
03/8/2018 02H,19556
03/8/2018 01H,20290
03/8/2018 00H,20756
03/7/2018 23H,20511
03/7/2018 22H,20223
03/7/2018 21H,20057
03/7/2018 20H,20081
03/7/2018 19H,20162
03/7/2018 18H,20126
03/7/2018 17H,19945
03/7/2018 16H,19704
03/7/2018 15H,19420
03/7/2018 14H,18964
03/7/2018 13H,18245
03/7/2018 12H,17105
03/7/2018 11H,15615
03/7/2018 10H,14672
03/7/2018 09H,14374
03/7/2018 08H,14448
03/7/2018 07H,14730
03/7/2018 06H,15203
03/7/2018 05H,16083
03/7/2018 04H,17252
03/7/2018 03H,18427
03/7/2018 02H,19259
03/7/2018 01H,19796
03/7/2018 00H,19913
03/6/2018 23H,19135
03/6/2018 22H,18430
03/6/2018 21H,17992
03/6/2018 20H,17833
03/6/2018 19H,17851
03/6/2018 18H,17961
