Demand for New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389943&sdid=EBA.NY-ALL.D.H
12:50:26 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.D.H megawatthours
08/29/2020 14H,19359
08/29/2020 13H,18390
08/29/2020 12H,17328
08/29/2020 11H,16723
08/29/2020 10H,16303
08/29/2020 09H,16158
08/29/2020 08H,16285
08/29/2020 07H,16630
08/29/2020 06H,17233
08/29/2020 05H,18136
08/29/2020 04H,19054
08/29/2020 03H,20270
08/29/2020 02H,21437
08/29/2020 01H,22281
08/29/2020 00H,22580
08/28/2020 23H,23159
08/28/2020 22H,23873
08/28/2020 21H,24117
08/28/2020 20H,23863
08/28/2020 19H,23450
08/28/2020 18H,22989
08/28/2020 17H,22342
08/28/2020 16H,21688
08/28/2020 15H,21213
08/28/2020 14H,20511
08/28/2020 13H,19630
08/28/2020 12H,18466
08/28/2020 11H,17385
08/28/2020 10H,16507
08/28/2020 09H,16051
08/28/2020 08H,16105
08/28/2020 07H,16586
08/28/2020 06H,17198
08/28/2020 05H,18116
08/28/2020 04H,19233
08/28/2020 03H,20480
08/28/2020 02H,21789
08/28/2020 01H,22997
08/28/2020 00H,24352
08/27/2020 23H,25270
08/27/2020 22H,25879
08/27/2020 21H,25809
08/27/2020 20H,25367
08/27/2020 19H,24711
08/27/2020 18H,24136
08/27/2020 17H,23044
08/27/2020 16H,21866
08/27/2020 15H,20768
08/27/2020 14H,19888
08/27/2020 13H,19022
08/27/2020 12H,17908
08/27/2020 11H,16727
08/27/2020 10H,15665
08/27/2020 09H,15114
08/27/2020 08H,15037
08/27/2020 07H,15252
08/27/2020 06H,15628
08/27/2020 05H,16279
08/27/2020 04H,17111
08/27/2020 03H,18158
08/27/2020 02H,19217
08/27/2020 01H,19994
08/27/2020 00H,20061
08/26/2020 23H,20435
08/26/2020 22H,20894
08/26/2020 21H,20885
08/26/2020 20H,20668
08/26/2020 19H,20420
08/26/2020 18H,20054
08/26/2020 17H,19613
08/26/2020 16H,19278
08/26/2020 15H,18996
08/26/2020 14H,18673
08/26/2020 13H,18293
08/26/2020 12H,17507
08/26/2020 11H,16580
08/26/2020 10H,15898
08/26/2020 09H,15598
08/26/2020 08H,15769
08/26/2020 07H,16267
08/26/2020 06H,17021
08/26/2020 05H,18035
08/26/2020 04H,19405
08/26/2020 03H,21024
08/26/2020 02H,22742
08/26/2020 01H,24056
08/26/2020 00H,24696
08/25/2020 23H,26099
08/25/2020 22H,27298
08/25/2020 21H,27535
08/25/2020 20H,27423
08/25/2020 19H,27118
08/25/2020 18H,26510
08/25/2020 17H,25725
08/25/2020 16H,24897
08/25/2020 15H,23944
08/25/2020 14H,22868
08/25/2020 13H,21634
08/25/2020 12H,20360
08/25/2020 11H,19159
08/25/2020 10H,18256
08/25/2020 09H,17830
08/25/2020 08H,17987
08/25/2020 07H,18518
08/25/2020 06H,19283
08/25/2020 05H,20309
08/25/2020 04H,21704
08/25/2020 03H,23420
08/25/2020 02H,25131
08/25/2020 01H,26491
08/25/2020 00H,27124
08/24/2020 23H,28006
08/24/2020 22H,28885
08/24/2020 21H,28739
08/24/2020 20H,28204
08/24/2020 19H,27874
08/24/2020 18H,27495
08/24/2020 17H,26625
08/24/2020 16H,25445
08/24/2020 15H,24202
08/24/2020 14H,22926
08/24/2020 13H,21483
08/24/2020 12H,20054
08/24/2020 11H,18740
08/24/2020 10H,17860
08/24/2020 09H,17338
08/24/2020 08H,17397
08/24/2020 07H,17777
08/24/2020 06H,18370
08/24/2020 05H,19188
08/24/2020 04H,20358
08/24/2020 03H,21660
08/24/2020 02H,22907
08/24/2020 01H,23761
08/24/2020 00H,24053
08/23/2020 23H,24749
08/23/2020 22H,25043
08/23/2020 21H,24755
08/23/2020 20H,24261
08/23/2020 19H,23918
08/23/2020 18H,23303
08/23/2020 17H,22493
08/23/2020 16H,21552
08/23/2020 15H,20385
08/23/2020 14H,18970
08/23/2020 13H,17678
08/23/2020 12H,16618
08/23/2020 11H,16078
08/23/2020 10H,16061
08/23/2020 09H,16114
08/23/2020 08H,16409
08/23/2020 07H,16902
08/23/2020 06H,17653
08/23/2020 05H,18669
08/23/2020 04H,19913
08/23/2020 03H,21211
08/23/2020 02H,22411
08/23/2020 01H,23260
08/23/2020 00H,23637
08/22/2020 23H,24335
08/22/2020 22H,24570
08/22/2020 21H,24437
08/22/2020 20H,24172
08/22/2020 19H,23708
08/22/2020 18H,23232
08/22/2020 17H,22378
08/22/2020 16H,21408
08/22/2020 15H,20293
08/22/2020 14H,19076
08/22/2020 13H,17871
08/22/2020 12H,16780
08/22/2020 11H,16144
08/22/2020 10H,15956
08/22/2020 09H,15898
08/22/2020 08H,16111
08/22/2020 07H,16525
08/22/2020 06H,17142
08/22/2020 05H,18077
08/22/2020 04H,19203
08/22/2020 03H,20438
08/22/2020 02H,21601
08/22/2020 01H,22412
08/22/2020 00H,22845
08/21/2020 23H,23630
08/21/2020 22H,24157
08/21/2020 21H,24002
08/21/2020 20H,23532
08/21/2020 19H,22957
08/21/2020 18H,22362
08/21/2020 17H,21630
08/21/2020 16H,20813
08/21/2020 15H,19893
08/21/2020 14H,18974
08/21/2020 13H,18008
08/21/2020 12H,16933
08/21/2020 11H,15922
08/21/2020 10H,15101
08/21/2020 09H,14599
08/21/2020 08H,14596
08/21/2020 07H,14879
08/21/2020 06H,15367
08/21/2020 05H,16078
08/21/2020 04H,17082
08/21/2020 03H,18250
08/21/2020 02H,19376
08/21/2020 01H,20204
08/21/2020 00H,20618
08/20/2020 23H,21382
08/20/2020 22H,21671
08/20/2020 21H,21343
08/20/2020 20H,20765
08/20/2020 19H,20262
08/20/2020 18H,19814
08/20/2020 17H,19282
08/20/2020 16H,18761
08/20/2020 15H,18212
08/20/2020 14H,17639
08/20/2020 13H,17045
08/20/2020 12H,16151
08/20/2020 11H,15130
08/20/2020 10H,14372
08/20/2020 09H,13949
08/20/2020 08H,14028
08/20/2020 07H,14329
08/20/2020 06H,14872
08/20/2020 05H,15628
08/20/2020 04H,16707
08/20/2020 03H,17873
08/20/2020 02H,18979
08/20/2020 01H,19723
08/20/2020 00H,20000
08/19/2020 23H,20546
08/19/2020 22H,20690
08/19/2020 21H,20253
08/19/2020 20H,19865
08/19/2020 19H,19698
08/19/2020 18H,19594
08/19/2020 17H,19535
08/19/2020 16H,19434
08/19/2020 15H,19214
08/19/2020 14H,18793
08/19/2020 13H,18216
08/19/2020 12H,17328
08/19/2020 11H,16317
08/19/2020 10H,15530
08/19/2020 09H,15103
08/19/2020 08H,15189
08/19/2020 07H,15545
08/19/2020 06H,16123
08/19/2020 05H,16893
08/19/2020 04H,17956
08/19/2020 03H,19211
08/19/2020 02H,20427
08/19/2020 01H,21249
08/19/2020 00H,21623
08/18/2020 23H,22408
08/18/2020 22H,22855
08/18/2020 21H,22745
08/18/2020 20H,22492
08/18/2020 19H,22119
08/18/2020 18H,21669
08/18/2020 17H,21091
08/18/2020 16H,20472
08/18/2020 15H,19776
08/18/2020 14H,19061
08/18/2020 13H,18274
08/18/2020 12H,17193
08/18/2020 11H,16079
08/18/2020 10H,15302
08/18/2020 09H,14869
08/18/2020 08H,14991
08/18/2020 07H,15425
08/18/2020 06H,15888
08/18/2020 05H,16587
08/18/2020 04H,17600
08/18/2020 03H,18788
08/18/2020 02H,19930
08/18/2020 01H,20899
08/18/2020 00H,21240
08/17/2020 23H,21878
08/17/2020 22H,22380
08/17/2020 21H,22608
08/17/2020 20H,22573
08/17/2020 19H,22283
08/17/2020 18H,21704
08/17/2020 17H,21004
08/17/2020 16H,20334
08/17/2020 15H,19665
08/17/2020 14H,18966
08/17/2020 13H,18119
08/17/2020 12H,17058
08/17/2020 11H,15850
08/17/2020 10H,14964
08/17/2020 09H,14434
08/17/2020 08H,14417
08/17/2020 07H,14637
08/17/2020 06H,15047
08/17/2020 05H,15673
08/17/2020 04H,16540
08/17/2020 03H,17532
08/17/2020 02H,18470
08/17/2020 01H,19042
08/17/2020 00H,19070
08/16/2020 23H,19261
08/16/2020 22H,19287
08/16/2020 21H,19084
08/16/2020 20H,18952
08/16/2020 19H,18873
08/16/2020 18H,18766
08/16/2020 17H,18693
08/16/2020 16H,18346
08/16/2020 15H,17793
08/16/2020 14H,17171
08/16/2020 13H,16414
08/16/2020 12H,15717
08/16/2020 11H,15379
08/16/2020 10H,15348
08/16/2020 09H,15387
08/16/2020 08H,15643
08/16/2020 07H,16044
08/16/2020 06H,16594
08/16/2020 05H,17378
08/16/2020 04H,18384
08/16/2020 03H,19468
08/16/2020 02H,20412
08/16/2020 01H,21074
08/16/2020 00H,21332
08/15/2020 23H,21985
08/15/2020 22H,22458
08/15/2020 21H,22537
08/15/2020 20H,22484
08/15/2020 19H,22345
08/15/2020 18H,21942
08/15/2020 17H,21301
08/15/2020 16H,20419
08/15/2020 15H,19434
08/15/2020 14H,18470
08/15/2020 13H,17510
08/15/2020 12H,16714
08/15/2020 11H,16145
08/15/2020 10H,16020
08/15/2020 09H,16049
08/15/2020 08H,16400
08/15/2020 07H,16955
08/15/2020 06H,17674
08/15/2020 05H,18693
08/15/2020 04H,20026
08/15/2020 03H,21460
08/15/2020 02H,22798
08/15/2020 01H,23729
08/15/2020 00H,24441
08/14/2020 23H,25484
08/14/2020 22H,26040
08/14/2020 21H,26082
08/14/2020 20H,25910
08/14/2020 19H,25600
08/14/2020 18H,25313
08/14/2020 17H,24768
08/14/2020 16H,23973
08/14/2020 15H,22939
08/14/2020 14H,21802
08/14/2020 13H,20692
08/14/2020 12H,19372
08/14/2020 11H,18217
08/14/2020 10H,17386
08/14/2020 09H,16964
08/14/2020 08H,17061
08/14/2020 07H,17448
08/14/2020 06H,18117
08/14/2020 05H,19010
08/14/2020 04H,20298
08/14/2020 03H,21737
08/14/2020 02H,23100
08/14/2020 01H,23923
08/14/2020 00H,24333
08/13/2020 23H,24900
08/13/2020 22H,25169
08/13/2020 21H,25011
08/13/2020 20H,24779
08/13/2020 19H,24632
08/13/2020 18H,24436
08/13/2020 17H,24039
08/13/2020 16H,23520
08/13/2020 15H,22874
08/13/2020 14H,22090
08/13/2020 13H,21137
08/13/2020 12H,20011
08/13/2020 11H,19004
08/13/2020 10H,18173
08/13/2020 09H,17784
08/13/2020 08H,17899
08/13/2020 07H,18327
08/13/2020 06H,18983
08/13/2020 05H,19962
08/13/2020 04H,21292
08/13/2020 03H,22915
08/13/2020 02H,24514
08/13/2020 01H,25559
08/13/2020 00H,26195
08/12/2020 23H,27031
08/12/2020 22H,27486
08/12/2020 21H,27586
08/12/2020 20H,27887
08/12/2020 19H,28013
08/12/2020 18H,27648
08/12/2020 17H,26825
08/12/2020 16H,25927
08/12/2020 15H,24926
08/12/2020 14H,23838
08/12/2020 13H,22639
08/12/2020 12H,21370
08/12/2020 11H,20016
08/12/2020 10H,19190
08/12/2020 09H,18775
08/12/2020 08H,18890
08/12/2020 07H,19375
08/12/2020 06H,20129
08/12/2020 05H,21179
08/12/2020 04H,22557
08/12/2020 03H,24214
08/12/2020 02H,25780
08/12/2020 01H,26773
08/12/2020 00H,27435
08/11/2020 23H,28457
08/11/2020 22H,29061
08/11/2020 21H,29024
08/11/2020 20H,29011
08/11/2020 19H,28731
08/11/2020 18H,28370
08/11/2020 17H,27733
08/11/2020 16H,26823
08/11/2020 15H,25663
08/11/2020 14H,24372
08/11/2020 13H,23022
08/11/2020 12H,21529
08/11/2020 11H,20054
08/11/2020 10H,19186
08/11/2020 09H,18766
08/11/2020 08H,18965
08/11/2020 07H,19446
08/11/2020 06H,20193
08/11/2020 05H,21299
08/11/2020 04H,22760
08/11/2020 03H,24454
08/11/2020 02H,26100
08/11/2020 01H,27212
08/11/2020 00H,27993
08/10/2020 23H,29022
08/10/2020 22H,29685
08/10/2020 21H,29654
08/10/2020 20H,29328
08/10/2020 19H,28910
08/10/2020 18H,28396
08/10/2020 17H,27511
08/10/2020 16H,26411
08/10/2020 15H,25048
08/10/2020 14H,23631
08/10/2020 13H,22231
08/10/2020 12H,20616
08/10/2020 11H,19078
08/10/2020 10H,18140
08/10/2020 09H,17626
08/10/2020 08H,17652
08/10/2020 07H,18001
08/10/2020 06H,18626
08/10/2020 05H,19525
08/10/2020 04H,20673
08/10/2020 03H,21959
08/10/2020 02H,23207
08/10/2020 01H,23765
08/10/2020 00H,24055
08/9/2020 23H,24655
08/9/2020 22H,24777
08/9/2020 21H,24411
08/9/2020 20H,23892
08/9/2020 19H,23308
08/9/2020 18H,22721
08/9/2020 17H,21918
08/9/2020 16H,20943
08/9/2020 15H,19698
08/9/2020 14H,18435
08/9/2020 13H,17275
08/9/2020 12H,16117
08/9/2020 11H,15553
08/9/2020 10H,15554
08/9/2020 09H,15593
08/9/2020 08H,15850
08/9/2020 07H,16292
08/9/2020 06H,16898
08/9/2020 05H,17766
08/9/2020 04H,18862
08/9/2020 03H,20062
08/9/2020 02H,21111
08/9/2020 01H,21695
08/9/2020 00H,22221
08/8/2020 23H,22926
08/8/2020 22H,22966
08/8/2020 21H,22566
08/8/2020 20H,22061
08/8/2020 19H,21609
08/8/2020 18H,21105
08/8/2020 17H,20535
08/8/2020 16H,19765
08/8/2020 15H,18922
08/8/2020 14H,18080
08/8/2020 13H,17162
08/8/2020 12H,16270
08/8/2020 11H,15638
08/8/2020 10H,15440
08/8/2020 09H,15354
08/8/2020 08H,15544
08/8/2020 07H,15913
08/8/2020 06H,16431
08/8/2020 05H,17178
08/8/2020 04H,18249
08/8/2020 03H,19387
08/8/2020 02H,20414
08/8/2020 01H,20999
08/8/2020 00H,21344
08/7/2020 23H,21769
08/7/2020 22H,22182
08/7/2020 21H,22136
08/7/2020 20H,21957
08/7/2020 19H,21706
08/7/2020 18H,21255
08/7/2020 17H,20691
08/7/2020 16H,20108
08/7/2020 15H,19571
08/7/2020 14H,19083
08/7/2020 13H,18357
08/7/2020 12H,17417
08/7/2020 11H,16426
08/7/2020 10H,15574
08/7/2020 09H,15380
08/7/2020 08H,15402
08/7/2020 07H,15676
08/7/2020 06H,16191
08/7/2020 05H,16878
08/7/2020 04H,17909
08/7/2020 03H,19168
08/7/2020 02H,20359
08/7/2020 01H,20941
08/7/2020 00H,21447
08/6/2020 23H,22204
08/6/2020 22H,22657
08/6/2020 21H,22435
08/6/2020 20H,21851
08/6/2020 19H,21294
08/6/2020 18H,20861
08/6/2020 17H,20414
08/6/2020 16H,19993
08/6/2020 15H,19657
08/6/2020 14H,19289
08/6/2020 13H,18569
08/6/2020 12H,17683
08/6/2020 11H,16565
08/6/2020 10H,15781
08/6/2020 09H,15399
08/6/2020 08H,15477
08/6/2020 07H,15836
08/6/2020 06H,16427
08/6/2020 05H,17310
08/6/2020 04H,18479
08/6/2020 03H,19888
08/6/2020 02H,21161
08/6/2020 01H,21824
08/6/2020 00H,22440
08/5/2020 23H,23327
08/5/2020 22H,23762
08/5/2020 21H,23609
08/5/2020 20H,23264
08/5/2020 19H,22917
08/5/2020 18H,22586
08/5/2020 17H,22105
08/5/2020 16H,21484
08/5/2020 15H,20803
08/5/2020 14H,20052
08/5/2020 13H,19074
08/5/2020 12H,17873
08/5/2020 11H,16624
08/5/2020 10H,15876
08/5/2020 09H,15479
08/5/2020 08H,15469
08/5/2020 07H,15684
08/5/2020 06H,16069
08/5/2020 05H,16757
08/5/2020 04H,17690
08/5/2020 03H,18683
08/5/2020 02H,19588
08/5/2020 01H,19849
08/5/2020 00H,19978
08/4/2020 23H,20463
08/4/2020 22H,20681
08/4/2020 21H,20547
08/4/2020 20H,20690
08/4/2020 19H,21386
08/4/2020 18H,23117
08/4/2020 17H,23830
08/4/2020 16H,23817
08/4/2020 15H,23475
08/4/2020 14H,22887
08/4/2020 13H,21966
08/4/2020 12H,20717
08/4/2020 11H,19433
08/4/2020 10H,18407
08/4/2020 09H,17959
08/4/2020 08H,17972
08/4/2020 07H,18292
08/4/2020 06H,18956
08/4/2020 05H,19909
08/4/2020 04H,21213
08/4/2020 03H,22776
08/4/2020 02H,24598
08/4/2020 01H,25943
08/4/2020 00H,26435
08/3/2020 23H,27201
08/3/2020 22H,27923
08/3/2020 21H,27824
08/3/2020 20H,27418
08/3/2020 19H,27010
08/3/2020 18H,26424
08/3/2020 17H,25650
08/3/2020 16H,24915
08/3/2020 15H,24119
08/3/2020 14H,23243
08/3/2020 13H,22128
08/3/2020 12H,20923
08/3/2020 11H,19747
08/3/2020 10H,19079
08/3/2020 09H,18887
08/3/2020 08H,19162
08/3/2020 07H,19720
08/3/2020 06H,20464
08/3/2020 05H,21458
08/3/2020 04H,22705
08/3/2020 03H,24160
08/3/2020 02H,25426
08/3/2020 01H,25907
08/3/2020 00H,26264
08/2/2020 23H,26813
08/2/2020 22H,26776
08/2/2020 21H,26312
08/2/2020 20H,25650
08/2/2020 19H,24921
08/2/2020 18H,24158
08/2/2020 17H,23455
08/2/2020 16H,22541
08/2/2020 15H,21548
08/2/2020 14H,20509
08/2/2020 13H,19409
08/2/2020 12H,18281
08/2/2020 11H,17719
08/2/2020 10H,17648
08/2/2020 09H,17646
08/2/2020 08H,17888
08/2/2020 07H,18343
08/2/2020 06H,18981
08/2/2020 05H,19873
08/2/2020 04H,21015
08/2/2020 03H,22218
08/2/2020 02H,23191
08/2/2020 01H,23660
08/2/2020 00H,24182
08/1/2020 23H,24880
08/1/2020 22H,25134
08/1/2020 21H,24944
08/1/2020 20H,24568
08/1/2020 19H,24121
08/1/2020 18H,23627
08/1/2020 17H,23075
08/1/2020 16H,22160
08/1/2020 15H,20968
08/1/2020 14H,19658
08/1/2020 13H,18391
08/1/2020 12H,17260
08/1/2020 11H,16417
08/1/2020 10H,16214
08/1/2020 09H,16275
08/1/2020 08H,16568
08/1/2020 07H,17065
08/1/2020 06H,17763
08/1/2020 05H,18747
08/1/2020 04H,20038
08/1/2020 03H,21372
08/1/2020 02H,22675
08/1/2020 01H,23391
08/1/2020 00H,24204
07/31/2020 23H,24924
07/31/2020 22H,25189
07/31/2020 21H,24808
07/31/2020 20H,24271
07/31/2020 19H,23720
07/31/2020 18H,23296
07/31/2020 17H,22827
07/31/2020 16H,22443
07/31/2020 15H,21952
07/31/2020 14H,21303
07/31/2020 13H,20581
07/31/2020 12H,19637
07/31/2020 11H,18572
07/31/2020 10H,17790
07/31/2020 09H,17477
07/31/2020 08H,17674
07/31/2020 07H,18174
07/31/2020 06H,19231
07/31/2020 05H,20413
07/31/2020 04H,21821
07/31/2020 03H,23331
07/31/2020 02H,24764
07/31/2020 01H,25681
07/31/2020 00H,26293
07/30/2020 23H,27069
07/30/2020 22H,27693
07/30/2020 21H,28072
07/30/2020 20H,28094
07/30/2020 19H,27852
07/30/2020 18H,27314
07/30/2020 17H,26530
07/30/2020 16H,25668
07/30/2020 15H,24607
07/30/2020 14H,23457
07/30/2020 13H,22193
07/30/2020 12H,20734
07/30/2020 11H,19334
07/30/2020 10H,18483
07/30/2020 09H,18154
07/30/2020 08H,18331
07/30/2020 07H,18853
07/30/2020 06H,19701
07/30/2020 05H,20798
07/30/2020 04H,22231
07/30/2020 03H,23898
07/30/2020 02H,25428
07/30/2020 01H,26151
07/30/2020 00H,26924
07/29/2020 23H,27896
07/29/2020 22H,28378
07/29/2020 21H,28347
07/29/2020 20H,27980
07/29/2020 19H,27457
07/29/2020 18H,26984
07/29/2020 17H,26256
07/29/2020 16H,25501
07/29/2020 15H,24553
07/29/2020 14H,23498
07/29/2020 13H,22316
07/29/2020 12H,20906
07/29/2020 11H,19506
07/29/2020 10H,18668
07/29/2020 09H,18385
07/29/2020 08H,18540
07/29/2020 07H,19066
07/29/2020 06H,19815
07/29/2020 05H,20922
07/29/2020 04H,22462
07/29/2020 03H,24282
07/29/2020 02H,25880
07/29/2020 01H,26898
07/29/2020 00H,27908
07/28/2020 23H,28868
07/28/2020 22H,29457
07/28/2020 21H,29523
07/28/2020 20H,29685
07/28/2020 19H,29599
07/28/2020 18H,29243
07/28/2020 17H,28631
07/28/2020 16H,27853
07/28/2020 15H,26899
07/28/2020 14H,25794
07/28/2020 13H,24474
07/28/2020 12H,22966
07/28/2020 11H,21489
07/28/2020 10H,20671
07/28/2020 09H,20399
07/28/2020 08H,20670
07/28/2020 07H,21292
07/28/2020 06H,22161
07/28/2020 05H,23259
07/28/2020 04H,24668
07/28/2020 03H,26354
07/28/2020 02H,27970
07/28/2020 01H,28795
07/28/2020 00H,29548
07/27/2020 23H,30324
07/27/2020 22H,30660
07/27/2020 21H,30473
07/27/2020 20H,30325
07/27/2020 19H,30043
07/27/2020 18H,29542
07/27/2020 17H,28604
07/27/2020 16H,27401
07/27/2020 15H,26179
07/27/2020 14H,24816
07/27/2020 13H,23160
07/27/2020 12H,21369
07/27/2020 11H,19724
07/27/2020 10H,18887
07/27/2020 09H,18506
07/27/2020 08H,18646
07/27/2020 07H,19147
07/27/2020 06H,19965
07/27/2020 05H,20999
07/27/2020 04H,22319
07/27/2020 03H,23901
07/27/2020 02H,25325
07/27/2020 01H,25915
07/27/2020 00H,26606
07/26/2020 23H,27310
07/26/2020 22H,27427
07/26/2020 21H,27079
07/26/2020 20H,26600
07/26/2020 19H,26129
07/26/2020 18H,25604
07/26/2020 17H,24899
07/26/2020 16H,23888
07/26/2020 15H,22604
07/26/2020 14H,21027
07/26/2020 13H,19505
07/26/2020 12H,18233
07/26/2020 11H,17435
07/26/2020 10H,17405
07/26/2020 09H,17578
07/26/2020 08H,17952
07/26/2020 07H,18536
07/26/2020 06H,19291
07/26/2020 05H,20301
07/26/2020 04H,21616
07/26/2020 03H,22943
07/26/2020 02H,24061
07/26/2020 01H,24587
07/26/2020 00H,25268
07/25/2020 23H,25984
07/25/2020 22H,26084
07/25/2020 21H,25772
07/25/2020 20H,25291
07/25/2020 19H,24868
07/25/2020 18H,24315
07/25/2020 17H,23635
07/25/2020 16H,22728
07/25/2020 15H,21515
07/25/2020 14H,20177
07/25/2020 13H,18903
07/25/2020 12H,17559
07/25/2020 11H,16609
07/25/2020 10H,16411
07/25/2020 09H,16468
07/25/2020 08H,16735
07/25/2020 07H,17211
07/25/2020 06H,17882
07/25/2020 05H,18870
07/25/2020 04H,20105
07/25/2020 03H,21493
07/25/2020 02H,22724
07/25/2020 01H,23270
07/25/2020 00H,23942
07/24/2020 23H,24519
07/24/2020 22H,24731
07/24/2020 21H,24495
07/24/2020 20H,24166
07/24/2020 19H,24042
07/24/2020 18H,23816
07/24/2020 17H,23517
07/24/2020 16H,23243
07/24/2020 15H,22810
07/24/2020 14H,22368
07/24/2020 13H,21611
07/24/2020 12H,20487
07/24/2020 11H,19262
07/24/2020 10H,18387
07/24/2020 09H,18034
07/24/2020 08H,18224
07/24/2020 07H,18749
07/24/2020 06H,19516
07/24/2020 05H,20547
07/24/2020 04H,22032
07/24/2020 03H,23658
07/24/2020 02H,25175
07/24/2020 01H,25991
07/24/2020 00H,26694
07/23/2020 23H,27578
07/23/2020 22H,28118
07/23/2020 21H,28004
07/23/2020 20H,27586
07/23/2020 19H,26929
07/23/2020 18H,26223
07/23/2020 17H,25648
07/23/2020 16H,25235
07/23/2020 15H,24496
07/23/2020 14H,23457
07/23/2020 13H,22285
07/23/2020 12H,21029
07/23/2020 11H,19673
07/23/2020 10H,18690
07/23/2020 09H,18235
07/23/2020 08H,18297
07/23/2020 07H,18659
07/23/2020 06H,19357
07/23/2020 05H,20309
07/23/2020 04H,21535
07/23/2020 03H,23128
07/23/2020 02H,24582
07/23/2020 01H,25515
07/23/2020 00H,26692
07/22/2020 23H,28199
07/22/2020 22H,28984
07/22/2020 21H,29053
07/22/2020 20H,28742
07/22/2020 19H,28309
07/22/2020 18H,27715
07/22/2020 17H,26873
07/22/2020 16H,26055
07/22/2020 15H,25090
07/22/2020 14H,23957
07/22/2020 13H,22688
07/22/2020 12H,21260
07/22/2020 11H,19819
07/22/2020 10H,18857
07/22/2020 09H,18451
07/22/2020 08H,18505
07/22/2020 07H,18917
07/22/2020 06H,19637
07/22/2020 05H,20583
07/22/2020 04H,21928
07/22/2020 03H,23572
07/22/2020 02H,25112
07/22/2020 01H,25857
07/22/2020 00H,26769
07/21/2020 23H,27798
07/21/2020 22H,28432
07/21/2020 21H,28387
07/21/2020 20H,28004
07/21/2020 19H,27583
07/21/2020 18H,27110
07/21/2020 17H,26460
07/21/2020 16H,25640
07/21/2020 15H,24613
07/21/2020 14H,23499
07/21/2020 13H,22280
07/21/2020 12H,20920
07/21/2020 11H,19453
07/21/2020 10H,18545
07/21/2020 09H,18266
07/21/2020 08H,18516
07/21/2020 07H,19128
07/21/2020 06H,20017
07/21/2020 05H,21244
07/21/2020 04H,22810
07/21/2020 03H,24715
07/21/2020 02H,26469
07/21/2020 01H,27425
07/21/2020 00H,28486
07/20/2020 23H,29492
07/20/2020 22H,29909
07/20/2020 21H,29860
07/20/2020 20H,29817
07/20/2020 19H,29788
07/20/2020 18H,29541
07/20/2020 17H,28955
07/20/2020 16H,28120
07/20/2020 15H,26999
07/20/2020 14H,25820
07/20/2020 13H,24360
07/20/2020 12H,22736
07/20/2020 11H,21154
07/20/2020 10H,20154
07/20/2020 09H,19676
07/20/2020 08H,19662
07/20/2020 07H,19969
07/20/2020 06H,20561
07/20/2020 05H,21471
07/20/2020 04H,22778
07/20/2020 03H,24295
07/20/2020 02H,25569
07/20/2020 01H,26110
07/20/2020 00H,26570
07/19/2020 23H,27157
07/19/2020 22H,27418
07/19/2020 21H,27409
07/19/2020 20H,27247
07/19/2020 19H,27044
07/19/2020 18H,26735
07/19/2020 17H,25896
07/19/2020 16H,24672
07/19/2020 15H,23138
07/19/2020 14H,21383
07/19/2020 13H,19723
07/19/2020 12H,18212
07/19/2020 11H,17202
07/19/2020 10H,17072
07/19/2020 09H,17266
07/19/2020 08H,17607
07/19/2020 07H,18167
07/19/2020 06H,18930
07/19/2020 05H,20032
07/19/2020 04H,21365
07/19/2020 03H,22763
07/19/2020 02H,23963
07/19/2020 01H,24560
07/19/2020 00H,25314
07/18/2020 23H,26016
07/18/2020 22H,26159
07/18/2020 21H,25762
07/18/2020 20H,25141
07/18/2020 19H,24496
07/18/2020 18H,23844
07/18/2020 17H,23220
07/18/2020 16H,22389
07/18/2020 15H,21256
07/18/2020 14H,19955
07/18/2020 13H,18565
07/18/2020 12H,17285
07/18/2020 11H,16386
07/18/2020 10H,16100
07/18/2020 09H,16192
07/18/2020 08H,16496
07/18/2020 07H,17078
07/18/2020 06H,17823
07/18/2020 05H,18863
07/18/2020 04H,20186
07/18/2020 03H,21596
07/18/2020 02H,22816
07/18/2020 01H,23299
07/18/2020 00H,24080
07/17/2020 23H,24642
07/17/2020 22H,24640
07/17/2020 21H,24010
07/17/2020 20H,23205
07/17/2020 19H,22559
07/17/2020 18H,22163
07/17/2020 17H,21773
07/17/2020 16H,21257
07/17/2020 15H,20666
07/17/2020 14H,20036
07/17/2020 13H,19253
07/17/2020 12H,18183
07/17/2020 11H,17035
07/17/2020 10H,16117
07/17/2020 09H,15602
07/17/2020 08H,15595
07/17/2020 07H,15867
07/17/2020 06H,16320
07/17/2020 05H,16983
07/17/2020 04H,17912
07/17/2020 03H,19050
07/17/2020 02H,20080
07/17/2020 01H,20536
07/17/2020 00H,21157
07/16/2020 23H,21994
07/16/2020 22H,22498
07/16/2020 21H,22529
07/16/2020 20H,22425
07/16/2020 19H,22426
07/16/2020 18H,22353
07/16/2020 17H,22131
07/16/2020 16H,21828
07/16/2020 15H,21421
07/16/2020 14H,20856
07/16/2020 13H,19951
07/16/2020 12H,18895
07/16/2020 11H,17582
07/16/2020 10H,16687
07/16/2020 09H,16379
07/16/2020 08H,16470
07/16/2020 07H,16812
07/16/2020 06H,17400
07/16/2020 05H,18275
