Actual Net Interchange for New England (region) to New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390279&sdid=EBA.NE-NY.ID.H
14:48:25 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-NY.ID.H megawatthours
09/23/2020 03H,-676
09/23/2020 02H,-746
09/23/2020 01H,-1091
09/23/2020 00H,-1241
09/22/2020 23H,-1335
09/22/2020 22H,-1122
09/22/2020 21H,-850
09/22/2020 20H,-625
09/22/2020 19H,-653
09/22/2020 18H,-784
09/22/2020 17H,-601
09/22/2020 16H,-661
09/22/2020 15H,-907
09/22/2020 14H,-1172
09/22/2020 13H,-1287
09/22/2020 12H,-1241
09/22/2020 11H,-1095
09/22/2020 10H,-963
09/22/2020 09H,-919
09/22/2020 08H,-798
09/22/2020 07H,-842
09/22/2020 06H,-842
09/22/2020 05H,-733
09/22/2020 04H,-729
09/22/2020 03H,-871
09/22/2020 02H,-781
09/22/2020 01H,-1025
09/22/2020 00H,-785
09/21/2020 23H,-767
09/21/2020 22H,-963
09/21/2020 21H,-731
09/21/2020 20H,-460
09/21/2020 19H,-401
09/21/2020 18H,-356
09/21/2020 17H,-318
09/21/2020 16H,-508
09/21/2020 15H,-813
09/21/2020 14H,-1003
09/21/2020 13H,-1214
09/21/2020 12H,-1134
09/21/2020 11H,-1052
09/21/2020 10H,-1351
09/21/2020 09H,-1333
09/21/2020 08H,-1204
09/21/2020 07H,-1170
09/21/2020 06H,-1159
09/21/2020 05H,-1073
09/21/2020 04H,-1094
09/21/2020 03H,-1268
09/21/2020 02H,-1314
09/21/2020 01H,-1358
09/21/2020 00H,-1398
09/20/2020 23H,-1356
09/20/2020 22H,-1163
09/20/2020 21H,-691
09/20/2020 20H,-613
09/20/2020 19H,-594
09/20/2020 18H,-577
09/20/2020 17H,-441
09/20/2020 16H,-509
09/20/2020 15H,-376
09/20/2020 14H,-379
09/20/2020 13H,-475
09/20/2020 12H,-422
09/20/2020 11H,-626
09/20/2020 10H,-678
09/20/2020 09H,-641
09/20/2020 08H,-685
09/20/2020 07H,-718
09/20/2020 06H,-807
09/20/2020 05H,-784
09/20/2020 04H,-951
09/20/2020 03H,-895
09/20/2020 02H,-1046
09/20/2020 01H,-1143
09/20/2020 00H,-1179
09/19/2020 23H,-842
09/19/2020 22H,-705
09/19/2020 21H,-641
09/19/2020 20H,-611
09/19/2020 19H,-610
09/19/2020 18H,-639
09/19/2020 17H,-626
09/19/2020 16H,-690
09/19/2020 15H,-389
09/19/2020 14H,-573
09/19/2020 13H,-621
09/19/2020 12H,-733
09/19/2020 11H,-779
09/19/2020 10H,-827
09/19/2020 09H,-795
09/19/2020 08H,-776
09/19/2020 07H,-746
09/19/2020 06H,-724
09/19/2020 05H,-401
09/19/2020 04H,-833
09/19/2020 03H,-925
09/19/2020 02H,-1099
09/19/2020 01H,-1184
09/19/2020 00H,-1061
09/18/2020 23H,-1073
09/18/2020 22H,-1062
09/18/2020 21H,-914
09/18/2020 20H,-691
09/18/2020 19H,-607
09/18/2020 18H,-857
09/18/2020 17H,-1163
09/18/2020 16H,-1354
09/18/2020 15H,-1325
09/18/2020 14H,-1404
09/18/2020 13H,-1367
09/18/2020 12H,-1342
09/18/2020 11H,-1281
09/18/2020 10H,-1149
09/18/2020 09H,-1170
09/18/2020 08H,-1031
09/18/2020 07H,-1012
09/18/2020 06H,-882
09/18/2020 05H,-976
09/18/2020 04H,-1142
09/18/2020 03H,-1280
09/18/2020 02H,-1255
09/18/2020 01H,-1166
09/18/2020 00H,-1290
09/17/2020 23H,-1278
09/17/2020 22H,-1165
09/17/2020 21H,-1054
09/17/2020 20H,-1057
09/17/2020 19H,-995
09/17/2020 18H,-974
09/17/2020 17H,-817
09/17/2020 16H,-916
09/17/2020 15H,-791
09/17/2020 14H,-1032
09/17/2020 13H,-1246
09/17/2020 12H,-1227
09/17/2020 11H,-1309
09/17/2020 10H,-1158
09/17/2020 09H,-1116
09/17/2020 08H,-1022
09/17/2020 07H,-1079
09/17/2020 06H,-1027
09/17/2020 05H,-1013
09/17/2020 04H,-1427
09/17/2020 03H,-1400
09/17/2020 02H,-1455
09/17/2020 01H,-1416
09/17/2020 00H,-1472
09/16/2020 23H,-1452
09/16/2020 22H,-1347
09/16/2020 21H,-1353
09/16/2020 20H,-1345
09/16/2020 19H,-1342
09/16/2020 18H,-1174
09/16/2020 17H,-1301
09/16/2020 16H,-1339
09/16/2020 15H,-1369
09/16/2020 14H,-1366
09/16/2020 13H,-1350
09/16/2020 12H,-1235
09/16/2020 11H,-1124
09/16/2020 10H,-1161
09/16/2020 09H,-1230
09/16/2020 08H,-1155
09/16/2020 07H,-1233
09/16/2020 06H,-1131
09/16/2020 05H,-1366
09/16/2020 04H,-1470
09/16/2020 03H,-1413
09/16/2020 02H,-1459
09/16/2020 01H,-1329
09/16/2020 00H,-1395
09/15/2020 23H,-1410
09/15/2020 22H,-1213
09/15/2020 21H,-1123
09/15/2020 20H,-801
09/15/2020 19H,-836
09/15/2020 18H,-854
09/15/2020 17H,-774
09/15/2020 16H,-881
09/15/2020 15H,-932
09/15/2020 14H,-1258
09/15/2020 13H,-1392
09/15/2020 12H,-1406
09/15/2020 11H,-1169
09/15/2020 10H,-1008
09/15/2020 09H,-936
09/15/2020 08H,-938
09/15/2020 07H,-829
09/15/2020 06H,-641
09/15/2020 05H,-899
09/15/2020 04H,-1390
09/15/2020 03H,-1356
09/15/2020 02H,-1384
09/15/2020 01H,-1249
09/15/2020 00H,-1346
09/14/2020 23H,-1231
09/14/2020 22H,-1142
09/14/2020 21H,-1115
09/14/2020 20H,-1227
09/14/2020 19H,-1265
09/14/2020 18H,-1273
09/14/2020 17H,-1055
09/14/2020 16H,-1113
09/14/2020 15H,-1240
09/14/2020 14H,-1334
09/14/2020 13H,-1354
09/14/2020 12H,-1350
09/14/2020 11H,-1301
09/14/2020 10H,-1353
09/14/2020 09H,-1168
09/14/2020 08H,-1084
09/14/2020 07H,-816
09/14/2020 06H,-976
09/14/2020 05H,-1083
09/14/2020 04H,-730
09/14/2020 03H,-645
09/14/2020 02H,-795
09/14/2020 01H,-685
09/14/2020 00H,-1168
09/13/2020 23H,-1220
09/13/2020 22H,-1172
09/13/2020 21H,-1106
09/13/2020 20H,-665
09/13/2020 19H,-448
09/13/2020 18H,-92
09/13/2020 17H,-225
09/13/2020 16H,-578
09/13/2020 15H,-1012
09/13/2020 14H,-737
09/13/2020 13H,-756
09/13/2020 12H,-733
09/13/2020 11H,-775
09/13/2020 10H,-906
09/13/2020 09H,-838
09/13/2020 08H,-788
09/13/2020 07H,-780
09/13/2020 06H,-678
09/13/2020 05H,-684
09/13/2020 04H,-820
09/13/2020 03H,-708
09/13/2020 02H,-803
09/13/2020 01H,-1155
09/13/2020 00H,-1267
09/12/2020 23H,-1190
09/12/2020 22H,-946
09/12/2020 21H,-709
09/12/2020 20H,-611
09/12/2020 19H,-354
09/12/2020 18H,-382
09/12/2020 17H,-268
09/12/2020 16H,-231
09/12/2020 15H,-256
09/12/2020 14H,-541
09/12/2020 13H,-702
09/12/2020 12H,-955
09/12/2020 11H,-906
09/12/2020 10H,-832
09/12/2020 09H,-930
09/12/2020 08H,-979
09/12/2020 07H,-984
09/12/2020 06H,-831
09/12/2020 05H,-898
09/12/2020 04H,-1022
09/12/2020 03H,-1087
09/12/2020 02H,-1235
09/12/2020 01H,-1181
09/12/2020 00H,-1217
09/11/2020 23H,-1291
09/11/2020 22H,-1141
09/11/2020 21H,-912
09/11/2020 20H,-592
09/11/2020 19H,-593
09/11/2020 18H,-757
09/11/2020 17H,-1037
09/11/2020 16H,-970
09/11/2020 15H,-1182
09/11/2020 14H,-1326
09/11/2020 13H,-1309
09/11/2020 12H,-1281
09/11/2020 11H,-1157
09/11/2020 10H,-1097
09/11/2020 09H,-847
09/11/2020 08H,-906
09/11/2020 07H,-1052
09/11/2020 06H,-1277
09/11/2020 05H,-1173
09/11/2020 04H,-1132
09/11/2020 03H,-1339
09/11/2020 02H,-1391
09/11/2020 01H,-1287
09/11/2020 00H,-1304
09/10/2020 23H,-1335
09/10/2020 22H,-1287
09/10/2020 21H,-1512
09/10/2020 20H,-1535
09/10/2020 19H,-1571
09/10/2020 18H,-1498
09/10/2020 17H,-1485
09/10/2020 16H,-1413
09/10/2020 15H,-1317
09/10/2020 14H,-1376
09/10/2020 13H,-1348
09/10/2020 12H,-1293
09/10/2020 11H,-1277
09/10/2020 10H,-1312
09/10/2020 09H,-1307
09/10/2020 08H,-1338
09/10/2020 07H,-1280
09/10/2020 06H,-1300
09/10/2020 05H,-1326
09/10/2020 04H,-1286
09/10/2020 03H,-1428
09/10/2020 02H,-1437
09/10/2020 01H,-1488
09/10/2020 00H,-1524
09/9/2020 23H,-1282
09/9/2020 22H,-1048
09/9/2020 21H,-953
09/9/2020 20H,-927
09/9/2020 19H,-1065
09/9/2020 18H,-1004
09/9/2020 17H,-810
09/9/2020 16H,-744
09/9/2020 15H,-682
09/9/2020 14H,-1037
09/9/2020 13H,-1246
09/9/2020 12H,-1298
09/9/2020 11H,-1352
09/9/2020 10H,-1334
09/9/2020 09H,-1126
09/9/2020 08H,-1073
09/9/2020 07H,-1163
09/9/2020 06H,-1206
09/9/2020 05H,-1305
09/9/2020 04H,-1097
09/9/2020 03H,-1101
09/9/2020 02H,-1235
09/9/2020 01H,-1188
09/9/2020 00H,-1222
09/8/2020 23H,-1214
09/8/2020 22H,-1307
09/8/2020 21H,-1275
09/8/2020 20H,-1318
09/8/2020 19H,-1008
09/8/2020 18H,-672
09/8/2020 17H,-240
09/8/2020 16H,-597
09/8/2020 15H,-927
09/8/2020 14H,-1188
09/8/2020 13H,-1090
09/8/2020 12H,-1062
09/8/2020 11H,-900
09/8/2020 10H,-821
09/8/2020 09H,-693
09/8/2020 08H,-736
09/8/2020 07H,-690
09/8/2020 06H,-583
09/8/2020 05H,-785
09/8/2020 04H,-1068
09/8/2020 03H,-1087
09/8/2020 02H,-1253
09/8/2020 01H,-1183
09/8/2020 00H,-1230
09/7/2020 23H,-1240
09/7/2020 22H,-1174
09/7/2020 21H,-1150
09/7/2020 20H,-1187
09/7/2020 19H,-1208
09/7/2020 18H,-1184
09/7/2020 17H,-1146
09/7/2020 16H,-1152
09/7/2020 15H,-1193
09/7/2020 14H,-1229
09/7/2020 13H,-1259
09/7/2020 12H,-1353
09/7/2020 11H,-1101
09/7/2020 10H,-1305
09/7/2020 09H,-1265
09/7/2020 08H,-1311
09/7/2020 07H,-1327
09/7/2020 06H,-1287
09/7/2020 05H,-1154
09/7/2020 04H,-1246
09/7/2020 03H,-1324
09/7/2020 02H,-1245
09/7/2020 01H,-1226
09/7/2020 00H,-1225
09/6/2020 23H,-1190
09/6/2020 22H,-1183
09/6/2020 21H,-1133
09/6/2020 20H,-1040
09/6/2020 19H,-794
09/6/2020 18H,-607
09/6/2020 17H,-180
09/6/2020 16H,-187
09/6/2020 15H,-567
09/6/2020 14H,-378
09/6/2020 13H,-471
09/6/2020 12H,-719
09/6/2020 11H,-422
09/6/2020 10H,-567
09/6/2020 09H,-437
09/6/2020 08H,-511
09/6/2020 07H,-321
09/6/2020 06H,-287
09/6/2020 05H,-124
09/6/2020 04H,-281
09/6/2020 03H,-465
09/6/2020 02H,-871
09/6/2020 01H,-1049
09/6/2020 00H,-1071
09/5/2020 23H,-972
09/5/2020 22H,-731
09/5/2020 21H,-608
09/5/2020 20H,-302
09/5/2020 19H,-249
09/5/2020 18H,77
09/5/2020 17H,79
09/5/2020 16H,95
09/5/2020 15H,-158
09/5/2020 14H,-9
09/5/2020 13H,-215
09/5/2020 12H,-461
09/5/2020 11H,-383
09/5/2020 10H,-492
09/5/2020 09H,-278
09/5/2020 08H,-326
09/5/2020 07H,-316
09/5/2020 06H,-99
09/5/2020 05H,-462
09/5/2020 04H,-676
09/5/2020 03H,-1011
09/5/2020 02H,-950
09/5/2020 01H,-1148
09/5/2020 00H,-1149
09/4/2020 23H,-1137
09/4/2020 22H,-1156
09/4/2020 21H,-1184
09/4/2020 20H,-930
09/4/2020 19H,-631
09/4/2020 18H,-391
09/4/2020 17H,-232
09/4/2020 16H,-186
09/4/2020 15H,-599
09/4/2020 14H,-688
09/4/2020 13H,-855
09/4/2020 12H,-925
09/4/2020 11H,-931
09/4/2020 10H,-467
09/4/2020 09H,-539
09/4/2020 08H,-476
09/4/2020 07H,-588
09/4/2020 06H,-827
09/4/2020 05H,-870
09/4/2020 04H,-1062
09/4/2020 03H,-1133
09/4/2020 02H,-875
09/4/2020 01H,-675
09/4/2020 00H,-835
09/3/2020 23H,-604
09/3/2020 22H,-75
09/3/2020 21H,346
09/3/2020 20H,120
09/3/2020 19H,-83
09/3/2020 18H,-352
09/3/2020 17H,-477
09/3/2020 16H,-683
09/3/2020 15H,-753
09/3/2020 14H,-709
09/3/2020 13H,-676
09/3/2020 12H,-958
09/3/2020 11H,-492
09/3/2020 10H,-76
09/3/2020 09H,134
09/3/2020 08H,125
09/3/2020 07H,178
09/3/2020 06H,170
09/3/2020 05H,-132
09/3/2020 04H,-103
09/3/2020 03H,184
09/3/2020 02H,287
09/3/2020 01H,266
09/3/2020 00H,171
09/2/2020 23H,52
09/2/2020 22H,-115
09/2/2020 21H,-247
09/2/2020 20H,-546
09/2/2020 19H,-546
09/2/2020 18H,-567
09/2/2020 17H,-606
09/2/2020 16H,-702
09/2/2020 15H,-529
09/2/2020 14H,-584
09/2/2020 13H,-545
09/2/2020 12H,-659
09/2/2020 11H,-1039
09/2/2020 10H,-834
09/2/2020 09H,-870
09/2/2020 08H,-530
09/2/2020 07H,-469
09/2/2020 06H,-428
09/2/2020 05H,-241
09/2/2020 04H,-59
09/2/2020 03H,-140
09/2/2020 02H,-466
09/2/2020 01H,-496
09/2/2020 00H,-533
09/1/2020 23H,-359
09/1/2020 22H,-293
09/1/2020 21H,-263
09/1/2020 20H,-142
09/1/2020 19H,-79
09/1/2020 18H,64
09/1/2020 17H,23
09/1/2020 16H,-8
09/1/2020 15H,147
09/1/2020 14H,-127
09/1/2020 13H,-149
09/1/2020 12H,-330
09/1/2020 11H,-453
09/1/2020 10H,-517
09/1/2020 09H,-415
09/1/2020 08H,-319
09/1/2020 07H,-406
09/1/2020 06H,-303
09/1/2020 05H,-196
09/1/2020 04H,-460
09/1/2020 03H,-608
09/1/2020 02H,-688
09/1/2020 01H,-568
09/1/2020 00H,-834
08/31/2020 23H,-766
08/31/2020 22H,-855
08/31/2020 21H,-731
08/31/2020 20H,-677
08/31/2020 19H,-512
08/31/2020 18H,-280
08/31/2020 17H,-195
08/31/2020 16H,-231
08/31/2020 15H,-244
08/31/2020 14H,-140
08/31/2020 13H,-423
08/31/2020 12H,-398
08/31/2020 11H,-249
08/31/2020 10H,-457
08/31/2020 09H,-378
08/31/2020 08H,-462
08/31/2020 07H,-545
08/31/2020 06H,-264
08/31/2020 05H,-351
08/31/2020 04H,-232
08/31/2020 03H,-204
08/31/2020 02H,-312
08/31/2020 01H,-226
08/31/2020 00H,-315
08/30/2020 23H,57
08/30/2020 22H,158
08/30/2020 21H,191
08/30/2020 20H,-232
08/30/2020 19H,-311
08/30/2020 18H,-428
08/30/2020 17H,-746
08/30/2020 16H,-940
08/30/2020 15H,-1016
08/30/2020 14H,-933
08/30/2020 13H,-1025
08/30/2020 12H,-1039
08/30/2020 11H,-982
08/30/2020 10H,-972
08/30/2020 09H,-1071
08/30/2020 08H,-915
08/30/2020 07H,-686
08/30/2020 06H,-604
08/30/2020 05H,-706
08/30/2020 04H,-704
08/30/2020 03H,-742
08/30/2020 02H,-885
08/30/2020 01H,-771
08/30/2020 00H,-963
08/29/2020 23H,-1010
08/29/2020 22H,-762
08/29/2020 21H,-779
08/29/2020 20H,-1151
08/29/2020 19H,-1039
08/29/2020 18H,-1005
08/29/2020 17H,-807
08/29/2020 16H,-978
08/29/2020 15H,-660
08/29/2020 14H,-405
08/29/2020 13H,-371
08/29/2020 12H,-536
08/29/2020 11H,-498
08/29/2020 10H,-221
08/29/2020 09H,-497
08/29/2020 08H,-256
08/29/2020 07H,-174
08/29/2020 06H,-188
08/29/2020 05H,-234
08/29/2020 04H,-577
08/29/2020 03H,-409
08/29/2020 02H,-326
08/29/2020 01H,-520
08/29/2020 00H,-535
08/28/2020 23H,-506
08/28/2020 22H,-51
08/28/2020 21H,232
08/28/2020 20H,163
08/28/2020 19H,324
08/28/2020 18H,333
08/28/2020 17H,421
08/28/2020 16H,507
08/28/2020 15H,183
08/28/2020 14H,-24
08/28/2020 13H,-182
08/28/2020 12H,-295
08/28/2020 11H,-397
08/28/2020 10H,-418
08/28/2020 09H,-284
08/28/2020 08H,-379
08/28/2020 07H,-240
08/28/2020 06H,-26
08/28/2020 05H,-321
08/28/2020 04H,-325
08/28/2020 03H,-172
08/28/2020 02H,99
08/28/2020 01H,273
08/28/2020 00H,306
08/27/2020 23H,441
08/27/2020 22H,568
08/27/2020 21H,110
08/27/2020 20H,159
08/27/2020 19H,252
08/27/2020 18H,487
08/27/2020 17H,510
08/27/2020 16H,138
08/27/2020 15H,-160
08/27/2020 14H,-146
08/27/2020 13H,-464
08/27/2020 12H,-657
08/27/2020 11H,-547
08/27/2020 10H,-670
08/27/2020 09H,-558
08/27/2020 08H,-523
08/27/2020 07H,-529
08/27/2020 06H,-340
08/27/2020 05H,-344
08/27/2020 04H,-93
08/27/2020 03H,-293
08/27/2020 02H,-294
08/27/2020 01H,-775
08/27/2020 00H,-986
08/26/2020 23H,-639
08/26/2020 22H,-298
08/26/2020 21H,-260
08/26/2020 20H,11
08/26/2020 19H,101
08/26/2020 18H,-4
08/26/2020 17H,-54
08/26/2020 16H,-171
08/26/2020 15H,-229
08/26/2020 14H,-325
08/26/2020 13H,-706
08/26/2020 12H,-787
08/26/2020 11H,-310
08/26/2020 10H,-359
08/26/2020 09H,-316
08/26/2020 08H,-425
08/26/2020 07H,-403
08/26/2020 06H,-528
08/26/2020 05H,-578
08/26/2020 04H,-1166
08/26/2020 03H,-1096
08/26/2020 02H,-1222
08/26/2020 01H,-1122
08/26/2020 00H,-1296
08/25/2020 23H,-946
08/25/2020 22H,-214
08/25/2020 21H,285
08/25/2020 20H,-403
08/25/2020 19H,-227
08/25/2020 18H,-513
08/25/2020 17H,-879
08/25/2020 16H,-813
08/25/2020 15H,-755
08/25/2020 14H,-723
08/25/2020 13H,-654
08/25/2020 12H,-1057
08/25/2020 11H,-1102
08/25/2020 10H,-1110
08/25/2020 09H,-1103
08/25/2020 08H,-875
08/25/2020 07H,-877
08/25/2020 06H,-803
08/25/2020 05H,-699
08/25/2020 04H,-879
08/25/2020 03H,-868
08/25/2020 02H,-1083
08/25/2020 01H,-1263
08/25/2020 00H,-1341
08/24/2020 23H,-931
08/24/2020 22H,-804
08/24/2020 21H,-990
08/24/2020 20H,-737
08/24/2020 19H,-396
08/24/2020 18H,-283
08/24/2020 17H,-390
08/24/2020 16H,-445
08/24/2020 15H,-260
08/24/2020 14H,-536
08/24/2020 13H,-624
08/24/2020 12H,-1284
08/24/2020 11H,-1010
08/24/2020 10H,-984
08/24/2020 09H,-865
08/24/2020 08H,-749
08/24/2020 07H,-935
08/24/2020 06H,-881
08/24/2020 05H,-874
08/24/2020 04H,-615
08/24/2020 03H,-453
08/24/2020 02H,-320
08/24/2020 01H,-743
08/24/2020 00H,-466
08/23/2020 23H,-577
08/23/2020 22H,-592
08/23/2020 21H,-609
08/23/2020 20H,-526
08/23/2020 19H,-564
08/23/2020 18H,-233
08/23/2020 17H,315
08/23/2020 16H,-94
08/23/2020 15H,-426
08/23/2020 14H,-509
08/23/2020 13H,-585
08/23/2020 12H,-750
08/23/2020 11H,-959
08/23/2020 10H,-609
08/23/2020 09H,-385
08/23/2020 08H,-431
08/23/2020 07H,-308
08/23/2020 06H,-218
08/23/2020 05H,-358
08/23/2020 04H,-465
08/23/2020 03H,-298
08/23/2020 02H,-339
08/23/2020 01H,-657
08/23/2020 00H,-657
08/22/2020 23H,-451
08/22/2020 22H,-255
08/22/2020 21H,-163
08/22/2020 20H,-151
08/22/2020 19H,-93
08/22/2020 18H,25
08/22/2020 17H,-96
08/22/2020 16H,-51
08/22/2020 15H,-364
08/22/2020 14H,-257
08/22/2020 13H,-83
08/22/2020 12H,-158
08/22/2020 11H,-336
08/22/2020 10H,-653
08/22/2020 09H,-427
08/22/2020 08H,-447
08/22/2020 07H,-386
08/22/2020 06H,-324
08/22/2020 05H,-235
08/22/2020 04H,-556
08/22/2020 03H,-643
08/22/2020 02H,-850
08/22/2020 01H,-1098
08/22/2020 00H,-1187
08/21/2020 23H,-1284
08/21/2020 22H,-1051
08/21/2020 21H,-721
08/21/2020 20H,-841
08/21/2020 19H,-710
08/21/2020 18H,-820
08/21/2020 17H,-815
08/21/2020 16H,-837
08/21/2020 15H,-791
08/21/2020 14H,-801
08/21/2020 13H,-1037
08/21/2020 12H,-1281
08/21/2020 11H,-1354
08/21/2020 10H,-1329
08/21/2020 09H,-1163
08/21/2020 08H,-1095
08/21/2020 07H,-1298
08/21/2020 06H,-1128
08/21/2020 05H,-1179
08/21/2020 04H,-1176
08/21/2020 03H,-1052
08/21/2020 02H,-1023
08/21/2020 01H,-1274
08/21/2020 00H,-1291
08/20/2020 23H,-1148
08/20/2020 22H,-1064
08/20/2020 21H,-972
08/20/2020 20H,-966
08/20/2020 19H,-728
08/20/2020 18H,-597
08/20/2020 17H,-567
08/20/2020 16H,-545
08/20/2020 15H,-309
08/20/2020 14H,-232
08/20/2020 13H,-612
08/20/2020 12H,-745
08/20/2020 11H,-952
08/20/2020 10H,-1100
08/20/2020 09H,-962
08/20/2020 08H,-1014
08/20/2020 07H,-1007
08/20/2020 06H,-999
08/20/2020 05H,-884
08/20/2020 04H,-865
08/20/2020 03H,-950
08/20/2020 02H,-941
08/20/2020 01H,-1059
08/20/2020 00H,-1115
08/19/2020 23H,-999
08/19/2020 22H,-1230
08/19/2020 21H,-1335
08/19/2020 20H,-1370
08/19/2020 19H,-1196
08/19/2020 18H,-1125
08/19/2020 17H,-770
08/19/2020 16H,-651
08/19/2020 15H,-762
08/19/2020 14H,-548
08/19/2020 13H,-657
08/19/2020 12H,-952
08/19/2020 11H,-982
08/19/2020 10H,-955
08/19/2020 09H,-893
08/19/2020 08H,-1042
08/19/2020 07H,-1122
08/19/2020 06H,-649
08/19/2020 05H,-724
08/19/2020 04H,-1062
08/19/2020 03H,-1137
08/19/2020 02H,-1180
08/19/2020 01H,-1281
08/19/2020 00H,-1287
08/18/2020 23H,-1253
08/18/2020 22H,-1239
08/18/2020 21H,-1162
08/18/2020 20H,-1293
08/18/2020 19H,-1218
08/18/2020 18H,-1141
08/18/2020 17H,-1168
08/18/2020 16H,-1219
08/18/2020 15H,-1170
08/18/2020 14H,-959
08/18/2020 13H,-1201
08/18/2020 12H,-1056
08/18/2020 11H,-805
08/18/2020 10H,-871
08/18/2020 09H,-856
08/18/2020 08H,-942
08/18/2020 07H,-936
08/18/2020 06H,-812
08/18/2020 05H,-716
08/18/2020 04H,-862
08/18/2020 03H,-1005
08/18/2020 02H,-1166
08/18/2020 01H,-1118
08/18/2020 00H,-1051
08/17/2020 23H,-1187
08/17/2020 22H,-806
08/17/2020 21H,-343
08/17/2020 20H,-270
08/17/2020 19H,-214
08/17/2020 18H,-312
08/17/2020 17H,-81
08/17/2020 16H,-380
08/17/2020 15H,-620
08/17/2020 14H,-776
08/17/2020 13H,-740
08/17/2020 12H,-749
08/17/2020 11H,-888
08/17/2020 10H,-874
08/17/2020 09H,-811
08/17/2020 08H,-691
08/17/2020 07H,-717
08/17/2020 06H,-484
08/17/2020 05H,-830
08/17/2020 04H,-455
08/17/2020 03H,-171
08/17/2020 02H,-408
08/17/2020 01H,-636
08/17/2020 00H,-708
08/16/2020 23H,-728
08/16/2020 22H,-809
08/16/2020 21H,-631
08/16/2020 20H,-651
08/16/2020 19H,-636
08/16/2020 18H,-401
08/16/2020 17H,-232
08/16/2020 16H,-167
08/16/2020 15H,-192
08/16/2020 14H,-267
08/16/2020 13H,-43
08/16/2020 12H,-263
08/16/2020 11H,-571
08/16/2020 10H,-623
08/16/2020 09H,-489
08/16/2020 08H,-225
08/16/2020 07H,-165
08/16/2020 06H,-39
08/16/2020 05H,-263
08/16/2020 04H,-323
08/16/2020 03H,-437
08/16/2020 02H,-646
08/16/2020 01H,-851
08/16/2020 00H,-779
08/15/2020 23H,-522
08/15/2020 22H,-215
08/15/2020 21H,-59
08/15/2020 20H,3
08/15/2020 19H,-102
08/15/2020 18H,-398
08/15/2020 17H,-755
08/15/2020 16H,-597
08/15/2020 15H,-517
08/15/2020 14H,-494
08/15/2020 13H,-492
08/15/2020 12H,-856
08/15/2020 11H,-729
08/15/2020 10H,-844
08/15/2020 09H,-680
08/15/2020 08H,-620
08/15/2020 07H,-552
08/15/2020 06H,-530
08/15/2020 05H,-811
08/15/2020 04H,-772
08/15/2020 03H,-367
08/15/2020 02H,-604
08/15/2020 01H,-1132
08/15/2020 00H,-1386
08/14/2020 23H,-1297
08/14/2020 22H,-844
08/14/2020 21H,-735
08/14/2020 20H,-934
08/14/2020 19H,-582
08/14/2020 18H,-759
08/14/2020 17H,-569
08/14/2020 16H,-473
08/14/2020 15H,-487
08/14/2020 14H,-651
08/14/2020 13H,-1169
08/14/2020 12H,-1288
08/14/2020 11H,-1083
08/14/2020 10H,-977
08/14/2020 09H,-867
08/14/2020 08H,-946
08/14/2020 07H,-1007
08/14/2020 06H,-947
08/14/2020 05H,-1098
08/14/2020 04H,-1160
08/14/2020 03H,-1362
08/14/2020 02H,-1414
08/14/2020 01H,-1571
08/14/2020 00H,-1611
08/13/2020 23H,-1581
08/13/2020 22H,-1587
08/13/2020 21H,-1454
08/13/2020 20H,-1610
08/13/2020 19H,-1580
08/13/2020 18H,-1574
08/13/2020 17H,-1596
08/13/2020 16H,-1426
08/13/2020 15H,-1433
08/13/2020 14H,-1382
08/13/2020 13H,-1464
08/13/2020 12H,-1458
08/13/2020 11H,-1367
08/13/2020 10H,-1343
08/13/2020 09H,-1452
08/13/2020 08H,-1453
08/13/2020 07H,-1413
08/13/2020 06H,-1420
08/13/2020 05H,-1357
08/13/2020 04H,-1534
08/13/2020 03H,-1455
08/13/2020 02H,-1582
08/13/2020 01H,-1587
08/13/2020 00H,-1630
08/12/2020 23H,-1612
08/12/2020 22H,-1543
08/12/2020 21H,-1169
08/12/2020 20H,-1378
08/12/2020 19H,-1267
08/12/2020 18H,-1550
08/12/2020 17H,-1662
08/12/2020 16H,-1623
08/12/2020 15H,-1507
08/12/2020 14H,-1415
08/12/2020 13H,-1334
08/12/2020 12H,-1356
08/12/2020 11H,-1391
08/12/2020 10H,-1391
08/12/2020 09H,-1404
08/12/2020 08H,-1440
08/12/2020 07H,-1382
08/12/2020 06H,-1339
08/12/2020 05H,-1289
08/12/2020 04H,-1140
08/12/2020 03H,-1139
08/12/2020 02H,-1153
08/12/2020 01H,-1462
08/12/2020 00H,-1543
08/11/2020 23H,-1279
08/11/2020 22H,-1066
08/11/2020 21H,-922
08/11/2020 20H,-1188
08/11/2020 19H,-1216
08/11/2020 18H,-1351
08/11/2020 17H,-1209
08/11/2020 16H,-1243
08/11/2020 15H,-1133
08/11/2020 14H,-962
08/11/2020 13H,-1188
08/11/2020 12H,-1174
08/11/2020 11H,-1237
08/11/2020 10H,-1255
08/11/2020 09H,-1065
08/11/2020 08H,-1367
08/11/2020 07H,-1325
08/11/2020 06H,-1297
08/11/2020 05H,-1094
08/11/2020 04H,-1267
08/11/2020 03H,-1245
08/11/2020 02H,-1313
08/11/2020 01H,-1470
08/11/2020 00H,-1602
08/10/2020 23H,-1482
