Actual Net Interchange for New England (region) to New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390279&sdid=EBA.NE-NY.ID.H
14:48:25 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-NY.ID.H megawatthours
05/27/2019 10H,-964
05/27/2019 09H,-724
05/27/2019 08H,-649
05/27/2019 07H,-653
05/27/2019 06H,-377
05/27/2019 05H,-384
05/27/2019 04H,-327
05/27/2019 03H,-83
05/27/2019 02H,-136
05/27/2019 01H,-184
05/27/2019 00H,-99
05/26/2019 23H,21
05/26/2019 22H,515
05/26/2019 21H,934
05/26/2019 20H,734
05/26/2019 19H,875
05/26/2019 18H,935
05/26/2019 17H,789
05/26/2019 16H,644
05/26/2019 15H,613
05/26/2019 14H,485
05/26/2019 13H,-32
05/26/2019 12H,-378
05/26/2019 11H,-578
05/26/2019 10H,-496
05/26/2019 09H,-104
05/26/2019 08H,-144
05/26/2019 07H,-155
05/26/2019 06H,-146
05/26/2019 05H,-316
05/26/2019 04H,-257
05/26/2019 03H,57
05/26/2019 02H,-293
05/26/2019 01H,-196
05/26/2019 00H,-256
05/25/2019 23H,-46
05/25/2019 22H,125
05/25/2019 21H,489
05/25/2019 20H,778
05/25/2019 19H,765
05/25/2019 18H,729
05/25/2019 17H,765
05/25/2019 16H,406
05/25/2019 15H,223
05/25/2019 14H,284
05/25/2019 13H,338
05/25/2019 12H,272
05/25/2019 11H,131
05/25/2019 10H,-105
05/25/2019 09H,-552
05/25/2019 08H,-523
05/25/2019 07H,-223
05/25/2019 06H,-27
05/25/2019 05H,-19
05/25/2019 04H,-390
05/25/2019 03H,-308
05/25/2019 02H,-384
05/25/2019 01H,-344
05/25/2019 00H,-405
05/24/2019 23H,-222
05/24/2019 22H,-275
05/24/2019 21H,-163
05/24/2019 20H,-56
05/24/2019 19H,-47
05/24/2019 18H,-86
05/24/2019 17H,-166
05/24/2019 16H,-178
05/24/2019 15H,-404
05/24/2019 14H,-557
05/24/2019 13H,-538
05/24/2019 12H,-766
05/24/2019 11H,-778
05/24/2019 10H,-728
05/24/2019 09H,-420
05/24/2019 08H,-535
05/24/2019 07H,-477
05/24/2019 06H,-560
05/24/2019 05H,-383
05/24/2019 04H,-335
05/24/2019 03H,-423
05/24/2019 02H,-752
05/24/2019 01H,-867
05/24/2019 00H,-705
05/23/2019 23H,-511
05/23/2019 22H,-523
05/23/2019 21H,-181
05/23/2019 20H,-257
05/23/2019 19H,-226
05/23/2019 18H,-141
05/23/2019 17H,-40
05/23/2019 16H,-17
05/23/2019 15H,-134
05/23/2019 14H,-107
05/23/2019 13H,-541
05/23/2019 12H,-685
05/23/2019 11H,-843
05/23/2019 10H,-922
05/23/2019 09H,-902
05/23/2019 08H,-893
05/23/2019 07H,-805
05/23/2019 06H,-820
05/23/2019 05H,-775
05/23/2019 04H,-795
05/23/2019 03H,-950
05/23/2019 02H,-795
05/23/2019 01H,-820
05/23/2019 00H,-720
05/22/2019 23H,-457
05/22/2019 22H,-5
05/22/2019 21H,-82
05/22/2019 20H,-50
05/22/2019 19H,199
05/22/2019 18H,36
05/22/2019 17H,184
05/22/2019 16H,210
05/22/2019 15H,328
05/22/2019 14H,162
05/22/2019 13H,156
05/22/2019 12H,-34
05/22/2019 11H,-395
05/22/2019 10H,-707
05/22/2019 09H,-748
05/22/2019 08H,-565
05/22/2019 07H,-277
05/22/2019 06H,-342
05/22/2019 05H,-245
05/22/2019 04H,111
05/22/2019 03H,-169
05/22/2019 02H,130
05/22/2019 01H,-118
05/22/2019 00H,-102
05/21/2019 23H,20
05/21/2019 22H,123
05/21/2019 21H,42
05/21/2019 20H,38
05/21/2019 19H,-127
05/21/2019 18H,48
05/21/2019 17H,105
05/21/2019 16H,-250
05/21/2019 15H,-370
05/21/2019 14H,-412
05/21/2019 13H,-335
05/21/2019 12H,-465
05/21/2019 11H,-506
05/21/2019 10H,-419
05/21/2019 09H,-573
05/21/2019 08H,-549
05/21/2019 07H,-461
05/21/2019 06H,-432
05/21/2019 05H,-380
05/21/2019 04H,-12
05/21/2019 03H,-71
05/21/2019 02H,-136
05/21/2019 01H,-163
05/21/2019 00H,-231
05/20/2019 23H,-87
05/20/2019 22H,158
05/20/2019 21H,150
05/20/2019 20H,235
05/20/2019 19H,264
05/20/2019 18H,226
05/20/2019 17H,120
05/20/2019 16H,-35
05/20/2019 15H,-27
05/20/2019 14H,79
05/20/2019 13H,-429
05/20/2019 12H,-397
05/20/2019 11H,-468
05/20/2019 10H,-556
05/20/2019 09H,-509
05/20/2019 08H,-495
05/20/2019 07H,-529
05/20/2019 06H,-535
05/20/2019 05H,-321
05/20/2019 04H,-475
05/20/2019 03H,-163
05/20/2019 02H,-288
05/20/2019 01H,-402
05/20/2019 00H,-471
05/19/2019 23H,-276
05/19/2019 22H,-66
05/19/2019 21H,102
05/19/2019 20H,-20
05/19/2019 19H,-58
05/19/2019 18H,-387
05/19/2019 17H,-100
05/19/2019 16H,-479
05/19/2019 15H,-483
05/19/2019 14H,-620
05/19/2019 13H,-617
05/19/2019 12H,-721
05/19/2019 11H,-644
05/19/2019 10H,-605
05/19/2019 09H,-621
05/19/2019 08H,-635
05/19/2019 07H,-660
05/19/2019 06H,-554
05/19/2019 05H,-680
05/19/2019 04H,-645
05/19/2019 03H,-519
05/19/2019 02H,-465
05/19/2019 01H,-185
05/19/2019 00H,52
05/18/2019 23H,382
05/18/2019 22H,378
05/18/2019 21H,500
05/18/2019 20H,355
05/18/2019 19H,292
05/18/2019 18H,271
05/18/2019 17H,292
05/18/2019 16H,253
05/18/2019 15H,94
05/18/2019 14H,277
05/18/2019 13H,49
05/18/2019 12H,-158
05/18/2019 11H,-166
05/18/2019 10H,-417
05/18/2019 09H,-655
05/18/2019 08H,-679
05/18/2019 07H,-581
05/18/2019 06H,-687
05/18/2019 05H,-485
05/18/2019 04H,-515
05/18/2019 03H,-507
05/18/2019 02H,-450
05/18/2019 01H,-433
05/18/2019 00H,-511
05/17/2019 23H,-520
05/17/2019 22H,-483
05/17/2019 21H,-458
05/17/2019 20H,-479
05/17/2019 19H,-563
05/17/2019 18H,-540
05/17/2019 17H,-445
05/17/2019 16H,-472
05/17/2019 15H,-471
05/17/2019 14H,-550
05/17/2019 13H,-601
05/17/2019 12H,-571
05/17/2019 11H,-615
05/17/2019 10H,-671
05/17/2019 09H,-704
05/17/2019 08H,-669
05/17/2019 07H,-604
05/17/2019 06H,-543
05/17/2019 05H,-578
05/17/2019 04H,-467
05/17/2019 03H,-408
05/17/2019 02H,-485
05/17/2019 01H,-545
05/17/2019 00H,-573
05/16/2019 23H,-531
05/16/2019 22H,-531
05/16/2019 21H,-462
05/16/2019 20H,-138
05/16/2019 19H,-121
05/16/2019 18H,-398
05/16/2019 17H,-258
05/16/2019 16H,-250
05/16/2019 15H,-258
05/16/2019 14H,-214
05/16/2019 13H,-106
05/16/2019 12H,-234
05/16/2019 11H,-157
05/16/2019 10H,-436
05/16/2019 09H,-579
05/16/2019 08H,-607
05/16/2019 07H,-593
05/16/2019 06H,-615
05/16/2019 05H,-511
05/16/2019 04H,-529
05/16/2019 03H,-349
05/16/2019 02H,-247
05/16/2019 01H,-198
05/16/2019 00H,-321
05/15/2019 23H,-311
05/15/2019 22H,-260
05/15/2019 21H,-74
05/15/2019 20H,-305
05/15/2019 19H,-82
05/15/2019 18H,-56
05/15/2019 17H,-371
05/15/2019 16H,-506
05/15/2019 15H,-333
05/15/2019 14H,-393
05/15/2019 13H,-376
05/15/2019 12H,-382
05/15/2019 11H,-450
05/15/2019 10H,-525
05/15/2019 09H,-620
05/15/2019 08H,-742
05/15/2019 07H,-811
05/15/2019 06H,-746
05/15/2019 05H,-680
05/15/2019 04H,-681
05/15/2019 03H,-692
05/15/2019 02H,-437
05/15/2019 01H,-376
05/15/2019 00H,-489
05/14/2019 23H,-464
05/14/2019 22H,-500
05/14/2019 21H,-646
05/14/2019 20H,-636
05/14/2019 19H,-499
05/14/2019 18H,-511
05/14/2019 17H,-502
05/14/2019 16H,-413
05/14/2019 15H,-615
05/14/2019 14H,-616
05/14/2019 13H,-167
05/14/2019 12H,-246
05/14/2019 11H,-451
05/14/2019 10H,-676
05/14/2019 09H,-702
05/14/2019 08H,-704
05/14/2019 07H,-691
05/14/2019 06H,-659
05/14/2019 05H,-631
05/14/2019 04H,-516
05/14/2019 03H,-409
05/14/2019 02H,-355
05/14/2019 01H,-352
05/14/2019 00H,-364
05/13/2019 23H,-317
05/13/2019 22H,-353
05/13/2019 21H,-319
05/13/2019 20H,-319
05/13/2019 19H,-181
05/13/2019 18H,-140
05/13/2019 17H,-133
05/13/2019 16H,-397
05/13/2019 15H,-388
05/13/2019 14H,-391
05/13/2019 13H,-456
05/13/2019 12H,-502
05/13/2019 11H,-298
05/13/2019 10H,-547
05/13/2019 09H,-637
05/13/2019 08H,-605
05/13/2019 07H,-591
05/13/2019 06H,-591
05/13/2019 05H,-583
05/13/2019 04H,-576
05/13/2019 03H,-531
05/13/2019 02H,-354
05/13/2019 01H,-299
05/13/2019 00H,-414
05/12/2019 23H,-403
05/12/2019 22H,-352
05/12/2019 21H,-459
05/12/2019 20H,-430
05/12/2019 19H,-421
05/12/2019 18H,-446
05/12/2019 17H,-478
05/12/2019 16H,-553
05/12/2019 15H,-583
05/12/2019 14H,-632
05/12/2019 13H,-605
05/12/2019 12H,-658
05/12/2019 11H,-667
05/12/2019 10H,-573
05/12/2019 09H,-586
05/12/2019 08H,-591
05/12/2019 07H,-559
05/12/2019 06H,-518
05/12/2019 05H,-425
05/12/2019 04H,-246
05/12/2019 03H,-9
05/12/2019 02H,156
05/12/2019 01H,180
05/12/2019 00H,468
05/11/2019 23H,520
05/11/2019 22H,455
05/11/2019 21H,397
05/11/2019 20H,312
05/11/2019 19H,163
05/11/2019 18H,295
05/11/2019 17H,403
05/11/2019 16H,522
05/11/2019 15H,614
05/11/2019 14H,543
05/11/2019 13H,520
05/11/2019 12H,489
05/11/2019 11H,387
05/11/2019 10H,-4
05/11/2019 09H,-439
05/11/2019 08H,-393
05/11/2019 07H,-290
05/11/2019 06H,-241
05/11/2019 05H,-347
05/11/2019 04H,-409
05/11/2019 03H,-459
05/11/2019 02H,-353
05/11/2019 01H,-333
05/11/2019 00H,-413
05/10/2019 23H,-391
05/10/2019 22H,-545
05/10/2019 21H,-504
05/10/2019 20H,-494
05/10/2019 19H,-487
05/10/2019 18H,-508
05/10/2019 17H,-486
05/10/2019 16H,-452
05/10/2019 15H,-346
05/10/2019 14H,-505
05/10/2019 13H,-312
05/10/2019 12H,-440
05/10/2019 11H,-440
05/10/2019 10H,-459
05/10/2019 09H,-570
05/10/2019 08H,-569
05/10/2019 07H,-514
05/10/2019 06H,-492
05/10/2019 05H,-358
05/10/2019 04H,-515
05/10/2019 03H,-539
05/10/2019 02H,-486
05/10/2019 01H,-379
05/10/2019 00H,-393
05/9/2019 23H,-467
05/9/2019 22H,-497
05/9/2019 21H,-487
05/9/2019 20H,-507
05/9/2019 19H,-519
05/9/2019 18H,-497
05/9/2019 17H,-579
05/9/2019 16H,-588
05/9/2019 15H,-598
05/9/2019 14H,-634
05/9/2019 13H,-480
05/9/2019 12H,-609
05/9/2019 11H,-542
05/9/2019 10H,-537
05/9/2019 09H,-579
05/9/2019 08H,-564
05/9/2019 07H,-544
05/9/2019 06H,-559
05/9/2019 05H,-438
05/9/2019 04H,-502
05/9/2019 03H,-533
05/9/2019 02H,-532
05/9/2019 01H,-510
05/9/2019 00H,-547
05/8/2019 23H,-548
05/8/2019 22H,-555
05/8/2019 21H,-543
05/8/2019 20H,-511
05/8/2019 19H,-469
05/8/2019 18H,-539
05/8/2019 17H,-545
05/8/2019 16H,-558
05/8/2019 15H,-577
05/8/2019 14H,-545
05/8/2019 13H,-525
05/8/2019 12H,-533
05/8/2019 11H,-511
05/8/2019 10H,-541
05/8/2019 09H,-537
05/8/2019 08H,-576
05/8/2019 07H,-658
05/8/2019 06H,-598
05/8/2019 05H,-685
05/8/2019 04H,-541
05/8/2019 03H,-508
05/8/2019 02H,-512
05/8/2019 01H,-573
05/8/2019 00H,-609
05/7/2019 23H,-566
05/7/2019 22H,-549
05/7/2019 21H,-606
05/7/2019 20H,-596
05/7/2019 19H,-469
05/7/2019 18H,-344
05/7/2019 17H,-192
05/7/2019 16H,-296
05/7/2019 15H,-481
05/7/2019 14H,-421
05/7/2019 13H,-581
05/7/2019 12H,-584
05/7/2019 11H,-594
05/7/2019 10H,-628
05/7/2019 09H,-616
05/7/2019 08H,-529
05/7/2019 07H,-565
05/7/2019 06H,-566
05/7/2019 05H,-572
05/7/2019 04H,-590
05/7/2019 03H,-607
05/7/2019 02H,-498
05/7/2019 01H,-540
05/7/2019 00H,-479
05/6/2019 23H,-531
05/6/2019 22H,-572
05/6/2019 21H,-516
05/6/2019 20H,-371
05/6/2019 19H,-488
05/6/2019 18H,-359
05/6/2019 17H,-466
05/6/2019 16H,-458
05/6/2019 15H,-561
05/6/2019 14H,-485
05/6/2019 13H,-536
05/6/2019 12H,-587
05/6/2019 11H,-546
05/6/2019 10H,-482
05/6/2019 09H,-558
05/6/2019 08H,-593
05/6/2019 07H,-619
05/6/2019 06H,-503
05/6/2019 05H,-415
05/6/2019 04H,-12
05/6/2019 03H,-247
05/6/2019 02H,-269
05/6/2019 01H,-295
05/6/2019 00H,-269
05/5/2019 23H,-237
05/5/2019 22H,-286
05/5/2019 21H,-309
05/5/2019 20H,-340
05/5/2019 19H,-389
05/5/2019 18H,-334
05/5/2019 17H,-368
05/5/2019 16H,-364
05/5/2019 15H,-352
05/5/2019 14H,-438
05/5/2019 13H,-560
05/5/2019 12H,-644
05/5/2019 11H,-612
05/5/2019 10H,-542
05/5/2019 09H,-590
05/5/2019 08H,-553
05/5/2019 07H,-554
05/5/2019 06H,-273
05/5/2019 05H,-28
05/5/2019 04H,-270
05/5/2019 03H,-116
05/5/2019 02H,-151
05/5/2019 01H,-333
05/5/2019 00H,-291
05/4/2019 23H,-198
05/4/2019 22H,-25
05/4/2019 21H,-29
05/4/2019 20H,-76
05/4/2019 19H,29
05/4/2019 18H,116
05/4/2019 17H,-171
05/4/2019 16H,-90
05/4/2019 15H,-151
05/4/2019 14H,-235
05/4/2019 13H,-304
05/4/2019 12H,-389
05/4/2019 11H,-343
05/4/2019 10H,-162
05/4/2019 09H,-610
05/4/2019 08H,-617
05/4/2019 07H,-522
05/4/2019 06H,-471
05/4/2019 05H,-309
05/4/2019 04H,-47
05/4/2019 03H,-302
05/4/2019 02H,-325
05/4/2019 01H,-277
05/4/2019 00H,-284
05/3/2019 23H,-279
05/3/2019 22H,-232
05/3/2019 21H,-152
05/3/2019 20H,-156
05/3/2019 19H,79
05/3/2019 18H,34
05/3/2019 17H,-186
05/3/2019 16H,-129
05/3/2019 15H,-246
05/3/2019 14H,-372
05/3/2019 13H,-403
05/3/2019 12H,-470
05/3/2019 11H,-395
05/3/2019 10H,-462
05/3/2019 09H,-610
05/3/2019 08H,-612
05/3/2019 07H,-642
05/3/2019 06H,-579
05/3/2019 05H,-341
05/3/2019 04H,-203
05/3/2019 03H,-170
05/3/2019 02H,-135
05/3/2019 01H,-189
05/3/2019 00H,-391
05/2/2019 23H,-299
05/2/2019 22H,125
05/2/2019 21H,188
05/2/2019 20H,155
05/2/2019 19H,197
05/2/2019 18H,147
05/2/2019 17H,-128
05/2/2019 16H,-298
05/2/2019 15H,-321
05/2/2019 14H,-278
05/2/2019 13H,-154
05/2/2019 12H,-145
05/2/2019 11H,-422
05/2/2019 10H,-342
05/2/2019 09H,-491
05/2/2019 08H,-538
05/2/2019 07H,-534
05/2/2019 06H,-470
05/2/2019 05H,-429
05/2/2019 04H,-244
05/2/2019 03H,-272
05/2/2019 02H,-267
05/2/2019 01H,-105
05/2/2019 00H,-365
05/1/2019 23H,-211
05/1/2019 22H,-88
05/1/2019 21H,162
05/1/2019 20H,278
05/1/2019 19H,462
05/1/2019 18H,285
05/1/2019 17H,224
05/1/2019 16H,59
05/1/2019 15H,6
05/1/2019 14H,-312
05/1/2019 13H,-188
05/1/2019 12H,-451
05/1/2019 11H,-467
05/1/2019 10H,-260
05/1/2019 09H,-518
05/1/2019 08H,-553
05/1/2019 07H,-560
05/1/2019 06H,-309
05/1/2019 05H,-257
05/1/2019 04H,-423
05/1/2019 03H,-275
05/1/2019 02H,-164
05/1/2019 01H,-120
05/1/2019 00H,-255
04/30/2019 23H,-180
04/30/2019 22H,27
04/30/2019 21H,-1
04/30/2019 20H,103
04/30/2019 19H,191
04/30/2019 18H,562
04/30/2019 17H,472
04/30/2019 16H,592
04/30/2019 15H,621
04/30/2019 14H,242
04/30/2019 13H,51
04/30/2019 12H,-259
04/30/2019 11H,-420
04/30/2019 10H,-507
04/30/2019 09H,-666
04/30/2019 08H,-553
04/30/2019 07H,-430
04/30/2019 06H,-569
04/30/2019 05H,-419
04/30/2019 04H,-394
04/30/2019 03H,-295
04/30/2019 02H,-116
04/30/2019 01H,-133
04/30/2019 00H,-15
04/29/2019 23H,114
04/29/2019 22H,189
04/29/2019 21H,324
04/29/2019 20H,353
04/29/2019 19H,483
04/29/2019 18H,430
04/29/2019 17H,198
04/29/2019 16H,243
04/29/2019 15H,171
04/29/2019 14H,84
04/29/2019 13H,-207
04/29/2019 12H,-88
04/29/2019 11H,-247
04/29/2019 10H,-172
04/29/2019 09H,-504
04/29/2019 08H,-221
04/29/2019 07H,-390
04/29/2019 06H,-251
04/29/2019 05H,-50
04/29/2019 04H,-131
04/29/2019 03H,-441
04/29/2019 02H,-397
04/29/2019 01H,-373
04/29/2019 00H,-433
04/28/2019 23H,-372
04/28/2019 22H,-412
04/28/2019 21H,-297
04/28/2019 20H,-434
04/28/2019 19H,-273
04/28/2019 18H,-160
04/28/2019 17H,-137
04/28/2019 16H,-173
04/28/2019 15H,-315
04/28/2019 14H,-447
04/28/2019 13H,-459
04/28/2019 12H,-594
04/28/2019 11H,-627
04/28/2019 10H,-398
04/28/2019 09H,-636
04/28/2019 08H,-477
04/28/2019 07H,-425
04/28/2019 06H,-545
04/28/2019 05H,-392
04/28/2019 04H,-513
04/28/2019 03H,-340
04/28/2019 02H,-136
04/28/2019 01H,-195
04/28/2019 00H,-336
04/27/2019 23H,-324
04/27/2019 22H,-157
04/27/2019 21H,-369
04/27/2019 20H,-305
04/27/2019 19H,-292
04/27/2019 18H,-253
04/27/2019 17H,-491
04/27/2019 16H,-480
04/27/2019 15H,-493
04/27/2019 14H,-522
04/27/2019 13H,-447
04/27/2019 12H,-520
04/27/2019 11H,-622
04/27/2019 10H,-652
04/27/2019 09H,-665
04/27/2019 08H,-563
04/27/2019 07H,-594
04/27/2019 06H,-608
04/27/2019 05H,-637
04/27/2019 04H,-499
04/27/2019 03H,-531
04/27/2019 02H,-489
04/27/2019 01H,-420
04/27/2019 00H,-379
04/26/2019 23H,-375
04/26/2019 22H,19
04/26/2019 21H,102
04/26/2019 20H,307
04/26/2019 19H,445
04/26/2019 18H,351
04/26/2019 17H,248
04/26/2019 16H,129
04/26/2019 15H,118
04/26/2019 14H,48
04/26/2019 13H,-266
04/26/2019 12H,-468
04/26/2019 11H,-501
04/26/2019 10H,-403
04/26/2019 09H,-415
04/26/2019 08H,-507
04/26/2019 07H,-196
04/26/2019 06H,-318
04/26/2019 05H,-174
04/26/2019 04H,-393
04/26/2019 03H,-367
04/26/2019 02H,-340
04/26/2019 01H,-141
04/26/2019 00H,-104
04/25/2019 23H,105
04/25/2019 22H,203
04/25/2019 21H,329
04/25/2019 20H,411
04/25/2019 19H,-32
04/25/2019 18H,28
04/25/2019 17H,193
04/25/2019 16H,48
04/25/2019 15H,27
04/25/2019 14H,-144
04/25/2019 13H,-348
04/25/2019 12H,-336
04/25/2019 11H,-226
04/25/2019 10H,-328
04/25/2019 09H,-206
04/25/2019 08H,-306
04/25/2019 07H,-9
04/25/2019 06H,131
04/25/2019 05H,139
04/25/2019 04H,-266
04/25/2019 03H,-300
04/25/2019 02H,121
04/25/2019 01H,184
04/25/2019 00H,21
04/24/2019 23H,55
04/24/2019 22H,135
04/24/2019 21H,-103
04/24/2019 20H,-132
04/24/2019 19H,-119
04/24/2019 18H,-208
04/24/2019 17H,121
04/24/2019 16H,-94
04/24/2019 15H,-5
04/24/2019 14H,-70
04/24/2019 13H,-383
04/24/2019 12H,-445
04/24/2019 11H,-366
04/24/2019 10H,-395
04/24/2019 09H,-525
04/24/2019 08H,-452
04/24/2019 07H,-235
04/24/2019 06H,-107
04/24/2019 05H,-126
04/24/2019 04H,-489
04/24/2019 03H,-463
04/24/2019 02H,-263
04/24/2019 01H,-147
04/24/2019 00H,-307
04/23/2019 23H,-232
04/23/2019 22H,-12
04/23/2019 21H,181
04/23/2019 20H,-34
04/23/2019 19H,-40
04/23/2019 18H,-12
04/23/2019 17H,174
04/23/2019 16H,-27
04/23/2019 15H,-141
04/23/2019 14H,21
04/23/2019 13H,-97
04/23/2019 12H,-141
04/23/2019 11H,-423
04/23/2019 10H,-518
04/23/2019 09H,-567
04/23/2019 08H,-536
04/23/2019 07H,-560
04/23/2019 06H,-493
04/23/2019 05H,-437
04/23/2019 04H,-484
04/23/2019 03H,-492
04/23/2019 02H,-77
04/23/2019 01H,-63
04/23/2019 00H,-271
04/22/2019 23H,-159
04/22/2019 22H,12
04/22/2019 21H,-101
04/22/2019 20H,-68
04/22/2019 19H,-38
04/22/2019 18H,137
04/22/2019 17H,391
04/22/2019 16H,549
04/22/2019 15H,292
04/22/2019 14H,-130
04/22/2019 13H,-39
04/22/2019 12H,85
04/22/2019 11H,-37
04/22/2019 10H,-183
04/22/2019 09H,-411
04/22/2019 08H,-395
04/22/2019 07H,-518
04/22/2019 06H,-540
04/22/2019 05H,-554
04/22/2019 04H,-469
04/22/2019 03H,-570
04/22/2019 02H,-444
04/22/2019 01H,-406
04/22/2019 00H,-596
04/21/2019 23H,-594
04/21/2019 22H,-575
04/21/2019 21H,-531
04/21/2019 20H,-556
04/21/2019 19H,-546
04/21/2019 18H,-507
04/21/2019 17H,-530
04/21/2019 16H,-525
04/21/2019 15H,-479
04/21/2019 14H,-417
04/21/2019 13H,-373
04/21/2019 12H,-404
04/21/2019 11H,-495
04/21/2019 10H,-654
04/21/2019 09H,-577
04/21/2019 08H,-656
04/21/2019 07H,-665
04/21/2019 06H,-344
04/21/2019 05H,-561
04/21/2019 04H,-585
04/21/2019 03H,-574
04/21/2019 02H,-419
04/21/2019 01H,-374
04/21/2019 00H,-381
04/20/2019 23H,-465
04/20/2019 22H,-493
04/20/2019 21H,-329
04/20/2019 20H,-350
04/20/2019 19H,-327
04/20/2019 18H,-307
04/20/2019 17H,-345
04/20/2019 16H,-372
04/20/2019 15H,-360
04/20/2019 14H,-317
04/20/2019 13H,-145
04/20/2019 12H,-75
04/20/2019 11H,-270
04/20/2019 10H,-352
04/20/2019 09H,-343
04/20/2019 08H,-205
04/20/2019 07H,-136
04/20/2019 06H,58
04/20/2019 05H,-24
04/20/2019 04H,-386
04/20/2019 03H,-333
04/20/2019 02H,-70
04/20/2019 01H,59
04/20/2019 00H,30
04/19/2019 23H,-78
04/19/2019 22H,-32
04/19/2019 21H,-101
04/19/2019 20H,-14
04/19/2019 19H,56
04/19/2019 18H,-41
04/19/2019 17H,57
04/19/2019 16H,-3
04/19/2019 15H,-90
04/19/2019 14H,-123
04/19/2019 13H,-238
04/19/2019 12H,-447
04/19/2019 11H,-534
04/19/2019 10H,-545
04/19/2019 09H,-568
04/19/2019 08H,-574
04/19/2019 07H,-554
04/19/2019 06H,-575
04/19/2019 05H,-540
04/19/2019 04H,-437
04/19/2019 03H,-437
04/19/2019 02H,-54
04/19/2019 01H,125
04/19/2019 00H,-93
04/18/2019 23H,-211
04/18/2019 22H,-16
04/18/2019 21H,-173
04/18/2019 20H,-128
04/18/2019 19H,114
04/18/2019 18H,82
04/18/2019 17H,87
04/18/2019 16H,-44
04/18/2019 15H,-100
04/18/2019 14H,-86
04/18/2019 13H,-238
04/18/2019 12H,-432
04/18/2019 11H,-527
04/18/2019 10H,-591
04/18/2019 09H,-673
04/18/2019 08H,-713
04/18/2019 07H,-699
04/18/2019 06H,-643
04/18/2019 05H,-645
04/18/2019 04H,-456
04/18/2019 03H,-455
04/18/2019 02H,-304
04/18/2019 01H,-270
04/18/2019 00H,-406
04/17/2019 23H,-310
04/17/2019 22H,-279
04/17/2019 21H,-150
04/17/2019 20H,39
04/17/2019 19H,-119
04/17/2019 18H,-23
04/17/2019 17H,-188
04/17/2019 16H,-158
04/17/2019 15H,-126
04/17/2019 14H,-146
04/17/2019 13H,-80
04/17/2019 12H,-393
04/17/2019 11H,-342
04/17/2019 10H,-263
04/17/2019 09H,-480
04/17/2019 08H,-492
04/17/2019 07H,-488
04/17/2019 06H,-373
04/17/2019 05H,-587
04/17/2019 04H,-578
04/17/2019 03H,-436
04/17/2019 02H,-379
04/17/2019 01H,-230
04/17/2019 00H,-466
04/16/2019 23H,-153
04/16/2019 22H,-139
04/16/2019 21H,-254
04/16/2019 20H,-344
04/16/2019 19H,-316
04/16/2019 18H,-350
04/16/2019 17H,-392
04/16/2019 16H,-409
04/16/2019 15H,-398
04/16/2019 14H,-396
04/16/2019 13H,-375
04/16/2019 12H,-239
04/16/2019 11H,-241
04/16/2019 10H,-489
04/16/2019 09H,-473
04/16/2019 08H,-463
04/16/2019 07H,-465
04/16/2019 06H,-309
04/16/2019 05H,-423
04/16/2019 04H,-442
04/16/2019 03H,-414
04/16/2019 02H,-342
04/16/2019 01H,-137
04/16/2019 00H,-148
04/15/2019 23H,-150
04/15/2019 22H,-178
04/15/2019 21H,-224
04/15/2019 20H,-267
04/15/2019 19H,-214
04/15/2019 18H,-157
04/15/2019 17H,-163
04/15/2019 16H,-245
04/15/2019 15H,-213
04/15/2019 14H,-290
04/15/2019 13H,-150
04/15/2019 12H,-347
04/15/2019 11H,-318
04/15/2019 10H,-136
04/15/2019 09H,-240
04/15/2019 08H,-329
04/15/2019 07H,-451
04/15/2019 06H,-349
04/15/2019 05H,-434
04/15/2019 04H,-489
04/15/2019 03H,-299
04/15/2019 02H,-260
04/15/2019 01H,-166
04/15/2019 00H,-222
04/14/2019 23H,-174
04/14/2019 22H,-194
04/14/2019 21H,144
04/14/2019 20H,-38
04/14/2019 19H,-14
04/14/2019 18H,-35
04/14/2019 17H,15
04/14/2019 16H,179
04/14/2019 15H,104
04/14/2019 14H,-136
04/14/2019 13H,-155
04/14/2019 12H,-330
04/14/2019 11H,-314
04/14/2019 10H,-376
04/14/2019 09H,-419
04/14/2019 08H,-474
04/14/2019 07H,-392
04/14/2019 06H,-265
04/14/2019 05H,-300
04/14/2019 04H,-195
04/14/2019 03H,-223
04/14/2019 02H,-152
04/14/2019 01H,-165
04/14/2019 00H,-285
04/13/2019 23H,-260
04/13/2019 22H,-245
04/13/2019 21H,-195
04/13/2019 20H,-193
04/13/2019 19H,-231
04/13/2019 18H,-161
04/13/2019 17H,-226
04/13/2019 16H,-285
04/13/2019 15H,-350
04/13/2019 14H,-229
04/13/2019 13H,-180
04/13/2019 12H,-144
04/13/2019 11H,-183
04/13/2019 10H,-172
04/13/2019 09H,-224
04/13/2019 08H,-208
04/13/2019 07H,-392
04/13/2019 06H,-296
04/13/2019 05H,-249
04/13/2019 04H,-487
04/13/2019 03H,-421
04/13/2019 02H,-32
04/13/2019 01H,48
04/13/2019 00H,-80
04/12/2019 23H,-116
04/12/2019 22H,-68
04/12/2019 21H,-183
04/12/2019 20H,-201
04/12/2019 19H,-213
04/12/2019 18H,-306
04/12/2019 17H,-211
04/12/2019 16H,-55
04/12/2019 15H,-144
04/12/2019 14H,-8
